Code,Year,CO2 emissions per capita,Daily calorie supply per person,GDP per capita,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3),Life expectancy,Military expenditure (% of GDP),Political regime,"Population, total",Share of the population using the Internet,Share of the population using at least basic sanitation,Share of the labor force employed in agriculture,Share of the population with access to electricity
AFG,2005,0.077424295,1984.4324,964.4081,50.0,58.0,58.0,58.2468,1.9920657,1,24404575.0,1.22415,28.032917,62.15,28.7
AFG,2006,0.08493193,1981.9991,1057.0966,53.0,58.0,58.0,58.5533,1.896234,1,25424100.0,2.10712,29.473711,61.28,33.5
AFG,2007,0.10806349,2080.6777,1259.9967,55.0,63.0,63.0,58.9563,2.5662673,1,25909852.0,1.9,30.875317,60.14,38.4
AFG,2008,0.16065209,2083.3396,1319.6074,59.0,64.0,64.0,59.7081,2.3355458,1,26482631.0,1.84,32.27372,59.29,42.4
AFG,2009,0.23258604,2099.3276,1557.3207,60.0,63.0,63.0,60.2478,2.0874126,1,27466102.0,3.55,33.66911,56.89,48.3
AFG,2010,0.2957424,2200.2102,1627.6716,62.0,66.0,66.0,60.7018,1.9458357,1,28284088.0,4.0,35.06167,54.58,42.7
AFG,2011,0.38877392,2171.8604,1792.0,64.0,68.0,68.0,61.2503,1.8213454,1,29347708.0,5.0,36.451744,53.56,43.2
AFG,2012,0.31842902,2165.8794,1945.0,59.0,67.0,67.0,61.7349,1.1754161,1,30560036.0,5.45455,37.839386,51.4,69.1
AFG,2013,0.28117284,2205.3293,2025.0,57.0,64.0,64.0,62.1878,1.0769497,1,31622709.0,5.9,39.224785,49.82,68.0
AFG,2014,0.26523322,2270.4495,2022.0,60.0,63.0,62.0,62.2599,1.2980129,1,32792528.0,7.0,40.608135,48.41,89.5
AFG,2015,0.27738428,2251.2698,1928.0,62.0,65.0,64.0,62.2695,0.99457586,1,33831767.0,8.26,41.98982,47.07,71.5
AFG,2016,0.24800518,2240.7097,1931.2438,64.0,66.0,66.0,62.6459,0.95677215,1,34700613.0,11.0,43.369865,45.81,97.7
AFG,2017,0.26089466,2307.2092,1909.733,64.0,64.0,64.0,62.4062,0.9452267,1,35688941.0,13.5,44.750813,43.99,97.7
AFG,2018,0.27737236,2261.79,1888.814,66.0,67.0,68.0,62.4434,1.0067458,1,36743040.0,16.8,46.133545,43.13,93.4
AFG,2019,0.27472728,2223.0999,2031.7373,57.0,63.0,65.0,62.9411,1.1709684,1,37856125.0,17.6,47.51839,42.5,97.7
ALB,2000,0.9553966,2853.901,4808.4795,95.0,97.0,97.0,74.8262,1.2463602,1,3166147.0,0.114097,89.48867,52.82,99.4
ALB,2001,1.0230986,2925.9292,5285.809,95.0,97.0,97.0,75.083,1.3092914,1,3147943.0,0.325798,90.03095,51.31,99.4
ALB,2002,1.1959662,2982.71,5608.9624,96.0,98.0,98.0,75.2987,1.3200345,1,3134095.0,0.390081,90.605515,50.16,99.4
ALB,2003,1.3801702,2879.4868,6004.645,93.0,97.0,97.0,75.5566,1.336843,1,3118093.0,0.9719,91.16545,49.27,99.4
ALB,2004,1.3478992,2897.7256,6419.8706,96.0,98.0,97.0,75.9515,1.3811579,1,3098662.0,2.42039,91.710655,48.34,99.4
ALB,2005,1.3853046,2985.9683,6858.4673,97.0,97.0,98.0,76.4266,1.3500049,2,3076156.0,6.04389,92.322975,47.38,99.4
ALB,2006,1.2818633,2975.903,7347.33,95.0,97.0,97.0,76.9943,1.567769,2,3050805.0,9.60999,92.92141,46.3,99.4
ALB,2007,1.3244282,2995.4014,7866.1577,97.0,99.0,98.0,77.6907,1.8207655,2,3022887.0,15.0361,93.505745,45.55,99.4
ALB,2008,1.4862808,3108.549,8522.13,98.0,99.0,99.0,78.2484,1.984869,2,2992933.0,23.86,94.07581,44.66,100.0
ALB,2009,1.4755803,3184.5295,8859.472,97.0,98.0,98.0,78.5088,1.5172172,2,2961487.0,41.2,94.63116,44.05,99.6
ALB,2010,1.6446854,3237.4177,9222.973,99.0,99.0,99.0,78.4141,1.5585918,2,2928731.0,45.0,95.172165,42.08,99.6
ALB,2011,1.7775874,3282.9211,9484.0,99.0,99.0,99.0,78.3029,1.5282663,2,2911499.0,47.0,95.698494,45.39,99.7
ALB,2012,1.6941584,3324.8267,9634.334,98.0,99.0,99.0,78.0836,1.4870826,2,2910003.0,49.4,96.21027,46.0,99.9
ALB,2013,1.8386787,3317.949,9748.728,99.0,99.0,99.0,77.9951,1.408982,2,2907571.0,51.8,96.70656,44.2,99.9
ALB,2014,2.091259,3294.382,9942.276,98.0,98.0,99.0,78.0291,1.346516,2,2903748.0,54.3,97.18802,42.26,100.0
ALB,2015,1.625643,3310.4854,10192.529,97.0,99.0,99.0,78.358,1.1623039,2,2898634.0,56.9,97.65497,41.28,100.0
ALB,2016,1.5718573,3345.0325,10547.255,96.0,98.0,99.0,78.6433,1.1035811,2,2897868.0,59.6,98.1079,40.04,99.9
ALB,2017,1.8438027,3354.924,10958.307,96.0,99.0,99.0,78.9003,1.109151,2,2898245.0,62.4,98.547295,38.08,99.9
ALB,2018,1.7949029,3331.9011,11426.92,94.0,99.0,99.0,79.2377,1.1605448,2,2894229.0,65.4,98.97365,37.29,100.0
ALB,2019,1.7124815,3361.1887,11715.307,95.0,99.0,99.0,79.4669,1.280806,2,2885011.0,68.5504,99.18307,36.42,100.0
DZA,2000,2.7359807,2886.168,6834.5537,80.0,86.0,86.0,70.5759,3.433394,1,30903894.0,0.491706,84.48083,22.34,98.6
DZA,2001,2.745478,2961.4194,7218.2456,83.0,89.0,89.0,71.0245,3.5204628,1,31331226.0,0.646114,84.759926,21.71,98.6
DZA,2002,2.8238127,3000.741,7814.8384,81.0,86.0,86.0,71.6437,3.4147196,1,31750832.0,1.59164,85.03281,21.72,98.6
DZA,2003,2.923871,3046.3538,8590.178,84.0,87.0,87.0,71.9064,3.0026245,1,32175813.0,2.19536,85.299164,21.72,98.6
DZA,2004,2.7844713,3063.232,9182.294,81.0,86.0,86.0,72.5359,3.048757,1,32628286.0,4.63448,85.55907,20.1,98.6
DZA,2005,3.3091779,3034.0952,9969.623,83.0,88.0,88.0,72.836,2.732286,1,33109258.0,5.84394,85.812256,18.54,98.6
DZA,2006,3.0870595,3127.0632,10385.779,91.0,95.0,95.0,73.1164,2.513707,1,33623505.0,7.37598,86.059135,17.06,98.7
DZA,2007,3.1456718,3121.7253,10974.742,92.0,95.0,95.0,73.346,2.7693284,1,34189420.0,9.45119,86.29944,15.63,98.7
DZA,2008,3.119057,3127.4927,11475.002,88.0,92.0,93.0,73.6181,2.867406,1,34816963.0,10.18,86.53356,14.33,99.3
DZA,2009,3.277727,3188.214,11907.021,92.0,94.0,95.0,73.8711,3.5129602,1,35490442.0,11.23,86.75948,13.03,98.8
DZA,2010,3.25651,3213.14,12587.744,95.0,95.0,95.0,74.1435,3.1899817,1,36188237.0,12.5,86.978134,11.87,98.9
DZA,2011,3.3795078,3317.0005,13204.0,95.0,95.0,95.0,74.3834,3.9628825,1,36903374.0,14.9,87.18924,10.77,99.0
DZA,2012,3.6017866,3329.8306,13392.944,95.0,95.0,95.0,74.6086,4.1058984,1,37646165.0,18.2,87.09354,10.69,98.8
DZA,2013,3.6844282,3405.3499,13508.265,95.0,95.0,95.0,74.8095,4.423825,1,38414176.0,22.5,86.98688,10.59,99.2
DZA,2014,3.8881397,3398.1997,13760.384,95.0,95.0,95.0,74.9923,4.9648786,1,39205035.0,29.5,86.86985,10.49,99.3
DZA,2015,4.0060844,3384.2002,14007.894,95.0,95.0,95.0,75.1589,5.550742,1,40019528.0,38.2,86.74252,10.38,99.4
DZA,2016,3.8752885,3413.27,14198.272,94.0,91.0,91.0,75.3099,5.652718,1,40850719.0,42.9455,86.605484,10.28,99.4
DZA,2017,3.9638858,3349.87,14149.915,88.0,91.0,91.0,75.4313,5.307115,1,41689302.0,47.6911,86.458824,10.16,99.5
DZA,2018,4.104483,3346.0505,14083.772,80.0,91.0,91.0,75.5554,4.929927,1,42505033.0,49.0385,86.30309,9.88,99.6
DZA,2019,4.2135787,3431.1,14000.279,80.0,88.0,88.0,75.6818,5.326958,1,43294551.0,55.7907,86.138504,9.6,99.5
AGO,2000,0.98766494,1540.8334,2013.6362,41.0,21.0,31.0,46.5005,6.3926034,0,16194873.0,0.105046,33.800407,37.5,24.2
AGO,2001,0.94991744,1574.4541,2162.485,72.0,28.0,42.0,47.0323,4.524354,0,16747204.0,0.136014,34.255856,37.22,20.0
AGO,2002,0.92799395,1645.2618,2522.6719,74.0,22.0,47.0,47.8736,2.8699324,0,17327701.0,0.270377,34.7113,36.56,26.3
AGO,2003,0.97440386,1704.2089,2711.9282,62.0,21.0,46.0,50.218,3.7614794,0,17943718.0,0.370682,35.756687,36.45,27.4
AGO,2004,0.914801,1743.6864,3064.2986,64.0,18.0,47.0,51.1225,3.47118,0,18600426.0,0.464815,36.80266,36.17,28.4
AGO,2005,0.79760987,1781.2246,3708.7705,45.0,14.0,47.0,52.1295,3.692241,0,19291160.0,1.14337,37.84653,38.11,29.4
AGO,2006,0.8565874,1812.6909,4592.3374,48.0,8.0,44.0,52.9647,3.7614954,0,20015281.0,1.5,38.733883,40.21,30.5
AGO,2007,0.8464459,1852.406,5773.5483,58.0,43.0,43.0,54.2001,3.1140544,0,20778570.0,1.7,39.620567,42.21,37.5
AGO,2008,0.8689214,1905.3518,6743.748,58.0,44.0,45.0,55.2809,3.5731204,0,21578656.0,1.9,40.507355,44.37,38.5
AGO,2009,0.92208517,1944.6495,7087.604,58.0,44.0,47.0,56.2251,4.70961,0,22414775.0,2.3,41.39269,46.51,33.8
AGO,2010,0.9866278,2430.4907,7520.6655,59.0,45.0,49.0,57.242,4.1775846,1,23294822.0,2.8,42.277718,48.88,35.0
AGO,2011,0.9660866,2494.659,8016.0,59.0,45.0,50.0,58.0931,3.2556605,1,24218358.0,4.7,43.162064,51.22,34.6
AGO,2012,1.0303273,2440.3494,8376.946,59.0,47.0,52.0,58.916,3.2366595,1,25177398.0,7.7,44.04532,51.23,37.3
AGO,2013,0.9825774,2517.1003,8463.942,59.0,46.0,54.0,59.7048,4.4552393,1,26165616.0,13.0,44.927082,51.18,38.4
AGO,2014,0.9606558,2549.7002,8548.293,56.0,55.0,55.0,60.3956,4.6984544,1,27160767.0,21.3623,45.80774,51.14,32.0
AGO,2015,0.9768244,2468.9,8319.567,52.0,57.0,57.0,61.042,3.1054263,1,28157802.0,22.0,46.683765,51.16,42.0
AGO,2016,0.87261665,2429.0598,7819.1475,49.0,56.0,59.0,61.6189,2.733335,1,29183072.0,23.2,47.55591,51.15,41.8
AGO,2017,0.7805891,2449.8604,7535.6123,47.0,52.0,58.0,62.1221,2.5079827,1,30234836.0,26.0,48.423767,50.99,42.9
AGO,2018,0.7437751,2449.5593,7180.3555,56.0,64.0,67.0,62.6219,1.9557867,1,31297160.0,29.0,49.286522,50.91,45.3
AGO,2019,0.6860121,2425.2498,6886.954,59.0,61.0,64.0,63.0511,1.7679144,1,32375633.0,32.1294,49.547024,50.73,45.6
ARG,2000,3.8521757,3232.757,14368.942,91.0,88.0,83.0,73.91,1.1488227,2,37213986.0,7.03868,87.66692,0.67,95.7
ARG,2001,3.588163,3181.9656,13651.981,89.0,85.0,83.0,74.1542,1.1842335,2,37624817.0,9.78081,88.13594,0.83,95.5
ARG,2002,3.2850976,2945.582,12094.772,95.0,94.0,93.0,74.3122,1.0918804,2,38029345.0,10.8821,88.6034,0.98,96.1
ARG,2003,3.4983344,2973.425,13088.565,97.0,95.0,96.0,74.3073,1.0608951,2,38424283.0,11.9137,89.069565,1.4,96.3
ARG,2004,4.050791,2988.456,14183.226,99.0,91.0,98.0,74.8713,0.8832954,2,38815915.0,16.0367,89.535065,1.5,96.5
ARG,2005,4.123947,3061.9373,15344.157,98.0,95.0,98.0,75.2306,0.84715474,2,39216786.0,17.7206,89.99973,1.28,96.7
ARG,2006,4.4001102,3064.2422,16490.473,97.0,92.0,91.0,75.2791,0.7882339,2,39622113.0,20.9272,90.46378,1.05,97.0
ARG,2007,4.3422694,3091.1042,17891.943,94.0,92.0,91.0,74.7827,0.7925482,2,40016767.0,25.9466,90.92704,1.12,97.2
ARG,2008,4.64068,3099.5532,18520.305,96.0,94.0,93.0,75.4281,0.76275647,2,40424151.0,28.1126,91.38971,1.2,97.5
ARG,2009,4.3661532,3068.3071,17328.977,96.0,97.0,94.0,75.5773,0.8865085,2,40854832.0,34.0,91.85164,1.23,97.8
ARG,2010,4.507803,3064.1396,18979.992,95.0,95.0,94.0,75.68,0.8148781,2,41288694.0,45.0,92.312836,1.27,98.8
ARG,2011,4.550224,3055.1006,20003.0,95.0,93.0,91.0,76.0998,0.76428705,2,41730655.0,51.0,92.77075,0.64,99.0
ARG,2012,4.5471244,3086.0,19573.963,94.0,90.0,91.0,75.8024,0.78482467,2,42161718.0,55.8,93.22681,0.62,99.1
ARG,2013,4.4507732,3117.3306,19821.643,94.0,90.0,94.0,75.8292,0.83773637,2,42582453.0,59.9,93.62313,0.62,99.3
ARG,2014,4.3821793,3156.44,19112.232,95.0,92.0,94.0,76.2678,0.87810093,2,43024071.0,64.7,94.021126,0.55,100.0
ARG,2015,4.4117293,3210.04,19423.666,89.0,93.0,94.0,76.5995,0.8501286,2,43477011.0,68.0431,94.42041,0.26,99.7
ARG,2016,4.3284545,3150.7998,18819.643,90.0,87.0,92.0,76.105,0.80924535,2,43900312.0,70.969,94.82095,0.13,99.9
ARM,2000,1.117025,2200.4958,5139.8257,92.0,96.0,93.0,70.8123,3.560025,1,3125630.0,1.30047,88.0309,42.91,98.9
ARM,2001,1.1453632,2221.3237,5457.5103,93.0,97.0,94.0,71.1744,3.1272492,1,3084350.0,1.63109,88.23413,42.15,100.0
ARM,2002,1.0069239,2252.6155,6082.146,91.0,96.0,94.0,71.4859,2.6977148,1,3055636.0,1.96041,88.45717,41.26,98.0
ARM,2003,1.1370804,2429.6184,6743.241,94.0,96.0,94.0,71.7343,2.7283723,1,3038976.0,4.57522,88.68784,40.22,99.1
ARM,2004,1.2212219,2556.9202,7229.6484,92.0,93.0,91.0,71.9262,2.7419968,1,3022544.0,4.89901,88.91853,39.41,99.1
ARM,2005,1.4556371,2675.6675,8006.9604,94.0,92.0,90.0,72.0822,2.8719313,1,3006360.0,5.25298,89.1491,38.52,99.8
ARM,2006,1.4719211,2768.6433,8798.75,92.0,87.0,87.0,72.2188,2.9476132,1,2990371.0,5.63179,89.37985,37.46,99.1
ARM,2007,1.7144572,2775.0842,9713.213,92.0,90.0,88.0,72.3589,3.042575,1,2974825.0,6.02125,89.610466,36.53,99.2
ARM,2008,1.8833776,2885.4812,10080.8125,94.0,91.0,89.0,72.5193,3.3955793,1,2959996.0,6.21,89.84126,37.8,99.2
ARM,2009,1.4814032,2840.5164,8399.087,96.0,94.0,93.0,72.7136,4.15705,1,2945518.0,15.3,90.07192,39.45,99.3
ARM,2010,1.4521643,3163.1567,8330.812,97.0,96.0,94.0,72.9381,4.265646,1,2931083.0,25.0,90.3026,38.6,99.8
ARM,2011,1.6997676,3163.0913,8465.0,97.0,96.0,95.0,73.1852,3.8539464,1,2923269.0,32.0,90.53329,38.93,99.5
ARM,2012,1.9668759,3139.7112,9076.433,97.0,96.0,95.0,73.4396,3.583767,1,2922529.0,37.5,90.764,37.25,99.5
ARM,2013,1.8939531,3178.6833,9395.087,97.0,96.0,95.0,73.7131,3.9972446,1,2922526.0,41.9,90.9987,36.28,99.4
ARM,2014,1.917619,3182.4058,9745.136,97.0,95.0,93.0,73.98,3.9433782,1,2922433.0,54.6228,91.23747,34.83,99.7
ARM,2015,1.8722591,3166.961,10076.352,97.0,96.0,94.0,74.229,4.239226,1,2921179.0,59.1008,91.480576,35.33,100.0
ARM,2016,1.7838441,3126.9636,10113.051,97.0,96.0,94.0,74.4937,4.090349,1,2918796.0,64.346,91.72791,33.6,99.8
ARM,2017,1.8993666,3064.8638,10894.957,96.0,96.0,94.0,74.7441,3.8497307,1,2914966.0,64.7449,91.97959,31.34,99.7
ARM,2018,2.000749,3096.2183,11490.369,95.0,92.0,92.0,74.9783,4.119886,2,2909971.0,68.2451,92.235855,25.78,99.9
ARM,2019,2.1639683,3136.9246,12399.231,95.0,94.0,92.0,75.1931,4.787706,2,2903975.0,66.5439,92.49662,24.05,100.0
AUS,2000,18.288157,3010.7803,36603.047,91.0,90.0,90.0,79.6207,1.8244056,3,19132472.0,46.7561,99.99116,4.86,100.0
AUS,2001,18.469387,3067.133,37275.992,92.0,91.0,92.0,80.006,1.8629763,3,19365438.0,52.6893,99.991615,4.75,100.0
AUS,2005,18.974682,3133.5884,41904.445,94.0,92.0,92.0,81.0923,1.7962877,3,20294490.0,63.0,99.99344,3.58,100.0
AUS,2006,19.007372,3198.2168,42650.984,94.0,92.0,92.0,81.2581,1.8177308,3,20590566.0,66.0,99.9939,3.41,100.0
AUS,2007,19.036264,3242.4807,44033.582,94.0,92.0,92.0,81.2324,1.811276,3,20954545.0,69.45,99.994354,3.32,100.0
AUS,2008,18.91755,3240.0762,44421.64,94.0,92.0,92.0,81.4267,1.7961969,3,21370595.0,71.67,99.99481,3.31,100.0
AUS,2009,18.683231,3242.3696,44686.543,94.0,92.0,92.0,81.7283,1.9236552,3,21783014.0,74.25,99.99527,3.23,100.0
AUS,2010,18.292547,3514.6995,45400.223,94.0,92.0,92.0,82.0132,1.8525988,3,22141583.0,76.0,99.99572,3.23,100.0
AUS,2011,17.96612,3496.46,46132.0,94.0,92.0,92.0,82.0911,1.7552661,3,22479779.0,79.4877,99.99618,2.82,100.0
AUS,2012,17.72246,3544.3787,47045.13,94.0,92.0,92.0,82.2966,1.6702816,3,22852648.0,79.0,99.996635,2.8,100.0
AUS,2013,17.121933,3526.6697,47260.953,94.0,91.0,91.0,82.5511,1.6381966,3,23236271.0,83.4535,99.99709,2.62,100.0
AUS,2014,16.639103,3514.57,47753.848,94.0,92.0,92.0,82.5182,1.7724173,3,23595599.0,84.0,99.99755,2.8,100.0
AUS,2015,16.72746,3500.0505,48145.53,95.0,93.0,93.0,82.605,1.9523263,3,23947997.0,84.5605,99.998,2.64,100.0
AUS,2016,16.837934,3517.4297,48675.137,95.0,94.0,94.0,82.8014,2.0896215,3,24329963.0,86.54,99.99846,2.62,100.0
AUS,2017,16.71615,3472.9792,49001.902,94.0,95.0,95.0,82.7184,2.0050952,3,24731044.0,86.545,99.99892,2.6,100.0
AUS,2018,16.512163,3450.4714,49614.387,94.0,95.0,95.0,83.2582,1.8956201,3,25119700.0,90.0,99.999374,2.62,100.0
AUS,2019,16.28262,3485.3396,49814.67,94.0,95.0,95.0,83.2412,1.8800024,3,25482714.0,93.6099,99.99983,2.56,100.0
AUT,2000,8.262151,3729.288,34796.258,75.0,71.0,81.0,78.235,0.9839609,3,8012929.0,33.7301,99.99998,6.05,100.0
AUT,2001,8.727766,3731.137,35272.223,79.0,83.0,84.0,78.7184,0.9112321,3,8042233.0,39.1855,99.99999,5.81,100.0
AUT,2002,8.907645,3656.6816,35823.586,78.0,82.0,83.0,78.8464,0.8882973,3,8081640.0,36.56,100.0,5.76,100.0
AUT,2003,9.530433,3617.618,36063.12,79.0,84.0,84.0,78.8491,0.9154519,3,8122604.0,42.7,99.99838,5.5,100.0
AUT,2004,9.508284,3614.6047,36957.113,74.0,83.0,83.0,79.3624,0.8970585,3,8173496.0,54.28,99.99654,4.9,100.0
AUT,2005,9.611559,3644.333,37642.76,75.0,86.0,86.0,79.5202,0.8559373,3,8229204.0,58.0,99.994705,5.27,100.0
AUT,2006,9.28623,3722.1924,38866.848,80.0,83.0,83.0,79.9648,0.7914004,3,8269901.0,63.6,99.9929,5.24,100.0
AUT,2007,8.93005,3743.329,40305.273,79.0,85.0,85.0,80.1664,0.90610397,3,8296948.0,69.37,99.991104,5.53,100.0
AUT,2008,8.826658,3725.3733,40964.793,83.0,83.0,83.0,80.3633,0.87642056,3,8323250.0,72.87,99.98933,5.25,100.0
AUT,2009,8.06485,3735.013,39463.656,76.0,83.0,83.0,80.2064,0.8385319,3,8345073.0,73.45,99.98757,5.32,100.0
AUT,2010,8.607232,3784.9111,40288.348,80.0,86.0,86.0,80.4634,0.8263884,3,8365087.0,75.17,99.98583,5.21,100.0
AUT,2011,8.327111,3834.4888,41446.0,84.0,89.0,89.0,80.8281,0.79593194,3,8393272.0,78.74,99.984116,4.94,100.0
AUT,2012,7.977175,3822.9402,41540.94,88.0,92.0,92.0,80.8407,0.7835385,3,8431599.0,80.03,99.982315,4.68,100.0
AUT,2013,7.989103,3796.9495,41301.94,92.0,95.0,95.0,81.078,0.7571802,3,8481411.0,80.6188,99.98045,4.58,100.0
AUT,2014,7.5058665,3754.4136,41250.508,96.0,98.0,98.0,81.39,0.7546496,3,8547812.0,80.9958,99.978584,4.84,100.0
AUT,2015,7.6767116,3734.4712,41255.715,96.0,93.0,93.0,81.1592,0.7025769,3,8644037.0,83.9401,99.97671,4.53,100.0
AUT,2016,7.692762,3721.98,41545.5,95.0,87.0,87.0,81.5922,0.7337229,3,8737920.0,84.3237,99.974815,4.35,100.0
AUT,2017,7.9103565,3761.9705,42216.918,96.0,90.0,90.0,81.6387,0.76154065,3,8798779.0,87.9356,99.97291,3.93,100.0
AUT,2018,7.5287404,3761.4587,43032.215,94.0,85.0,85.0,81.6859,0.74899346,3,8841653.0,87.4791,99.97282,3.69,100.0
AUT,2019,7.651411,3822.8418,43488.668,95.0,88.0,88.0,81.9072,0.7531334,3,8880876.0,87.7522,99.97271,3.66,100.0
AZE,2000,3.6411128,2266.1487,4214.8887,67.0,75.0,76.0,65.3772,2.267862,1,8174784.0,0.147758,68.353714,41.01,98.9
AZE,2001,3.4435568,2354.6865,4498.7944,68.0,77.0,77.0,66.0429,2.3120627,1,8251776.0,0.305565,69.41109,39.95,98.6
AZE,2002,3.4314017,2447.3618,4880.4,66.0,80.0,76.0,66.769,2.2433138,1,8326141.0,4.99971,70.464516,40.19,100.0
AZE,2005,3.977268,2825.6985,7553.6265,67.0,79.0,75.0,67.7103,2.2990696,1,8597248.0,8.03038,73.90078,39.32,99.1
AZE,2006,3.9628427,2989.9958,10160.346,69.0,80.0,78.0,68.489,3.4177594,1,8711380.0,11.9922,75.244606,39.55,99.5
AZE,2007,3.4023244,2999.0588,12699.498,75.0,81.0,79.0,68.6587,2.8641949,1,8828313.0,14.54,76.592026,38.55,99.5
AZE,2008,3.6942694,3004.1282,14072.627,79.0,85.0,81.0,69.355,3.2912114,1,8942637.0,17.08,77.942795,39.59,99.7
AZE,2009,3.2170568,2975.0244,15384.293,85.0,84.0,81.0,69.8743,3.3254218,1,9046336.0,27.4,79.29705,38.12,99.9
AZE,2010,3.0118616,2956.7993,16153.837,89.0,85.0,81.0,70.3088,2.7910044,1,9146852.0,46.0,80.65656,38.23,99.9
AZE,2011,3.2637987,2982.7383,16176.0,88.0,86.0,82.0,70.5651,4.6701355,1,9256156.0,50.0,82.02098,37.88,99.9
AZE,2012,3.4950342,3007.0103,16364.532,86.0,84.0,79.0,71.0799,4.658618,1,9376179.0,54.2,83.390076,37.65,100.0
AZE,2013,3.5308728,3004.9978,17146.223,86.0,83.0,78.0,71.4849,4.540923,1,9504417.0,73.0,84.763725,37.1,100.0
AZE,2014,3.5660133,2984.5513,17451.1,85.0,83.0,78.0,71.9304,4.555013,1,9631136.0,75.0,86.14159,36.75,100.0
AZE,2015,3.5562217,3016.717,17463.758,84.0,84.0,79.0,72.3486,5.4648767,1,9752859.0,77.0,87.52346,36.36,100.0
AZE,2016,3.5189948,3055.4287,16770.85,81.0,84.0,78.0,72.5678,3.6885273,1,9868434.0,78.2,88.90911,36.34,100.0
AZE,2017,3.480789,3111.73,16647.016,80.0,82.0,76.0,72.6943,3.7563019,1,9968510.0,79.0,90.29834,36.35,100.0
AZE,2018,3.4439225,3166.1694,16753.209,77.0,80.0,74.0,73.0156,3.5492935,1,10039782.0,79.8,91.690926,36.26,100.0
AZE,2019,3.734001,3281.7993,17029.906,78.0,80.0,74.0,73.29,3.8490188,1,10110483.0,81.1,93.0866,36.0,100.0
BHR,2019,25.319227,3489.0684,39499.707,99.0,99.0,99.0,80.4706,4.029861,0,1485675.0,99.7015,100.0,0.94,100.0
BGD,2000,0.19725299,2221.7278,1485.3092,74.0,83.0,82.0,62.0487,1.3571192,2,134544303.0,0.0710394,23.694677,64.81,32.0
BGD,2001,0.22706799,2295.6309,1551.1965,77.0,85.0,85.0,62.8358,1.2884227,2,136805810.0,0.129808,25.17677,62.39,35.0
BGD,2002,0.23037535,2280.908,1621.267,75.0,83.0,83.0,63.5914,1.0483664,1,138933659.0,0.13992,26.68169,59.9,37.8
BGD,2003,0.23760977,2320.2544,1710.7313,76.0,90.0,87.0,64.2877,1.0026331,1,140970355.0,0.163878,28.177296,57.19,40.5
BGD,2004,0.25176665,2354.199,1812.6246,81.0,88.0,99.0,64.9118,0.99885976,1,142902857.0,0.199036,29.663042,54.3,40.6
BGD,2005,0.26062584,2346.0896,1925.6062,88.0,94.0,93.0,65.5087,0.9728101,1,144715789.0,0.241637,31.435835,51.17,44.2
BGD,2006,0.2850007,2347.0986,2057.6985,83.0,95.0,94.0,66.0479,0.9898389,1,146405983.0,1.0,33.22644,48.08,50.5
BGD,2007,0.28836617,2391.9744,2194.4224,89.0,96.0,94.0,66.4578,0.99709195,0,147989282.0,1.8,35.033978,47.85,46.5
BGD,2008,0.30333978,2361.988,2321.0505,92.0,96.0,96.0,67.0471,0.9382153,1,149474264.0,2.5,36.857586,47.67,54.3
BGD,2009,0.3260235,2402.9685,2448.887,93.0,97.0,97.0,67.5269,1.0289395,1,150873716.0,3.1,38.696423,47.53,57.1
BGD,2010,0.3550251,2328.05,2599.2083,88.0,94.0,94.0,68.0091,1.1843841,1,152201978.0,3.7,40.55009,47.31,55.3
BGD,2011,0.36195275,2365.3,2772.0,93.0,96.0,96.0,68.4988,1.217669,1,153591074.0,4.5,42.417587,46.55,59.6
BGD,2012,0.38501203,2383.3699,2914.0488,88.0,94.0,94.0,68.9894,1.1808972,1,155070110.0,5.0,44.29759,45.76,65.5
BGD,2013,0.41373482,2384.59,3057.4697,91.0,96.0,96.0,69.4874,1.1137295,1,156532134.0,6.63,46.18906,45.01,61.5
BGD,2014,0.4276385,2410.22,3216.8923,94.0,97.0,97.0,70.0162,1.1364433,1,157964931.0,11.9,48.091854,44.27,62.4
BGD,2015,0.48277447,2481.0303,3402.3213,97.0,98.0,98.0,70.5429,1.2085172,1,159383179.0,12.9,50.005024,43.46,74.0
BGD,2016,0.5084272,2425.98,3598.5103,97.0,98.0,98.0,71.0752,1.2259004,1,160811934.0,18.1,51.9283,42.66,75.9
BGD,2017,0.53352815,2488.0503,3808.8728,97.0,98.0,98.0,71.6056,1.1275814,1,162186146.0,21.5,53.861027,40.6,88.0
BGD,2018,0.52963835,2566.9497,4056.6465,97.0,98.0,98.0,72.1217,1.1539575,1,163523109.0,25.6,55.80269,39.39,86.9
BGD,2019,0.57489496,2522.8896,4242.7515,97.0,98.0,98.0,72.6254,1.2441008,1,164913060.0,30.4,57.752872,38.3,92.2
BLR,2000,5.506232,2989.9116,9110.9795,98.0,99.0,99.0,68.4637,1.3469841,1,9991310.0,1.8604,91.91369,15.12,89.0
BLR,2001,5.444186,3040.4622,9462.374,99.0,99.0,99.0,68.4351,1.4382907,1,9938068.0,4.30062,91.89504,14.72,89.5
BLR,2002,5.4635525,2974.8254,9870.309,99.0,99.0,99.0,68.2983,1.4002458,1,9873451.0,8.95097,91.87721,14.41,90.0
BLR,2006,6.4331007,3087.8386,13792.554,97.0,97.0,99.0,69.436,1.7094125,1,9608041.0,16.2,93.2164,12.54,92.1
