Code,Year,CO2 emissions per capita,Daily calorie supply per person,GDP per capita,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3),Life expectancy,Military expenditure (% of GDP),Political regime,"Population, total",Share of the population using the Internet,Share of the population using at least basic sanitation,Share of the labor force employed in agriculture,Share of the population with access to electricity
TCD,2001,0.057426963,1976.0265,783.0552,26.0,26.0,26.0,48.3056,0.99371785,1,8804122.0,0.0459341,9.775113,81.7,3.4
TCD,2002,0.058271352,1934.2806,831.82916,25.0,31.0,25.0,48.3596,1.1188133,1,9116195.0,0.16607,9.85771,81.29,3.8
TCD,2003,0.09300483,1986.2776,925.51263,23.0,36.0,23.0,48.6095,0.97060055,1,9487830.0,0.320309,9.940811,80.62,4.1
TCD,2004,0.091349974,1973.9132,1200.2726,16.0,31.0,22.0,48.6865,0.7424326,1,9920036.0,0.36092,10.024244,79.66,3.5
TCD,2005,0.08998427,1972.1428,1266.105,27.0,37.0,26.0,48.86,0.6105894,1,10328094.0,0.399258,10.108011,78.89,4.8
TCD,2006,0.08941238,1956.0079,1225.5164,39.0,49.0,41.0,48.7467,2.1778414,1,10706426.0,0.581046,10.192111,78.74,5.1
TCD,2007,0.098266356,1957.055,1422.3408,31.0,38.0,29.0,49.2102,3.2494981,1,11081667.0,0.847225,10.276746,78.48,5.5
TCD,2008,0.07602303,1948.3491,1422.2312,27.0,30.0,19.0,49.5034,4.2764587,1,11476299.0,1.19,10.361518,78.22,5.9
TCD,2009,0.10255048,1932.1732,1533.1794,36.0,32.0,26.0,49.8275,5.7014847,1,11893753.0,1.5,10.483584,77.89,6.3
TCD,2010,0.10038562,2255.3809,1720.3344,46.0,43.0,40.0,50.1067,4.317474,1,12312580.0,1.7,10.614401,77.15,6.4
TCD,2011,0.100087225,2249.7163,1661.0,54.0,40.0,33.0,50.4258,3.759313,1,12755004.0,1.9,10.754544,77.04,9.0
TCD,2013,0.15208156,2295.9163,1776.092,57.0,46.0,39.0,51.0508,4.294885,1,13691081.0,2.5,11.065715,76.11,8.1
TCD,2014,0.15383954,2238.468,1829.8347,45.0,44.0,36.0,51.1411,2.1578424,1,14188680.0,2.9,11.237749,75.65,8.4
TCD,2015,0.1605635,2206.809,1802.3212,46.0,52.0,42.0,51.3196,1.5239707,1,14647626.0,3.5,11.421879,75.38,7.7
TCD,2016,0.15756783,2258.6145,1648.0383,37.0,44.0,41.0,51.6027,2.3117037,1,15114652.0,5.8,11.618792,75.61,9.2
TCD,2017,0.14983028,2259.1804,1555.7141,37.0,44.0,41.0,51.8747,1.6596116,1,15622756.0,6.4,11.829193,75.64,10.9
TCD,2018,0.14752606,2236.7578,1541.4716,41.0,45.0,47.0,52.4467,1.6527027,1,16156535.0,7.0,12.054119,75.39,10.1
TCD,2019,0.13783364,2218.1519,1543.8029,40.0,46.0,53.0,52.9927,1.5736016,1,16685223.0,7.6,12.294019,75.06,8.4
CHL,2000,3.7734768,2823.9297,15211.623,97.0,91.0,91.0,77.1276,2.688616,3,15503638.0,16.6,93.031586,14.44,97.9
CHL,2001,3.3740683,2859.7983,15448.009,96.0,96.0,97.0,77.5798,2.6470492,3,15683852.0,19.1,93.44092,13.6,97.1
CHL,2002,3.4579308,2893.0642,15509.825,95.0,97.0,97.0,77.8397,2.531543,3,15857926.0,22.1,93.8325,13.5,97.3
CHL,2003,3.4384434,2885.8123,15809.178,96.0,96.0,96.0,77.8841,2.7029715,3,16024755.0,25.4738,94.17865,13.6,98.8
CHL,2004,3.6584854,2913.5178,16478.973,94.0,94.0,93.0,78.2765,2.7122903,3,16187324.0,28.1779,94.523575,13.36,97.5
CHL,2005,3.7382884,2907.0818,17137.486,90.0,92.0,91.0,78.4589,2.5347629,3,16348780.0,31.1753,94.866646,13.16,97.7
CHL,2006,3.879552,2956.2485,17920.803,91.0,94.0,94.0,78.5328,2.506082,3,16509195.0,34.4978,95.20847,12.85,99.4
CHL,2007,4.226911,2932.5476,18487.9,92.0,95.0,96.0,78.6519,2.3309805,3,16671571.0,35.9,95.5487,12.31,98.0
CHL,2008,4.189623,2941.604,18804.03,96.0,95.0,95.0,78.7518,2.5836523,3,16838987.0,37.3,95.887665,11.72,98.2
CHL,2009,3.8777666,2888.9856,18184.48,93.0,94.0,94.0,78.8901,2.2765079,3,17009730.0,41.56,96.225044,11.18,99.6
CHL,2010,4.1525846,2874.9597,18909.848,93.0,92.0,92.0,79.0954,2.254241,3,17181463.0,45.0,96.560875,10.61,99.5
CHL,2011,4.4993253,2902.8318,19705.0,91.0,93.0,94.0,79.2357,2.2636127,3,17351810.0,52.2496,96.89543,10.26,99.6
CHL,2012,4.5448008,2887.6904,20690.797,90.0,90.0,90.0,79.2211,2.0458803,3,17519116.0,55.05,97.22846,9.98,100.0
CHL,2013,4.6210914,2939.3108,21171.06,90.0,90.0,91.0,79.5509,1.9946225,3,17687006.0,58.0,97.560104,9.48,99.6
CHL,2014,4.3431134,2938.0796,21337.76,97.0,95.0,95.0,79.7137,1.9671068,3,17864192.0,61.11,97.89036,9.4,100.0
CHL,2015,4.5312576,2925.5203,21574.018,96.0,96.0,96.0,80.0079,1.9096235,3,18047630.0,76.6296,98.219215,9.38,99.7
CHL,2016,4.6121125,2954.5093,21715.713,93.0,95.0,95.0,80.2949,1.9241585,3,18267225.0,83.5586,98.54696,9.48,100.0
CHL,2017,4.533392,2956.5002,21709.428,93.0,93.0,93.0,80.6096,1.9405925,3,18558868.0,82.3275,98.87345,9.25,99.7
CHL,2018,4.469476,2990.8208,22175.664,93.0,95.0,95.0,80.5594,1.8776139,3,18893185.0,84.9,99.1483,9.22,100.0
CHL,2019,4.7910333,3022.5488,21924.408,95.0,96.0,96.0,80.3243,1.8647171,2,19197748.0,85.0176,99.24409,8.98,100.0
CHN,2000,2.8700879,2831.9927,4730.3545,84.0,86.0,85.0,72.2885,1.8357598,0,1269581174.0,1.77591,56.82011,50.01,96.7
CHN,2001,2.912365,2836.1829,4995.1445,85.0,86.0,86.0,72.6755,1.9830862,0,1278725061.0,2.63965,57.56846,50.01,97.0
CHN,2002,3.184619,2850.6072,5343.1123,85.0,86.0,86.0,73.0339,2.0593648,0,1286866835.0,4.5957,59.719093,50.01,97.2
CHN,2003,3.7351773,2851.1482,5649.4634,85.0,87.0,86.0,73.3853,1.996289,0,1294517323.0,6.2,61.843613,49.1,97.4
CHN,2004,4.001966,2875.2415,6067.5913,86.0,87.0,87.0,73.7274,1.9385083,0,1302100316.0,7.3,63.94062,46.9,97.7
CHN,2005,4.4899764,2896.9106,6626.592,86.0,87.0,87.0,74.085,1.871858,0,1310027135.0,8.52326,66.007416,44.8,97.9
CHN,2006,4.921031,2900.6997,7271.0356,93.0,94.0,93.0,74.4037,1.8695917,0,1318054030.0,10.5232,68.03235,42.6,98.2
CHN,2007,5.2606664,2937.7812,7895.713,94.0,94.0,93.0,74.7886,1.7501646,0,1325813576.0,16.0,70.02098,40.8,98.5
CHN,2008,5.6172485,2996.8909,8190.1123,97.0,99.0,97.0,74.8333,1.7160425,0,1333821011.0,22.6,71.97962,39.6,98.8
CHN,2009,5.8706574,3013.4585,8734.041,99.0,99.0,99.0,75.3174,1.8935237,0,1342522717.0,28.9,73.90606,38.1,99.1
CHN,2010,6.370445,3041.44,9658.419,99.0,99.0,99.0,75.6679,1.7335199,0,1351561505.0,34.3,75.80105,36.7,99.7
CHN,2011,6.998823,3088.33,10221.0,99.0,99.0,99.0,75.8891,1.6590824,0,1360250658.0,38.3,77.65125,34.8,99.9
CHN,2012,7.131918,3103.46,10946.834,99.0,99.0,99.0,76.2,1.7009426,0,1369520866.0,42.3001,79.46467,33.6,99.9
CHN,2013,7.2097993,3100.17,11731.295,99.0,99.0,99.0,76.4521,1.7143409,0,1379008040.0,45.8,81.2468,31.4,100.0
CHN,2014,7.187588,3199.88,12515.198,99.0,99.0,99.0,76.7143,1.7384093,0,1387951970.0,47.9,82.998474,29.5,100.0
CHN,2015,7.0609546,3235.5,13325.432,99.0,99.0,99.0,76.9755,1.7767711,0,1396134171.0,50.3,84.719315,28.59,100.0
CHN,2016,6.9428844,3227.27,14138.955,99.0,99.0,99.0,77.214,1.7688867,0,1404052628.0,53.2,86.40948,27.7,100.0
CHN,2017,7.080384,3264.49,15030.447,99.0,99.0,99.0,77.2353,1.7112427,0,1412354730.0,54.3,88.068306,26.98,100.0
CHN,2018,7.2915606,3280.37,15977.008,99.0,99.0,99.0,77.709,1.6735783,0,1419008954.0,59.2,89.69422,26.07,100.0
CHN,2019,7.5260706,3308.05,16879.54,99.0,99.0,99.0,77.9396,1.682911,0,1423520357.0,64.0809,91.28813,25.33,100.0
COL,2000,1.4380411,2836.447,8496.792,88.0,82.0,79.0,70.905,3.0316834,2,39089939.0,2.20753,75.41488,22.43,95.2
COL,2001,1.4219637,2875.238,8528.033,93.0,83.0,80.0,71.1853,3.3238728,2,39709263.0,2.8542,76.308784,22.2,98.5
COL,2002,1.3742627,2843.492,8630.542,93.0,83.0,81.0,71.5366,3.4171276,2,40324684.0,4.6,77.20198,21.93,94.9
COL,2003,1.3931869,2861.8765,8855.218,93.0,92.0,92.0,72.3086,3.4639888,2,40937426.0,7.38892,78.09444,21.55,95.1
COL,2004,1.3076525,2843.8552,9211.279,92.0,89.0,89.0,72.7605,3.4650152,2,41543177.0,9.11869,78.98592,21.03,95.3
COL,2005,1.4302857,2801.4417,9524.723,94.0,93.0,93.0,73.1557,3.3746798,2,42128978.0,11.0073,79.87642,20.66,96.8
COL,2006,1.4632028,2844.6123,10039.684,95.0,94.0,93.0,73.4974,3.295825,2,42691081.0,15.3417,80.76591,20.01,95.7
COL,2007,1.4032476,2885.8867,10602.305,95.0,93.0,94.0,73.7509,3.2863016,2,43235374.0,21.8,81.65418,19.37,96.0
COL,2008,1.5307138,2896.4336,10846.737,92.0,92.0,92.0,74.2057,3.737247,2,43758805.0,25.6,82.541435,19.03,96.8
COL,2009,1.6211535,2801.676,10894.103,95.0,92.0,92.0,74.5306,3.8869638,2,44271543.0,30.0,83.427635,18.62,96.1
COL,2010,1.684584,2801.4397,11191.687,88.0,88.0,88.0,74.8757,3.636915,2,44777325.0,36.5,84.312614,18.38,96.8
COL,2011,1.6613352,2803.9597,11788.0,88.0,85.0,85.0,75.1803,3.077107,2,45259614.0,40.3509,85.19636,17.81,96.7
COL,2012,1.7209545,2897.59,12129.81,94.0,91.0,92.0,75.6106,3.1560059,2,45715807.0,48.98,86.07904,17.41,97.0
COL,2013,1.8730689,2974.2998,12633.481,92.0,91.0,91.0,75.8343,3.272263,2,46151583.0,51.7,86.9605,16.6,97.8
COL,2014,1.9766101,3009.4202,12981.565,91.0,90.0,90.0,75.9497,3.108259,2,46565426.0,52.5681,87.84073,16.23,97.8
COL,2015,1.9379755,3075.3203,13237.291,94.0,91.0,91.0,76.0665,3.10996,2,46969938.0,55.905,88.71991,16.01,98.2
COL,2016,1.9306005,3090.76,13367.445,93.0,91.0,91.0,76.2285,3.071131,2,47437513.0,58.1365,89.59802,16.01,98.4
COL,2017,1.7339902,3052.0203,13380.643,93.0,92.0,92.0,76.4178,3.2080967,2,48131076.0,62.2599,90.47494,16.53,98.5
COL,2018,1.8523545,3088.0303,13485.702,95.0,92.0,92.0,76.5791,3.0332327,2,49024463.0,64.1264,91.35066,16.71,98.5
COL,2019,1.9828873,3063.84,13603.993,95.0,94.0,94.0,76.7927,3.1456568,2,49907987.0,65.0069,92.225204,15.77,99.4
COG,2001,1.2766243,2186.6157,4256.6553,35.0,32.0,31.0,55.8849,1.7922245,0,3272542.0,0.0322236,11.968472,41.83,30.3
COG,2002,0.81183815,2213.9854,4458.6343,37.0,41.0,41.0,56.414,2.1233523,1,3350770.0,0.15725,12.294256,41.31,31.2
COG,2003,0.94554263,2182.297,4467.904,50.0,50.0,50.0,57.1313,2.4322934,1,3445758.0,0.460014,12.623677,41.01,32.1
COG,2004,0.99524397,2189.0183,4560.5127,65.0,67.0,67.0,57.9574,2.4401798,1,3565565.0,1.0775,13.081525,40.61,33.0
COG,2005,1.1773973,1958.2163,4820.7075,54.0,62.0,63.0,58.7302,1.5181379,1,3696399.0,1.46342,13.55111,39.97,33.8
COG,2006,1.2471627,2036.665,5016.0576,61.0,73.0,74.0,59.474,1.569343,1,3837411.0,2.00799,14.0325365,39.39,34.9
COG,2007,1.070063,2016.2307,4844.97,59.0,71.0,73.0,60.0502,1.916289,1,3980430.0,2.7597,14.526042,39.25,35.8
COG,2008,1.0381061,1988.1687,5081.1313,69.0,77.0,80.0,60.7903,1.7902794,1,4113514.0,4.28751,15.03204,38.71,36.8
COG,2010,1.2325344,1974.3038,5738.163,75.0,72.0,76.0,61.7311,1.6625904,1,4462304.0,5.0,16.082312,37.24,40.0
COG,2013,1.2127337,2072.4583,6140.1865,80.0,69.0,85.0,62.9689,2.0444756,1,4857104.0,6.6,17.755209,35.62,42.5
COG,2014,1.09952,2118.417,6428.496,80.0,77.0,90.0,63.3491,3.9403572,1,4975887.0,7.11,18.33936,34.88,43.4
COG,2016,1.0966322,2099.188,5315.17,67.0,61.0,71.0,63.9108,4.594806,1,5222545.0,8.12195,19.548052,34.22,45.3
COG,2017,1.056052,2124.6987,4977.3423,70.0,60.0,69.0,64.2028,3.1781344,1,5351013.0,8.65,20.172878,34.07,46.2
CIV,2003,0.27714372,2376.616,2263.0925,70.0,68.0,62.0,51.4432,1.0067518,1,19125546.0,0.75867,22.06846,50.69,51.5
CIV,2004,0.37694627,2395.5232,2280.788,78.0,76.0,68.0,51.9392,1.0960734,1,19594997.0,0.849282,22.744274,50.3,52.4
CIV,2005,0.37710994,2415.5845,2312.8425,84.0,87.0,77.0,52.4324,1.0580653,1,20068468.0,1.03924,23.554945,49.9,58.9
CIV,2006,0.33519748,2392.262,2343.927,73.0,76.0,77.0,52.8853,1.0865796,1,20546808.0,1.5249,24.374317,49.51,60.2
CIV,2007,0.31636202,2382.8948,2380.1155,67.0,75.0,76.0,53.4517,1.1508331,1,21030558.0,1.8,25.202326,49.04,55.3
CIV,2008,0.31200454,2324.677,2435.2705,63.0,58.0,74.0,54.1794,1.1017047,1,21514446.0,1.9,26.038902,48.54,60.3
CIV,2009,0.25729427,2305.8948,2508.822,67.0,77.0,81.0,54.7441,1.2517357,1,21997936.0,2.0,26.883371,47.93,57.3
CIV,2010,0.27680218,2601.249,2555.0164,64.0,75.0,78.0,55.282,1.1271051,1,22488068.0,2.7,27.736275,47.45,58.4
CIV,2011,0.28383818,2679.0999,2444.0,49.0,58.0,61.0,55.9724,1.0070578,1,22982003.0,2.9,28.597538,47.33,55.8
CIV,2012,0.36391443,2691.4497,2648.7744,74.0,83.0,82.0,56.5698,1.1006639,1,23467083.0,4.4,29.466797,46.22,55.8
CIV,2013,0.4043384,2669.5906,2821.8762,70.0,74.0,75.0,57.0571,0.9950191,1,23939775.0,6.6,30.34398,45.17,61.5
CIV,2014,0.40376183,2612.0208,2995.1501,59.0,71.0,73.0,57.7719,1.0677761,1,24527393.0,10.0,31.22902,44.33,61.9
CIV,2015,0.3784605,2748.8394,3182.1077,67.0,77.0,79.0,58.2807,1.2439172,1,25246347.0,38.44,32.124573,43.5,62.6
CIV,2016,0.46093678,2753.3296,3328.9795,73.0,81.0,87.0,58.8136,1.245859,2,25989404.0,41.2078,33.02997,42.75,64.3
CIV,2017,0.44894835,2805.0393,3450.22,70.0,82.0,83.0,59.3151,0.965894,2,26733376.0,43.8399,33.94543,41.89,65.6
CIV,2018,0.37922856,2825.2495,3497.8928,74.0,83.0,83.0,59.7946,1.039214,2,27464175.0,37.5465,34.870888,41.01,67.1
CIV,2019,0.37380695,2848.7896,3703.0876,71.0,79.0,79.0,60.2741,0.8876579,2,28193014.0,36.289,35.805958,40.15,68.6
HRV,2000,4.542812,2643.972,13244.541,93.0,94.0,93.0,74.0014,3.0245824,2,4326105.0,6.64488,98.45117,16.52,100.0
HRV,2001,4.8304005,2830.891,13817.681,94.0,94.0,94.0,74.3547,2.7057514,2,4301079.0,11.5586,98.45439,16.01,100.0
HRV,2002,5.0897875,2898.7341,14683.838,95.0,95.0,95.0,74.6461,2.7088084,2,4305783.0,17.76,98.293335,15.55,100.0
HRV,2003,5.3930573,2937.469,15740.499,94.0,95.0,94.0,74.7093,2.0261474,2,4306683.0,22.75,98.07357,16.87,100.0
HRV,2004,5.302187,3004.42,16628.574,96.0,96.0,96.0,75.2665,1.7403878,2,4310050.0,30.91,97.85452,16.97,99.9
HRV,2005,5.4000564,3031.846,17581.357,96.0,96.0,96.0,75.5705,1.7440373,2,4313946.0,33.14,97.63621,17.3,99.9
HRV,2006,5.4442253,3114.9553,18707.49,95.0,96.0,96.0,75.6767,1.6664101,2,4315802.0,37.98,97.418625,14.25,99.8
HRV,2007,5.7465234,3114.8147,19984.037,96.0,96.0,96.0,75.886,1.6107787,2,4315959.0,41.44,97.20177,12.35,99.8
HRV,2008,5.4502077,3141.6887,20717.316,96.0,96.0,96.0,76.0009,1.8231544,2,4314635.0,44.24,96.985634,12.82,100.0
HRV,2009,5.046313,3085.996,19501.588,95.0,96.0,96.0,76.3127,1.7721785,2,4310537.0,50.58,96.77024,13.32,100.0
HRV,2010,4.8773313,2996.99,19511.35,96.0,97.0,97.0,76.6761,1.6661862,2,4301150.0,56.55,96.55557,14.25,100.0
HRV,2011,4.8155785,3029.9048,19813.0,96.0,96.0,96.0,76.9926,1.7366024,2,4280827.0,57.79,96.34159,14.59,100.0
HRV,2012,4.472641,3031.8552,19413.893,95.0,96.0,96.0,77.2841,1.6559377,2,4259233.0,61.94,96.12898,12.25,100.0
HRV,2013,4.337481,3105.4277,19402.938,94.0,96.0,96.0,77.51,1.6078088,2,4242403.0,66.7476,95.9178,10.79,100.0
HRV,2014,4.18296,3019.4963,19403.594,94.0,95.0,95.0,77.5144,1.8081172,2,4219485.0,68.5679,95.7082,9.52,100.0
HRV,2015,4.2531147,3095.2585,20025.754,93.0,94.0,94.0,77.6329,1.7487025,2,4183732.0,69.845,95.71901,9.23,100.0
HRV,2016,4.370736,3211.4214,20915.227,90.0,93.0,93.0,77.6294,1.5892254,2,4136438.0,72.6973,95.73053,7.6,100.0
HRV,2017,4.5874524,3174.8516,21852.021,89.0,92.0,92.0,77.7264,1.6331663,2,4079198.0,67.0962,95.74277,6.98,100.0
HRV,2018,4.396296,3250.3816,22678.035,93.0,94.0,93.0,77.8654,1.5423406,2,4024868.0,75.2946,95.75454,6.24,100.0
HRV,2019,4.470374,3297.8435,23590.277,93.0,94.0,94.0,78.197,1.6036108,2,3986338.0,79.0798,95.76695,6.19,100.0
CUB,2009,2.5021207,3231.363,6248.304,99.0,99.0,96.0,77.5835,3.3809602,0,11294719.0,14.33,85.19736,18.72,97.6
CUB,2010,2.9247391,3250.9087,6578.1904,99.0,99.0,96.0,77.8757,3.326856,0,11297414.0,15.9,85.82733,18.6,97.8
CUB,2011,2.572717,3307.608,6928.0,99.0,99.0,97.0,78.0506,3.084505,0,11301578.0,16.0173,86.45855,19.69,98.0
CUB,2012,2.6077478,3313.2021,7138.0,99.0,98.0,99.0,78.1618,3.9376,0,11303172.0,21.2,87.09102,19.26,98.3
CUB,2013,2.4688954,3275.252,7379.0,99.0,99.0,99.0,78.0279,3.512729,0,11298163.0,27.93,87.72162,18.61,98.5
CUB,2014,2.4248602,3316.15,7628.0,99.0,99.0,99.0,77.8245,3.536005,0,11285780.0,29.0702,88.353134,18.9,98.7
CUB,2015,2.5801377,3360.6072,7889.0,99.0,99.0,99.0,77.7453,3.0837915,0,11275069.0,37.3051,88.98649,18.65,99.0
CUB,2016,2.4652224,3475.6484,7928.05,99.0,98.0,99.0,77.5706,3.072188,0,11265615.0,42.9787,89.62155,18.32,99.2
CUB,2017,2.1834598,3459.982,8075.465,99.0,98.0,99.0,77.3003,2.8724031,0,11247824.0,57.1484,90.259,17.99,99.4
CUB,2018,2.050346,3433.9712,8262.988,99.0,99.0,99.0,77.4259,2.8762074,0,11227116.0,62.6789,90.89864,17.69,99.6
CYP,2000,7.4993653,2662.8215,22326.799,86.0,97.0,97.0,77.9,2.8220901,2,947667.0,15.2554,99.61994,5.41,100.0
CYP,2001,7.2393413,2639.4062,23095.736,86.0,97.0,97.0,78.1848,3.153222,2,964129.0,18.8188,99.620026,4.84,100.0
CYP,2002,7.3075433,2634.1213,23828.072,86.0,98.0,98.0,78.7582,2.1301606,2,981443.0,28.32,99.61997,5.25,100.0
CYP,2003,7.5637994,2606.8208,24347.076,86.0,98.0,98.0,78.9081,1.9851631,2,999600.0,30.09,99.613686,5.19,100.0
CYP,2004,7.650352,2596.2087,25355.24,86.0,98.0,98.0,79.0067,1.9557692,3,1017875.0,33.83,99.60729,5.1,100.0
CYP,2005,7.6742024,2557.1873,26164.209,86.0,98.0,98.0,79.1975,2.0374696,3,1036156.0,32.81,99.60079,4.74,100.0
CYP,2006,7.7607594,2543.4094,27142.018,87.0,97.0,97.0,79.4561,1.899998,3,1054424.0,35.83,99.5942,4.26,100.0
CYP,2007,7.9004884,2615.0708,28109.996,87.0,97.0,97.0,79.7982,1.6845998,3,1072727.0,40.77,99.587494,4.39,100.0
CYP,2008,7.9664574,2622.835,28736.975,87.0,97.0,97.0,79.9063,1.629705,3,1091029.0,42.31,99.58069,4.23,100.0
CYP,2009,7.60606,2586.4336,27735.033,87.0,99.0,99.0,80.3749,1.8168194,3,1109377.0,49.81,99.57377,3.93,100.0
CYP,2010,7.156974,3011.1238,27630.104,87.0,99.0,99.0,80.6325,1.8529246,3,1127826.0,52.99,99.56674,3.8,100.0
CYP,2011,6.7966948,2990.132,27272.0,87.0,99.0,99.0,80.8546,1.7378321,3,1146493.0,56.8599,99.559616,3.83,100.0
CYP,2012,6.231036,2957.3425,25933.494,86.0,99.0,99.0,81.1284,1.6547518,3,1165403.0,60.6899,99.55238,2.91,100.0
CYP,2013,5.5563617,2909.5781,24281.812,86.0,99.0,99.0,81.3165,1.607009,3,1183899.0,65.4548,99.545135,3.11,100.0
CYP,2014,5.766146,2872.786,24114.586,86.0,99.0,99.0,81.3373,1.542602,3,1201806.0,69.3287,99.537895,4.43,100.0
CYP,2015,5.7010694,2910.2405,25081.504,90.0,97.0,97.0,81.4637,1.6476676,3,1219504.0,71.7157,99.5307,4.0,100.0
CYP,2016,5.9411874,2869.7808,26607.555,90.0,97.0,97.0,81.5341,1.4045577,3,1237114.0,75.9002,99.523544,3.64,100.0
CYP,2017,5.955064,2863.4036,27872.812,90.0,97.0,97.0,81.5431,1.5681031,3,1254274.0,80.7432,99.51648,2.53,100.0
CYP,2018,5.763717,2857.903,29089.975,90.0,97.0,99.0,81.5558,1.7498331,3,1270743.0,84.4336,99.50949,2.17,100.0
CYP,2019,5.692592,2906.5725,30284.795,86.0,96.0,96.0,81.4543,1.7695936,3,1286669.0,86.0636,99.50264,2.41,100.0
CZE,2000,12.429018,3082.9675,17056.16,97.0,98.0,98.0,74.9781,1.8614702,3,10236809.0,9.78053,99.019936,5.22,100.0
CZE,2001,12.428257,3169.7083,17868.568,97.0,97.0,98.0,75.3141,1.7355283,3,10231942.0,14.6972,99.018326,4.87,100.0
CZE,2002,12.108837,3234.932,18431.027,98.0,97.0,98.0,75.4424,1.8090115,3,10239474.0,23.93,99.0225,4.9,100.0
CZE,2003,12.449295,3304.4573,19344.09,97.0,97.0,97.0,75.3959,1.8775221,3,10248907.0,34.3,99.02684,4.51,100.0
CZE,2004,12.504434,3304.6953,20555.035,97.0,96.0,98.0,75.9416,1.6996434,3,10261453.0,35.5,99.031364,4.45,100.0
CZE,2005,12.228751,3302.1348,22128.58,97.0,96.0,97.0,76.1561,1.7772578,3,10280155.0,35.27,99.03607,3.98,100.0
CZE,2006,12.279241,3269.5835,23888.164,97.0,98.0,98.0,76.708,1.5681148,3,10304592.0,47.93,99.04097,3.76,100.0
CZE,2007,12.417233,3261.1455,25382.807,98.0,99.0,99.0,76.9189,1.4247884,3,10337539.0,51.93,99.04604,3.58,100.0
CZE,2008,11.84469,3278.6123,26186.045,97.0,99.0,99.0,77.1722,1.2340882,3,10378298.0,62.97,99.0513,3.17,100.0
CZE,2009,11.032746,3296.4385,25093.863,98.0,99.0,99.0,77.2578,1.3134922,3,10420985.0,64.43,99.05675,3.12,100.0
CZE,2010,11.225506,3286.3914,25922.395,98.0,99.0,99.0,77.5677,1.1828978,3,10464035.0,68.82,99.062386,3.1,100.0
CZE,2011,10.974041,3274.5005,26725.0,98.0,99.0,99.0,77.8144,1.0691429,3,10495508.0,70.49,99.06821,2.99,100.0
CZE,2012,10.590268,3272.8374,26483.38,98.0,99.0,99.0,77.9977,1.0556077,3,10507339.0,73.43,99.07411,3.05,100.0
CZE,2013,10.152071,3301.4688,26467.629,99.0,99.0,98.0,78.169,1.0087045,3,10511164.0,74.1104,99.07978,3.03,100.0
CZE,2014,9.910655,3205.0322,27030.19,99.0,99.0,97.0,78.7439,0.95911574,3,10517223.0,74.2317,99.07555,2.75,100.0
CZE,2015,9.975821,3133.5505,28437.604,99.0,97.0,97.0,78.5609,0.9412029,3,10524418.0,75.6688,99.07517,2.93,100.0
CZE,2016,10.125045,3258.3313,29097.504,98.0,96.0,96.0,78.9744,0.9866344,3,10531946.0,76.4812,99.0748,2.9,100.0
CZE,2017,10.220285,3298.719,30531.383,97.0,94.0,96.0,78.926,0.9439844,3,10541343.0,78.7192,99.07437,2.8,100.0
CZE,2018,10.0789385,3300.272,31405.09,96.0,96.0,97.0,78.9612,1.0755267,3,10548934.0,80.6882,99.07389,2.8,100.0
CZE,2019,9.568804,3338.9824,32226.553,92.0,97.0,97.0,79.1853,1.1332396,3,10554872.0,80.8669,99.073364,2.66,100.0
COD,2010,0.03989632,2163.74,637.1298,66.0,68.0,60.0,56.4111,0.8212586,1,68563038.0,0.72,19.498726,69.54,13.0
COD,2011,0.042922717,2185.62,681.0,66.0,65.0,70.0,56.9106,0.9047592,1,70849311.0,1.2,19.122452,68.96,13.7
COD,2012,0.038186394,2144.5498,714.7897,69.0,69.0,71.0,57.3502,1.1072292,1,73254623.0,1.67996,18.754667,68.34,15.4
COD,2013,0.05173664,2115.32,756.906,68.0,71.0,71.0,57.7953,1.0735319,1,75789397.0,2.2,18.395363,67.61,15.2
COD,2014,0.064614125,2167.8499,784.5593,69.0,72.0,73.0,58.2355,0.8896952,1,78403248.0,3.0,18.044596,66.81,13.5
COD,2015,0.04040672,2133.42,806.7695,65.0,69.0,70.0,58.6576,1.223383,1,81035532.0,3.8,17.702282,66.15,16.6
COD,2016,0.031676006,2085.9697,783.0341,63.0,66.0,70.0,59.0814,1.0256344,1,83956416.0,10.1,17.368402,65.8,17.3
COD,2017,0.0335339,2121.05,785.1293,65.0,71.0,71.0,59.4952,0.7415707,1,87083400.0,8.6199,17.042837,65.38,18.0
COD,2018,0.04191342,2100.9497,796.89246,64.0,72.0,71.0,59.9265,0.61234653,1,90047647.0,11.7,16.725634,64.81,18.7
COD,2019,0.044305593,2090.9998,806.479,65.0,74.0,73.0,60.2425,0.6940174,1,92947450.0,16.4812,16.416662,64.3,19.1
DNK,2000,10.170421,3311.9707,39021.176,99.0,97.0,97.0,76.8152,1.4584656,3,5339659.0,39.1724,99.59724,3.67,100.0
DNK,2001,10.430784,3332.6196,39425.863,94.0,97.0,97.0,76.9736,1.5315427,3,5358825.0,42.9575,99.597244,3.55,100.0
DNK,2002,10.33384,3368.6287,39709.37,95.0,98.0,98.0,77.0989,1.5068588,3,5375967.0,64.25,99.597244,3.21,100.0
DNK,2003,11.250178,3338.274,39983.145,96.0,96.0,96.0,77.4012,1.4646673,3,5390621.0,76.26,99.597244,3.3,100.0
DNK,2004,10.195032,3378.4995,41178.562,96.0,95.0,95.0,77.7853,1.4202402,3,5404594.0,80.93,99.59724,3.27,100.0
