id,dof,test error,skew,kurtosis,time
0.0,25.999999506262448,0.16007625197968514,-0.06222624409136071,0.9796002110936914,0.09788227081298828
1.0,24.99999950792206,0.16084988535589928,-0.10983662623000351,1.0875850276448276,0.08186864852905273
2.0,24.999999508824164,0.16153734460661293,-0.09155779400478166,0.9732406822378996,0.0671529769897461
3.0,23.999999510348143,0.1621735020785913,-0.13403322841803117,1.0674784203329812,0.09782099723815918
4.0,23.999999510133463,0.16202247625794575,-0.12697415893886185,0.996144539947077,0.06349349021911621
5.0,22.99999951165249,0.1629825946174033,-0.16576780762151552,1.07413330077343,0.06139326095581055
6.0,22.999999512512478,0.1615520050281378,-0.23752761544417378,1.091623675421812,0.0724799633026123
7.0,21.99999951386305,0.16154090118766146,-0.2372416908200673,1.0906504567603381,0.040003061294555664
8.0,21.999999514598493,0.16158103552068057,-0.23710160729442847,1.0918426002714297,0.06496119499206543
9.0,20.99999951593164,0.16157394774410322,-0.23691860597535436,1.0912172757800143,0.07173418998718262
10.0,20.999999520922753,0.16247731841324828,-0.1793402775675509,1.1372416923742943,0.06638789176940918
11.0,19.999999522403826,0.16283714251685238,-0.18888131995268223,1.1718861511395833,0.06519937515258789
12.0,29.99999897613586,0.1610597992652291,-0.016215697530471498,1.1456164696944873,0.05490684509277344
13.0,28.999998978093533,0.1617403463976569,-0.0472681051117967,1.2304624569410176,0.12393808364868164
14.0,28.99999898008158,0.16240685080840098,-0.04762379399727009,1.1291977561039683,0.09641027450561523
15.0,27.999998981897143,0.16292163002239465,-0.07305063433615815,1.1971917589422247,0.053565025329589844
16.0,27.99999898188181,0.16348893046177326,-0.06657144732509865,1.263640869944175,0.12900686264038086
17.0,26.999998983631738,0.16384893519638338,-0.07867220220728852,1.291137918365762,0.05143904685974121
18.0,26.999998983947545,0.1630931034062248,-0.14625676866706722,1.3625139415626704,0.058464765548706055
19.0,25.99999898549354,0.16234089126657927,-0.12941728373147215,1.305065704685883,0.08605003356933594
20.0,25.999998987546135,0.16317530905330416,-0.145674169340328,1.3592250708802274,0.09397459030151367
21.0,24.99999898906314,0.16243425268222939,-0.12899808029983545,1.3019926670558997,0.0447239875793457
22.0,24.999998997522084,0.16469523011849718,-0.09047575565992645,1.3934651710331147,0.07906842231750488
23.0,23.999998999216718,0.16444967293799867,-0.08531307184458947,1.3725876753556996,0.11791586875915527
