id,dof,test error,skew,kurtosis,time
0.0,25.99999849510396,0.31581140244210537,0.8455589476782378,1.7276553863538755,0.06405496597290039
1.0,24.99999850324063,0.31576155025523667,0.8340579924798674,1.6529027317856793,0.024735689163208008
2.0,24.99999851130488,0.3180670416344009,0.8279643124178884,1.7712458597927876,0.030605554580688477
3.0,23.99999851932079,0.31751041882793757,0.8280556224798525,1.6907965972427998,0.030234336853027344
4.0,23.99999851645828,0.33514674009989903,0.9029044496151704,2.3205608691732102,0.02454090118408203
5.0,22.999998524480848,0.33536967115129374,0.8816840033442369,2.179194795601319,0.03087759017944336
6.0,22.999998528203733,0.3435392642830623,0.8745359146713492,2.429834470666613,0.03092646598815918
7.0,21.9999985333481,0.34273584000204804,0.8655960838688652,2.3408993996188574,0.023247718811035156
8.0,21.999998540943288,0.3469051033310394,0.8451137849645067,2.32833817101801,0.025086164474487305
9.0,20.999998545052506,0.3463821793716962,0.8217448186129086,2.1500500710049524,0.021929025650024414
10.0,20.999998547481688,0.34655263926899565,0.8236844994716193,2.317578993118932,0.02180171012878418
11.0,19.99999855165977,0.3460591890885117,0.79690334782807,2.1306331072349662,0.021535158157348633
12.0,29.99999754284297,0.31110478009672493,0.7284596066586656,1.4735107899144202,0.0343170166015625
13.0,28.999997554303196,0.31101224995850424,0.7039538329990555,1.3660872163691735,0.02836918830871582
14.0,28.999997564024063,0.3138193488490887,0.7101705586230961,1.5300358100713263,0.02994823455810547
15.0,27.999997575251896,0.3134187456675328,0.6948263193914014,1.422959252566672,0.03159737586975098
16.0,27.99999757042853,0.3255458026157183,0.6808519580613356,1.8217981720332759,0.031577348709106445
17.0,26.999997581924703,0.3254359500027283,0.6656419918039223,1.7385527500382025,0.039009809494018555
18.0,26.9999975910519,0.33358158817316946,0.6560552525489489,1.917232038577601,0.05927777290344238
19.0,25.999997608737313,0.3338580526377494,0.6617549379204538,1.9528893270438887,0.06859230995178223
20.0,33.99999644816515,0.3030116512032932,0.5584132345141678,0.8994604940042565,0.05658459663391113
21.0,32.99999646315152,0.3026855662692325,0.5469000605759914,0.8776787278385751,0.06814241409301758
22.0,32.99999647307989,0.30744863791985927,0.543711197034862,1.0376895850064436,0.06873941421508789
23.0,31.99999648812068,0.3069885507894913,0.5390793734022745,1.0094055292820459,0.08276748657226562
