Code,Year,Daily calorie supply per person
DOM,2008,2395.4536
DOM,2009,2438.5632
DOM,2010,2590.8772
DOM,2011,2647.1992
DOM,2012,2682.5203
DOM,2013,2741.9878
DOM,2014,2812.962
DOM,2015,2795.611
DOM,2016,2890.5
DOM,2017,2939.8684
DOM,2018,3001.2705
DOM,2019,3055.3792
DOM,2020,3111.2705
DOM,2021,3163.4302
DOM,2022,3269.259
DOM,2023,3313.4402
TLS,1961,1864.4414
TLS,1962,1879.8049
TLS,1963,1818.7157
TLS,1964,1789.7703
TLS,1965,1831.9229
TLS,1966,1913.0266
TLS,1967,1867.5272
TLS,1968,1890.3068
TLS,1969,1951.292
TLS,1970,1869.6208
TLS,1971,1874.4027
TLS,1972,1875.1115
TLS,1973,1922.4928
TLS,1974,1926.7286
TLS,1975,1933.0222
TLS,1976,1913.1909
TLS,1977,1947.1503
TLS,1978,1949.6755
TLS,1979,1960.1237
TLS,1980,1856.8699
TLS,1981,1886.8287
TLS,1982,1916.3783
TLS,1983,1936.4781
TLS,1984,2009.709
TLS,1985,2006.5138
TLS,1986,2020.0286
TLS,1987,2019.7443
TLS,1988,2038.3138
TLS,1989,2034.5837
TLS,1990,1794.6611
TLS,1991,1929.806
TLS,1992,2000.1051
TLS,1993,2058.1099
TLS,1994,2028.5636
TLS,1995,2030.3022
TLS,1996,1838.7227
TLS,1997,1809.3861
TLS,1998,1627.1976
TLS,1999,1858.1453
TLS,2000,2145.6162
TLS,2001,2080.3125
TLS,2002,2109.5317
TLS,2003,2094.1917
TLS,2004,2123.2595
TLS,2005,2133.138
TLS,2006,2124.373
TLS,2007,2109.3245
TLS,2008,2096.0723
TLS,2009,2050.0518
TLS,2010,2259.1733
TLS,2011,2289.796
TLS,2012,2280.168
TLS,2013,2288.5662
TLS,2014,2338.5344
TLS,2015,2298.8843
TLS,2016,2285.3428
TLS,2017,2307.6096
TLS,2018,2248.2664
TLS,2019,2256.4995
TLS,2020,2221.4282
TLS,2021,2240.847
TLS,2022,2301.7517
TLS,2023,2276.5469
,1961,1989
,1962,1993
,1963,1981
,1964,1981
,1965,1997
,1966,1982
,1967,2002
,1968,1979
,1969,2003
,1970,2005
,1971,2003
,1972,1974
,1973,1972
,1974,1983
,1975,2016
,1976,2043
,1977,2047
,1978,2037
,1979,2080
,1980,2095
,1981,2061
,1982,2060
,1983,2061
,1984,1962
,1985,1971
,1986,1980
,1987,1951
,1988,1958
,1989,1952
,1990,1925
,1991,1918
,1992,1869
,1993,1860
,1994,1885
,1995,1903
,1996,1924
,1997,1926
,1998,1955
,1999,1970
,2000,1977
,2001,2000
,2002,2020
,2003,2021
,2004,2033
,2005,2089
,2006,2095
,2007,2088
,2008,2095
,2009,2124
,2010,2185.5
,2011,2201.14
,2012,2215.18
,2013,2230.41
,2014,2246.59
,2015,2256.16
,2016,2223.39
,2017,2263.82
,2018,2291.28
,2019,2265.23
,2020,2321.59
,2021,2320.09
,2022,2356.47
,2023,2347
,1961,1594
,1962,1691
,1963,1753
,1964,1818
,1965,1924
,1966,1985
,1967,1950
,1968,1905
,1969,1888
,1970,1985
,1971,1990
,1972,1984
,1973,2044
,1974,2035
,1975,2049
,1976,2028
,1977,2060
,1978,2187
,1979,2203
,1980,2252
,1981,2261
,1982,2399
,1983,2459
,1984,2489
,1985,2488
,1986,2488
,1987,2505
,1988,2490
,1989,2484
,1990,2564
,1991,2502
,1992,2521
,1993,2590
,1994,2646
,1995,2719
,1996,2726
,1997,2751
,1998,2781
,1999,2780
,2000,2818
,2001,2822
,2002,2834
,2003,2834
,2004,2855
,2005,2873
,2006,2871
,2007,2906
,2008,2949
,2009,2960
,2010,3001.26
,2011,3042.31
,2012,3057.92
,2013,3055.7
,2014,3141.78
,2015,3170.58
,2016,3163.33
,2017,3198.39
,2018,3209.85
,2019,3239.04
,2020,3252.46
,2021,3327.75
,2022,3374.54
,2023,3417.94
,1961,3100
,1962,3159
,1963,3202
,1964,3204
,1965,3222
,1966,3233
,1967,3247
,1968,3297
,1969,3300
,1970,3330
,1971,3322
,1972,3292
,1973,3330
,1974,3363
,1975,3349
,1976,3411
,1977,3377
,1978,3400
,1979,3392
,1980,3388
,1981,3352
,1982,3352
,1983,3366
,1984,3372
,1985,3365
,1986,3358
,1987,3394
,1988,3393
,1989,3356
,1990,3360
,1991,3067
,1992,3071
,1993,3078
,1994,2982
,1995,2970
,1996,2913
,1997,2950
,1998,2962
,1999,2961
,2000,2980
,2001,3042
,2002,3093
,2003,3111
,2004,3160
,2005,3213
,2006,3244
,2007,3271
,2008,3282
,2009,3249
,2010,3272.55
,2011,3306.64
,2012,3314.48
,2013,3305.82
,2014,3318.13
,2015,3298.97
,2016,3308.44
,2017,3331.9
,2018,3314.71
,2019,3331.86
,2020,3348.08
,2021,3370.92
,2022,3405.91
,2023,3428.74
ECU,1961,1970.1984
ECU,1962,1997.8672
ECU,1963,2033.7983
ECU,1964,2026.6128
ECU,1965,2168.1682
ECU,1966,2159.079
ECU,1967,2119.0884
ECU,1968,2103.6943
ECU,1969,2116.1748
ECU,1970,2145.566
ECU,1971,2077.7222
ECU,1972,2143.5493
ECU,1973,2063.0735
ECU,1974,2079.229
ECU,1975,2166.816
ECU,1976,2224.8962
ECU,1977,2220.0864
ECU,1978,2214.988
ECU,1979,2219.6375
ECU,1980,2309.0042
ECU,1981,2250.034
ECU,1982,2256.7085
ECU,1983,2131.1829
ECU,1984,2179.299
ECU,1985,2143.4915
ECU,1986,2219.2776
ECU,1987,2194.5706
ECU,1988,2253.0046
ECU,1989,2213.5522
ECU,1990,2180.6812
ECU,1991,2124.0173
ECU,1992,2250.473
ECU,1993,2254.7712
ECU,1994,2345.07
ECU,1995,2255.288
ECU,1996,2249.5679
ECU,1997,2286.0256
ECU,1998,2211.5815
ECU,1999,2295.6594
ECU,2000,2256.8696
ECU,2001,2194.7222
ECU,2002,2219.5227
ECU,2003,2186.8005
ECU,2004,2212.9634
ECU,2005,2236.7712
ECU,2006,2219.1672
ECU,2007,2203.6123
ECU,2008,2287.0398
ECU,2009,2279.194
ECU,2010,2595.9487
ECU,2011,2601.4998
ECU,2012,2594.6792
ECU,2013,2553.0098
ECU,2014,2601.2888
ECU,2015,2603.8503
ECU,2016,2537.4097
ECU,2017,2549.7808
ECU,2018,2541.5513
ECU,2019,2508.7205
ECU,2020,2545.8606
ECU,2021,2578.4792
ECU,2022,2570.31
ECU,2023,2620.9102
EGY,1947,2364
EGY,1948,2458
EGY,1961,2165.137
EGY,1962,2248.2756
EGY,1963,2264.14
EGY,1964,2302.951
EGY,1965,2334.873
EGY,1966,2396.349
EGY,1967,2338.9028
EGY,1968,2382.2085
EGY,1969,2381.9902
EGY,1970,2384.7346
EGY,1971,2371.714
EGY,1972,2411.178
EGY,1973,2450.2341
EGY,1974,2490.5493
EGY,1975,2522.7407
EGY,1976,2603.544
EGY,1977,2642.4397
EGY,1978,2732.064
EGY,1979,2849.413
EGY,1980,2920.808
EGY,1981,3055.1133
EGY,1982,3102.5173
EGY,1983,3070.2405
EGY,1984,3053.441
EGY,1985,3045.5312
EGY,1986,3022.2263
EGY,1987,3083.5662
EGY,1988,3061.3066
EGY,1989,3023.6467
EGY,1990,3068.8074
EGY,1991,3031.4905
EGY,1992,3014.41
EGY,1993,3013.6792
EGY,1994,3053.5002
EGY,1995,3088.5579
EGY,1996,3088.2173
EGY,1997,3098.8389
EGY,1998,3059.285
EGY,1999,3054.6138
EGY,2000,3047.8845
EGY,2001,3068.884
EGY,2002,3076.5366
EGY,2003,3013.488
EGY,2004,2939.0178
EGY,2005,2979.9446
EGY,2006,2991.116
EGY,2007,3034.3357
EGY,2008,3068.3948
EGY,2009,3019.1753
EGY,2010,3294.79
EGY,2011,3247.6897
EGY,2012,3237.3
EGY,2013,3158.6997
EGY,2014,3151.5798
EGY,2015,3143.8103
EGY,2016,3138.9602
EGY,2017,3149.9202
EGY,2018,3166.2
EGY,2019,3162.49
EGY,2020,3111.73
EGY,2021,3081.45
EGY,2022,3107.94
EGY,2023,3094.01
SLV,1947,1557
SLV,1961,1568.9514
SLV,1962,1611.9773
SLV,1963,1659.9817
SLV,1964,1642.2882
SLV,1965,1720.6166
SLV,1966,1730.4265
SLV,1967,1750.8962
SLV,1968,1780.3
SLV,1969,1772.0032
SLV,1970,1775.9447
SLV,1971,1832.4852
SLV,1972,1832.4207
SLV,1973,1890.7908
SLV,1974,1942.3909
SLV,1975,2088.0374
SLV,1976,2120.223
SLV,1977,2164.2793
SLV,1978,2198.7307
SLV,1979,2261.1433
SLV,1980,2305.669
SLV,1981,2363.581
SLV,1982,2330.527
SLV,1983,2306.9553
SLV,1984,2324.9136
SLV,1985,2290.0183
SLV,1986,2213.2834
SLV,1987,2186.7002
SLV,1988,2227.7874
SLV,1989,2243.2375
SLV,1990,2284.1802
SLV,1991,2375.3152
SLV,1992,2377.8079
SLV,1993,2357.4814
SLV,1994,2363.9543
SLV,1995,2386.1323
SLV,1996,2404.7097
SLV,1997,2432.3296
SLV,1998,2437.8782
SLV,1999,2417.1528
SLV,2000,2547.6853
SLV,2001,2635.4602
SLV,2002,2652.435
SLV,2003,2610.1626
SLV,2004,2586.3772
SLV,2005,2599.8613
SLV,2006,2617.649
SLV,2007,2614.3242
SLV,2008,2626.3816
SLV,2009,2631.3318
SLV,2010,2627.8188
SLV,2011,2630.3308
SLV,2012,2650.8313
SLV,2013,2640.2778
SLV,2014,2644.1992
SLV,2015,2649.6123
SLV,2016,2697.3862
SLV,2017,2750.7563
SLV,2018,2785.5833
SLV,2019,2848.1716
SLV,2020,2798.5059
SLV,2021,2828.69
SLV,2022,2891.7017
SLV,2023,2896.326
EST,1992,2487.8804
EST,1993,2553.1501
EST,1994,2665.3096
EST,1995,2883.2144
EST,1996,3014.7966
EST,1997,2961.0825
EST,1998,2909.0947
EST,1999,3048.8936
EST,2000,2982.3171
EST,2001,2977.5964
EST,2002,2973.6487
EST,2003,3002.5815
EST,2004,3010.6511
EST,2005,3097.2317
EST,2006,3136.6873
EST,2007,3155.4097
EST,2008,3240.9507
EST,2009,3268.904
EST,2010,3233.75
EST,2011,3220.5254
EST,2012,3151.772
EST,2013,3175.34
EST,2014,3177.723
EST,2015,3130.34
EST,2016,3104.23
EST,2017,3101.9265
EST,2018,3197.541
EST,2019,3250.525
EST,2020,3243.838
EST,2021,3241.57
EST,2022,3303.8726
EST,2023,3286.532
SWZ,1961,2252.7961
SWZ,1962,2213.971
SWZ,1963,2156.401
SWZ,1964,2134.1836
SWZ,1965,2185.3933
SWZ,1966,2171.0571
SWZ,1967,2105.018
SWZ,1968,2254.2024
SWZ,1969,2255.39
SWZ,1970,2318.8364
SWZ,1971,2297.0662
SWZ,1972,2302.286
SWZ,1973,2404.2832
SWZ,1974,2422.4104
SWZ,1975,2472.5977
SWZ,1976,2535.966
SWZ,1977,2399.0798
SWZ,1978,2435.974
SWZ,1979,2407.0613
SWZ,1980,2396.2058
SWZ,1981,2399.1643
SWZ,1982,2449.1514
SWZ,1983,2399.5066
SWZ,1984,2450.1536
SWZ,1985,2381.9321
SWZ,1986,2429.8728
SWZ,1987,2428.0923
SWZ,1988,2419.6067
SWZ,1989,2441.8447
SWZ,1990,2306.7778
SWZ,1991,2231.6787
SWZ,1992,2234.808
SWZ,1993,2175.5105
SWZ,1994,2238.4524
SWZ,1995,2196.0361
SWZ,1996,2206.144
SWZ,1997,2156.756
SWZ,1998,2195.9385
SWZ,1999,2302.8274
SWZ,2000,2401.9558
SWZ,2001,2366.6924
SWZ,2002,2438.814
SWZ,2003,2484.6284
SWZ,2004,2519.2234
SWZ,2005,2429.1072
SWZ,2006,2396.947
SWZ,2007,2403.7947
SWZ,2008,2371.8994
SWZ,2009,2389.0938
SWZ,2010,2141.468
SWZ,2011,2198.4504
SWZ,2012,2270.6497
SWZ,2013,2366.969
SWZ,2014,2403.8994
SWZ,2015,2387.125
SWZ,2016,2387.1174
SWZ,2017,2412.5632
SWZ,2018,2475.1235
SWZ,2019,2461.1487
SWZ,2020,2506.7715
SWZ,2021,2514.0532
SWZ,2022,2554.048
SWZ,2023,2573.7764
ETH,1947,1770
ETH,1993,1498.148
ETH,1994,1533.5673
ETH,1995,1556.9838
ETH,1996,1636.8369
ETH,1997,1661.497
ETH,1998,1657.17
ETH,1999,1694.8885
ETH,2000,1749.2396
ETH,2001,1788.7084
ETH,2002,1800.5608
ETH,2003,1836.9805
ETH,2004,1832.2466
ETH,2005,1922.4598
ETH,2006,1908.1998
ETH,2007,1894.3074
ETH,2008,1949.0533
ETH,2009,1978.0962
ETH,2010,2188.2998
ETH,2011,2203.3198
ETH,2012,2254.1
ETH,2013,2310.39
ETH,2014,2385.8896
ETH,2015,2483.1797
ETH,2016,2471.9097
ETH,2017,2523.1296
ETH,2018,2506.1997
ETH,2019,2469.31
ETH,2020,2543.33
ETH,2021,2556.18
ETH,2022,2563.25
ETH,2023,2558.4197
OWID_ERE,1961,1748.0126
OWID_ERE,1962,1744.7651
OWID_ERE,1963,1744.5421
OWID_ERE,1964,1745.206
OWID_ERE,1965,1731.0385
OWID_ERE,1966,1688.3276
OWID_ERE,1967,1704.1077
OWID_ERE,1968,1640.2559
OWID_ERE,1969,1689.1663
OWID_ERE,1970,1697.5642
OWID_ERE,1971,1679.3654
OWID_ERE,1972,1594.6062
OWID_ERE,1973,1552.2192
OWID_ERE,1974,1546.7808
OWID_ERE,1975,1537.2445
OWID_ERE,1976,1525.4844
OWID_ERE,1977,1552.6212
OWID_ERE,1978,1573.0121
OWID_ERE,1979,1783.2711
OWID_ERE,1980,1889.5513
OWID_ERE,1981,1801.5835
OWID_ERE,1982,1821.6852
OWID_ERE,1983,1842.5952
OWID_ERE,1984,1643.2422
OWID_ERE,1985,1661.9711
OWID_ERE,1986,1755.1134
OWID_ERE,1987,1698.467
OWID_ERE,1988,1763.1713
OWID_ERE,1989,1672.8555
OWID_ERE,1990,1650.7223
OWID_ERE,1991,1659.9358
OWID_ERE,1992,1616.6896
OWID_EUR,1961,3046.791
OWID_EUR,1962,3098.799
OWID_EUR,1963,3121.98
OWID_EUR,1964,3130.367
OWID_EUR,1965,3157.294
OWID_EUR,1966,3170.7107
OWID_EUR,1967,3188.483
OWID_EUR,1968,3223.7935
OWID_EUR,1969,3223.0562
OWID_EUR,1970,3267.2092
OWID_EUR,1971,3263.7134
OWID_EUR,1972,3247.7168
OWID_EUR,1973,3288.006
OWID_EUR,1974,3295.8125
OWID_EUR,1975,3276.9316
OWID_EUR,1976,3325.6045
OWID_EUR,1977,3300.6892
OWID_EUR,1978,3331.1008
OWID_EUR,1979,3344.129
OWID_EUR,1980,3342.106
OWID_EUR,1981,3311.0486
OWID_EUR,1982,3316.7024
OWID_EUR,1983,3325.885
OWID_EUR,1984,3335.0176
OWID_EUR,1985,3348.044
OWID_EUR,1986,3351.411
OWID_EUR,1987,3378.9192
OWID_EUR,1988,3390.0273
OWID_EUR,1989,3372.4912
OWID_EUR,1990,3362.1765
OWID_EUR,1991,3226.7861
OWID_EUR,1992,3231.0461
OWID_EUR,1993,3199.3474
OWID_EUR,1994,3159.5654
OWID_EUR,1995,3156.984
OWID_EUR,1996,3164.2703
OWID_EUR,1997,3169.3665
OWID_EUR,1998,3207.6296
OWID_EUR,1999,3215.7656
OWID_EUR,2000,3230.9814
OWID_EUR,2001,3269.357
OWID_EUR,2002,3302.3176
OWID_EUR,2003,3287.981
OWID_EUR,2004,3316.5645
OWID_EUR,2005,3336.4597
OWID_EUR,2006,3365.5027
OWID_EUR,2007,3381.8271
OWID_EUR,2008,3390.3772
OWID_EUR,2009,3374.3298
OWID_EUR,2010,3376.391
OWID_EUR,2011,3397.5808
OWID_EUR,2012,3389.489
OWID_EUR,2013,3391.6235
OWID_EUR,2014,3380.323
OWID_EUR,2015,3378.9478
OWID_EUR,2016,3384.763
OWID_EUR,2017,3399.9683
OWID_EUR,2018,3398.4978
OWID_EUR,2019,3429.4548
OWID_EUR,2020,3443.546
OWID_EUR,2021,3453.0896
OWID_EUR,2022,3475.076
OWID_EUR,2023,3486.833
,1961,3041
,1962,3091
,1963,3113
,1964,3120
,1965,3144
,1966,3159
,1967,3177
,1968,3212
,1969,3214
,1970,3255
,1971,3252
,1972,3237
,1973,3279
,1974,3286
,1975,3266
,1976,3314
,1977,3291
,1978,3322
,1979,3336
,1980,3338
,1981,3309
,1982,3316
,1983,3325
,1984,3335
,1985,3347
,1986,3351
,1987,3379
,1988,3393
,1989,3376
,1990,3367
,1991,3237
,1992,3239
,1993,3203
,1994,3163
,1995,3161
,1996,3167
,1997,3174
,1998,3211
,1999,3218
,2000,3226
,2001,3264
,2002,3298
,2003,3286
,2004,3314
,2005,3331
,2006,3350
,2007,3364
,2008,3373
,2009,3357
,2010,3379.25
,2011,3400.52
,2012,3392.47
,2013,3394.69
,2014,3383.43
,2015,3382
,2016,3387.9
,2017,3403.16
,2018,3401.7
,2019,3432.65
,2020,3446.84
,2021,3456.44
,2022,3478.5
,2023,3490.29
OWID_EU27,1961,2750.634
OWID_EU27,1962,2800.7478
OWID_EU27,1963,2809.9211
OWID_EU27,1964,2821.2275
OWID_EU27,1965,2855.882
OWID_EU27,1966,2877.7744
OWID_EU27,1967,2897.2688
OWID_EU27,1968,2920.7373
OWID_EU27,1969,2922.0984
OWID_EU27,1970,2958.3274
OWID_EU27,1971,2972.6824
OWID_EU27,1972,2983.3877
OWID_EU27,1973,3020.0774
OWID_EU27,1974,3024.4219
OWID_EU27,1975,3001.9678
OWID_EU27,1976,3036.2734
OWID_EU27,1977,3017.6025
OWID_EU27,1978,3072.2915
OWID_EU27,1979,3090.3667
OWID_EU27,1980,3094.4722
OWID_EU27,1981,3051.8289
OWID_EU27,1982,3048.2808
OWID_EU27,1983,3059.9978
OWID_EU27,1984,3077.9692
OWID_EU27,1985,3100.3928
OWID_EU27,1986,3108.1128
OWID_EU27,1987,3132.2495
OWID_EU27,1988,3159.2695
OWID_EU27,1989,3160.9792
OWID_EU27,1990,3121.5063
OWID_EU27,1991,3141.9785
OWID_EU27,1992,3245.9287
OWID_EU27,1993,3305.9685
OWID_EU27,1994,3287.131
OWID_EU27,1995,3307.7283
OWID_EU27,1996,3344.514
OWID_EU27,1997,3315.2742
OWID_EU27,1998,3379.3083
OWID_EU27,1999,3386.278
OWID_EU27,2000,3403.627
OWID_EU27,2001,3424.4326
OWID_EU27,2002,3448.065
OWID_EU27,2003,3419.2239
OWID_EU27,2004,3422.743
OWID_EU27,2005,3421.3909
OWID_EU27,2006,3432.1958
OWID_EU27,2007,3435.8787
OWID_EU27,2008,3440.8435
OWID_EU27,2009,3442.045
OWID_EU27,2010,3440.4897
OWID_EU27,2011,3452.32
OWID_EU27,2012,3431.0298
OWID_EU27,2013,3436.8098
OWID_EU27,2014,3409.0798
OWID_EU27,2015,3413.79
OWID_EU27,2016,3435.23
OWID_EU27,2017,3447.7097
OWID_EU27,2018,3468.07
OWID_EU27,2019,3508.47
OWID_EU27,2020,3524.74
OWID_EU27,2021,3539.04
OWID_EU27,2022,3554.9497
OWID_EU27,2023,3545.8896
FJI,1961,2520.4832
FJI,1962,2582.6733
FJI,1963,2664.3528
FJI,1964,2621.4565
FJI,1965,2749.1467
FJI,1966,2551.749
FJI,1967,2482.644
FJI,1968,2478.328
FJI,1969,2507.8677
FJI,1970,2248.9788
FJI,1971,2533.5112
FJI,1972,2475.7678
FJI,1973,2409.247
FJI,1974,2304.8098
FJI,1975,2339.3828
FJI,1976,2285.5464
FJI,1977,2390.7556
FJI,1978,2385.8513
FJI,1979,2458.7256
FJI,1980,2481.7012
FJI,1981,2185.2715
FJI,1982,2458.0486
FJI,1983,2473.505
FJI,1984,2523.7646
FJI,1985,2558.713
FJI,1986,2443.4453
FJI,1987,2398.1663
FJI,1988,2444.2834
FJI,1989,2435.595
FJI,1990,2525.7478
FJI,1991,2566.0603
FJI,1992,2594.7903
FJI,1993,2726.2456
FJI,1994,2694.7566
FJI,1995,2663.9023
FJI,1996,2757.991
FJI,1997,2777.9338
FJI,1998,2756.832
FJI,1999,2750.3591
FJI,2000,2732.6965
FJI,2001,2758.8552
FJI,2002,2759.7607
FJI,2003,2727.4294
FJI,2004,2717.2957
FJI,2005,2739.7393
FJI,2006,2742.4238
FJI,2007,2719.3396
FJI,2008,2754.155
FJI,2009,2738.4265
FJI,2010,2675.3396
FJI,2011,2721.6172
FJI,2012,2683.21
FJI,2013,2684.9136
FJI,2014,2752.0933
FJI,2015,2731.0652
FJI,2016,2676.6887
FJI,2017,2726.674
FJI,2018,2792.3948
FJI,2019,2841.1213
FJI,2020,2883.6052
FJI,2021,2925.3047
FJI,2022,2898.1045
FJI,2023,2938.04
FIN,1860,1900
FIN,1910,3000
FIN,1930,2950
FIN,1947,2617
FIN,1948,2851
FIN,1960,3110
FIN,1961,3266.4653
FIN,1962,3153.2876
FIN,1963,3072.3906
FIN,1964,3089.8984
FIN,1965,3123.5815
FIN,1966,3136.953
FIN,1967,3051.9255
FIN,1968,3043.5637
FIN,1969,3161.6812
FIN,1970,3128.47
FIN,1971,3145.3923
FIN,1972,3159.7087
FIN,1973,3200.1187
FIN,1974,3154.0984
FIN,1975,3204.883
FIN,1976,3147.1052
FIN,1977,3045.2693
FIN,1978,3039.5647
FIN,1979,3007.0928
FIN,1980,3093.7683
FIN,1981,3025.7253
FIN,1982,3108.4307
FIN,1983,2987.282
FIN,1984,3000.2615
FIN,1985,2962.8416
FIN,1986,2965.6536
FIN,1987,2944.829
FIN,1988,3101.3638
FIN,1989,3230.2595
FIN,1990,3145.2673
FIN,1991,3103.9705
FIN,1992,3185.4795
FIN,1993,3034.6458
FIN,1994,2987.5586
FIN,1995,3031.048
FIN,1996,3017.7566
FIN,1997,3150.6575
FIN,1998,3176.664
FIN,1999,3172.683
FIN,2000,3150.8801
FIN,2001,3171.0183
FIN,2002,3151.668
FIN,2003,3154.0254
FIN,2004,3187.9104
FIN,2005,3200.9524
FIN,2006,3238.077
FIN,2007,3283.0378
FIN,2008,3238.8142
FIN,2009,3236.1162
FIN,2010,3166.0317
FIN,2011,3193.7925
FIN,2012,3267.8054
FIN,2013,3248.1455
FIN,2014,3243.4666
FIN,2015,3240.3208
FIN,2016,3269.8013
FIN,2017,3269.7913
FIN,2018,3318.5261
FIN,2019,3341.7334
FIN,2020,3360.1562
FIN,2021,3335.9104
FIN,2022,3372.04
FIN,2023,3345.603
FRA,1705,1657
FRA,1785,1848
FRA,1800,1846
FRA,1820,1984
FRA,1830,2118
FRA,1840,2377
FRA,1850,2480
FRA,1860,2854
FRA,1870,2875
FRA,1880,3085
FRA,1890,3220
FRA,1900,3192
FRA,1910,3323
FRA,1920,3133
FRA,1930,3127
FRA,1947,2357
FRA,1948,2667
FRA,1960,3050
FRA,1961,3154.915
FRA,1962,3233.188
FRA,1963,3223.2761
FRA,1964,3219.661
FRA,1965,3239.7065
FRA,1966,3228.709
FRA,1967,3286.602
FRA,1968,3284.104
FRA,1969,3283.3936
FRA,1970,3298.9036
FRA,1971,3276.458
FRA,1972,3243.3071
FRA,1973,3259.5237
FRA,1974,3267.4043
FRA,1975,3244.7458
FRA,1976,3283.4775
FRA,1977,3344.2056
FRA,1978,3387.2114
FRA,1979,3382.2808
FRA,1980,3374.996
FRA,1981,3413.7249
FRA,1982,3413.2744
FRA,1983,3450.2446
FRA,1984,3439.779
FRA,1985,3482.6594
FRA,1986,3459.5886
FRA,1987,3528.646
FRA,1988,3556.1567
FRA,1989,3549.408
FRA,1990,3497.1265
FRA,1991,3530.2688
FRA,1992,3535.689
FRA,1993,3528.8245
FRA,1994,3499.413
FRA,1995,3522.8738
FRA,1996,3509.0762
FRA,1997,3537.8757
FRA,1998,3584.27
FRA,1999,3592.4587
FRA,2000,3588.5933
FRA,2001,3621.5203
FRA,2002,3639.077
FRA,2003,3574.4146
FRA,2004,3544.9907
FRA,2005,3527.664
FRA,2006,3501.4033
FRA,2007,3453.7065
FRA,2008,3538.1497
FRA,2009,3517.78
FRA,2010,3503.6897
FRA,2011,3490.5503
FRA,2012,3453.9602
FRA,2013,3459.4397
FRA,2014,3420.7598
FRA,2015,3407.9702
FRA,2016,3450.0503
FRA,2017,3452.0303
FRA,2018,3437.36
FRA,2019,3459.25
FRA,2020,3485.4504
FRA,2021,3489.97
FRA,2022,3532.2798
FRA,2023,3489.5496
PYF,1961,2465.4895
PYF,1962,2466.7385
PYF,1963,2450.595
PYF,1964,2509.964
PYF,1965,2599.2314
PYF,1966,2750.7551
PYF,1967,2753.7488
PYF,1968,2722.9363
PYF,1969,2726.5232
PYF,1970,2798.5476
PYF,1971,2691.5283
PYF,1972,2734.6187
PYF,1973,2733.3535
PYF,1974,2756.0742
PYF,1975,2776.256
PYF,1976,2795.0918
PYF,1977,2741.4998
PYF,1978,2734.6614
PYF,1979,2735.7273
PYF,1980,2639.1284
PYF,1981,2621.2644
PYF,1982,2650.969
PYF,1983,2655.8762
PYF,1984,2676.9604
PYF,1985,2677.1655
PYF,1986,2701.672
PYF,1987,2654.624
PYF,1988,2685.392
PYF,1989,2684.8083
PYF,1990,2689.4888
PYF,1991,2694.2407
PYF,1992,2742.1184
PYF,1993,2725.2832
PYF,1994,2752.4036
PYF,1995,2759.5125
PYF,1996,2772.705
PYF,1997,2746.0852
PYF,1998,2736.2192
PYF,1999,2734.677
PYF,2000,2765.95
PYF,2001,2803.8523
PYF,2002,2836.7537
PYF,2003,2838.788
PYF,2004,2869.2927
PYF,2005,2859.3503
PYF,2006,2845.2783
PYF,2007,2850.3123
PYF,2008,2858.4187
PYF,2009,2869.3403
PYF,2010,3007.3186
PYF,2011,3007.076
PYF,2012,2996.9783
PYF,2013,2998.3845
PYF,2014,2967.9395
PYF,2015,2967.7554
PYF,2016,2932.28
PYF,2017,2923.8572
PYF,2018,2939.3884
PYF,2019,3029.2615
PYF,2020,3097.2112
PYF,2021,3139.188
PYF,2022,3098.0415
PYF,2023,3044.7659
GAB,1961,1856.4198
GAB,1962,1868.5272
GAB,1963,1823.373
GAB,1964,1816.5891
GAB,1965,1829.7482
GAB,1966,1864.1083
GAB,1967,1913.0123
GAB,1968,1964.7297
GAB,1969,1919.0995
GAB,1970,1927.563
GAB,1971,1957.0498
GAB,1972,1922.8237
GAB,1973,1909.2797
GAB,1974,2066.67
GAB,1975,2152.8076
GAB,1976,2171.7217
GAB,1977,2229.0466
GAB,1978,2284.8296
GAB,1979,2208.5168
GAB,1980,2204.9827
GAB,1981,2203.7979
GAB,1982,2277.6035
GAB,1983,2333.6123
GAB,1984,2396.081
GAB,1985,2373.6714
GAB,1986,2383.9705
GAB,1987,2339.1855
GAB,1988,2396.3318
GAB,1989,2379.6062
GAB,1990,2267.047
GAB,1991,2462.2896
GAB,1992,2404.213
GAB,1993,2439.9158
GAB,1994,2369.126
GAB,1995,2449.0122
GAB,1996,2535.6426
GAB,1997,2527.212
GAB,1998,2560.8157
GAB,1999,2608.444
GAB,2000,2610.437
GAB,2001,2582.6516
GAB,2002,2525.7854
GAB,2003,2533.27
GAB,2004,2535.5383
GAB,2005,2558.2354
GAB,2006,2544.3289
GAB,2007,2520.6985
GAB,2008,2448.011
GAB,2009,2467.4185
GAB,2010,2690.9253
GAB,2011,2737.3792
GAB,2012,2756.2756
GAB,2013,2739.5786
GAB,2014,2736.73
GAB,2015,2733.24
GAB,2016,2658.37
GAB,2017,2610.0776
GAB,2018,2628.82
GAB,2019,2646.5588
GAB,2020,2657.2725
GAB,2021,2632.33
GAB,2022,2636.74
GAB,2023,2686.47
GMB,1961,1907.416
GMB,1962,1900.9403
GMB,1963,1906.4122
GMB,1964,1893.5728
GMB,1965,2015.7295
GMB,1966,1936.7034
GMB,1967,1972.0348
GMB,1968,1986.024
