Code,Year,Daily calorie supply per person
AFG,1961,2914.3484
AFG,1962,2835.6074
AFG,1963,2623.7017
AFG,1964,2872.5679
AFG,1965,2876.179
AFG,1966,2663.3132
AFG,1967,2890.6982
AFG,1968,2839.0818
AFG,1969,2858.1667
AFG,1970,2472.4724
AFG,1971,2458.8677
AFG,1972,2610.9785
AFG,1973,2678.0298
AFG,1974,2670.5447
AFG,1975,2704.18
AFG,1976,2769.3225
AFG,1977,2431.7678
AFG,1978,2541.773
AFG,1979,2544.499
AFG,1980,2480.011
AFG,1981,2697.5786
AFG,1982,2850.6265
AFG,1983,2830.0835
AFG,1984,2597.447
AFG,1985,2424.4805
AFG,1986,2363.8213
AFG,1987,2649.216
AFG,1988,2406.4927
AFG,1989,2325.343
AFG,1990,2253.5522
AFG,1991,2106.3145
AFG,1992,1966.9045
AFG,1993,1939.6313
AFG,1994,1846.2291
AFG,1995,1900.2047
AFG,1996,1910.6196
AFG,1997,1931.7776
AFG,1998,1936.4718
AFG,1999,1861.2385
AFG,2000,1831.3184
AFG,2001,1828.0873
AFG,2002,1896.4564
AFG,2003,1923.8715
AFG,2004,2005.2656
AFG,2005,1984.4324
AFG,2006,1981.9991
AFG,2007,2080.6777
AFG,2008,2083.3396
AFG,2009,2099.3276
AFG,2010,2200.2102
AFG,2011,2171.8604
AFG,2012,2165.8794
AFG,2013,2205.3293
AFG,2014,2270.4495
AFG,2015,2251.2698
AFG,2016,2240.7097
AFG,2017,2307.2092
AFG,2018,2261.79
AFG,2019,2223.0999
AFG,2020,2259.9502
AFG,2021,2244.73
AFG,2022,2268.6294
AFG,2023,2314.63
OWID_AFR,1961,1995.521
OWID_AFR,1962,2028.8373
OWID_AFR,1963,2032.6652
OWID_AFR,1964,2043.4785
OWID_AFR,1965,2049.2883
OWID_AFR,1966,2017.2975
OWID_AFR,1967,2049.6848
OWID_AFR,1968,2060.9856
OWID_AFR,1969,2093.3875
OWID_AFR,1970,2113.2146
OWID_AFR,1971,2095.193
OWID_AFR,1972,2057.058
OWID_AFR,1973,2085.974
OWID_AFR,1974,2123.77
OWID_AFR,1975,2127.8428
OWID_AFR,1976,2121.8418
OWID_AFR,1977,2133.127
OWID_AFR,1978,2156.6943
OWID_AFR,1979,2182.742
OWID_AFR,1980,2215.539
OWID_AFR,1981,2219.383
OWID_AFR,1982,2221.053
OWID_AFR,1983,2183.6738
OWID_AFR,1984,2156.785
OWID_AFR,1985,2208.2957
OWID_AFR,1986,2242.3706
OWID_AFR,1987,2227.5662
OWID_AFR,1988,2246.043
OWID_AFR,1989,2246.6675
OWID_AFR,1990,2257.2246
OWID_AFR,1991,2282.8687
OWID_AFR,1992,2278.196
OWID_AFR,1993,2287.6907
OWID_AFR,1994,2304.3018
OWID_AFR,1995,2326.7202
OWID_AFR,1996,2337.3662
OWID_AFR,1997,2347.1843
OWID_AFR,1998,2365.135
OWID_AFR,1999,2373.2039
OWID_AFR,2000,2371.8767
OWID_AFR,2001,2392.6775
OWID_AFR,2002,2404.4924
OWID_AFR,2003,2407.911
OWID_AFR,2004,2416.9563
OWID_AFR,2005,2444.963
OWID_AFR,2006,2462.0867
OWID_AFR,2007,2462.988
OWID_AFR,2008,2476.1228
OWID_AFR,2009,2481.4468
OWID_AFR,2010,2536.139
OWID_AFR,2011,2536.0955
OWID_AFR,2012,2549.755
OWID_AFR,2013,2547.7673
OWID_AFR,2014,2561.427
OWID_AFR,2015,2557.6147
OWID_AFR,2016,2545.0886
OWID_AFR,2017,2559.1206
OWID_AFR,2018,2567.5303
OWID_AFR,2019,2560.8735
OWID_AFR,2020,2566.9883
OWID_AFR,2021,2570.5964
OWID_AFR,2022,2584.4666
OWID_AFR,2023,2594.1646
,1961,1993
,1962,2025
,1963,2028
,1964,2037
,1965,2042
,1966,2009
,1967,2041
,1968,2053
,1969,2086
,1970,2105
,1971,2087
,1972,2049
,1973,2079
,1974,2120
,1975,2127
,1976,2127
,1977,2143
,1978,2169
,1979,2198
,1980,2233
,1981,2241
,1982,2246
,1983,2210
,1984,2182
,1985,2233
,1986,2268
,1987,2254
,1988,2274
,1989,2278
,1990,2291
,1991,2322
,1992,2320
,1993,2342
,1994,2356
,1995,2376
,1996,2390
,1997,2403
,1998,2423
,1999,2433
,2000,2433
,2001,2457
,2002,2473
,2003,2480
,2004,2493
,2005,2525
,2006,2546
,2007,2550
,2008,2567
,2009,2575
,2010,2548.82
,2011,2550.51
,2012,2549.29
,2013,2547.28
,2014,2560.97
,2015,2557.16
,2016,2544.65
,2017,2558.72
,2018,2567.13
,2019,2560.55
,2020,2566.85
,2021,2570.5
,2022,2583.45
,2023,2555.94
ALB,1961,2184.0034
ALB,1962,2210.192
ALB,1963,2131.58
ALB,1964,2246.0295
ALB,1965,2229.8252
ALB,1966,2226.2026
ALB,1967,2228.75
ALB,1968,2300.1367
ALB,1969,2356.6577
ALB,1970,2368.2483
ALB,1971,2317.768
ALB,1972,2348.0847
ALB,1973,2395.5757
ALB,1974,2460.3257
ALB,1975,2465.6948
ALB,1976,2653.7625
ALB,1977,2754.7976
ALB,1978,2671.9724
ALB,1979,2596.8953
ALB,1980,2595.5977
ALB,1981,2684.2349
ALB,1982,2679.992
ALB,1983,2821.9548
ALB,1984,2754.0737
ALB,1985,2608.8667
ALB,1986,2754.7676
ALB,1987,2578.8025
ALB,1988,2693.3672
ALB,1989,2682.1736
ALB,1990,2700.4243
ALB,1991,2710.9907
ALB,1992,2786.998
ALB,1993,2913.6692
ALB,1994,2977.83
ALB,1995,2799.9023
ALB,1996,2926.494
ALB,1997,2810.5005
ALB,1998,2822.5068
ALB,1999,2910.5098
ALB,2000,2853.901
ALB,2001,2925.9292
ALB,2002,2982.71
ALB,2003,2879.4868
ALB,2004,2897.7256
ALB,2005,2985.9683
ALB,2006,2975.903
ALB,2007,2995.4014
ALB,2008,3108.549
ALB,2009,3184.5295
ALB,2010,3237.4177
ALB,2011,3282.9211
ALB,2012,3324.8267
ALB,2013,3317.949
ALB,2014,3294.382
ALB,2015,3310.4854
ALB,2016,3345.0325
ALB,2017,3354.924
ALB,2018,3331.9011
ALB,2019,3361.1887
ALB,2020,3343.03
ALB,2021,3068.2888
ALB,2022,3263.4656
ALB,2023,3237.8
DZA,1947,1279
DZA,1948,1421
DZA,1961,1609.55
DZA,1962,1574.881
DZA,1963,1547.6232
DZA,1964,1573.2778
DZA,1965,1643.1097
DZA,1966,1637.4998
DZA,1967,1726.4182
DZA,1968,1798.5208
DZA,1969,1807.6143
DZA,1970,1785.2526
DZA,1971,1841.8807
DZA,1972,1988.0459
DZA,1973,1996.9695
DZA,1974,2146.7593
DZA,1975,2209.6594
DZA,1976,2159.5007
DZA,1977,2311.948
DZA,1978,2454.3281
DZA,1979,2559.9993
DZA,1980,2685.6763
DZA,1981,2716.3457
DZA,1982,2685.7007
DZA,1983,2664.1301
DZA,1984,2603.1912
DZA,1985,2712.5474
DZA,1986,2718.6455
DZA,1987,2718.8032
DZA,1988,2784.951
DZA,1989,2851.7058
DZA,1990,2847.7888
DZA,1991,2828.2854
DZA,1992,2962.524
DZA,1993,2957.53
DZA,1994,2848.7737
DZA,1995,2867.6404
DZA,1996,2861.859
DZA,1997,2803.7476
DZA,1998,2863.1482
DZA,1999,2917.7861
DZA,2000,2886.168
DZA,2001,2961.4194
DZA,2002,3000.741
DZA,2003,3046.3538
DZA,2004,3063.232
DZA,2005,3034.0952
DZA,2006,3127.0632
DZA,2007,3121.7253
DZA,2008,3127.4927
DZA,2009,3188.214
DZA,2010,3213.14
DZA,2011,3317.0005
DZA,2012,3329.8306
DZA,2013,3405.3499
DZA,2014,3398.1997
DZA,2015,3384.2002
DZA,2016,3413.27
DZA,2017,3349.87
DZA,2018,3346.0505
DZA,2019,3431.1
DZA,2020,3457.5098
DZA,2021,3453.5603
DZA,2022,3417.1
DZA,2023,3396.0098
,1961,2559
,1962,2561
,1963,2555
,1964,2605
,1965,2617
,1966,2626
,1967,2651
,1968,2683
,1969,2705
,1970,2701
,1971,2710
,1972,2702
,1973,2688
,1974,2725
,1975,2736
,1976,2800
,1977,2796
,1978,2820
,1979,2869
,1980,2883
,1981,2898
,1982,2880
,1983,2875
,1984,2887
,1985,2942
,1986,2933
,1987,2967
,1988,2966
,1989,2946
,1990,2953
,1991,2987
,1992,3008
,1993,3026
,1994,3065
,1995,3032
,1996,3045
,1997,3069
,1998,3076
,1999,3097
,2000,3145
,2001,3140
,2002,3158
,2003,3190
,2004,3207
,2005,3211
,2006,3208
,2007,3211
,2008,3211
,2009,3183
,2010,3276.69
,2011,3285.27
,2012,3292.82
,2013,3294.53
,2014,3309.05
,2015,3301.79
,2016,3298.77
,2017,3310.68
,2018,3333.12
,2019,3354.19
,2020,3366.14
,2021,3397.91
,2022,3428.56
,2023,3437.54
AGO,1961,1715.0508
AGO,1962,1749.5889
AGO,1963,1797.0386
AGO,1964,1819.6819
AGO,1965,1847.0936
AGO,1966,1871.5818
AGO,1967,1913.5739
AGO,1968,1860.0012
AGO,1969,1963.998
AGO,1970,1990.2509
AGO,1971,2021.3433
AGO,1972,1960.1345
AGO,1973,1895.3558
AGO,1974,1836.7494
AGO,1975,1802.3514
AGO,1976,1816.1394
AGO,1977,1864.5509
AGO,1978,1887.7961
AGO,1979,1853.7085
AGO,1980,1846.8435
AGO,1981,1766.6986
AGO,1982,1645.1772
AGO,1983,1616.1218
AGO,1984,1559.2434
AGO,1985,1563.6335
AGO,1986,1511.296
AGO,1987,1486.3551
AGO,1988,1447.8738
AGO,1989,1418.4098
AGO,1990,1458.59
AGO,1991,1427.3662
AGO,1992,1439.1727
AGO,1993,1386.5767
AGO,1994,1457.0443
AGO,1995,1490.6177
AGO,1996,1521.0255
AGO,1997,1511.1445
AGO,1998,1518.3853
AGO,1999,1556.5833
AGO,2000,1540.8334
AGO,2001,1574.4541
AGO,2002,1645.2618
AGO,2003,1704.2089
AGO,2004,1743.6864
AGO,2005,1781.2246
AGO,2006,1812.6909
AGO,2007,1852.406
AGO,2008,1905.3518
AGO,2009,1944.6495
AGO,2010,2430.4907
AGO,2011,2494.659
AGO,2012,2440.3494
AGO,2013,2517.1003
AGO,2014,2549.7002
AGO,2015,2468.9
AGO,2016,2429.0598
AGO,2017,2449.8604
AGO,2018,2449.5593
AGO,2019,2425.2498
AGO,2020,2390.1292
AGO,2021,2406.2402
AGO,2022,2426.9902
AGO,2023,2399.33
ATG,1961,1952.8239
ATG,1962,2133.5286
ATG,1963,2011.1766
ATG,1964,2124.7395
ATG,1965,2222.4814
ATG,1966,2175.1736
ATG,1967,1963.5288
ATG,1968,2012.3663
ATG,1969,2060.4087
ATG,1970,2255.6506
ATG,1971,2206.8977
ATG,1972,2028.7323
ATG,1973,1968.3043
ATG,1974,1937.3069
ATG,1975,2006.593
ATG,1976,1965.6941
ATG,1977,1874.863
ATG,1978,1828.8971
ATG,1979,1926.9172
ATG,1980,2138.0422
ATG,1981,2212.9983
ATG,1982,2077.3896
ATG,1983,2117.9333
ATG,1984,2320.7754
ATG,1985,2238.2751
ATG,1986,2238.381
ATG,1987,2231.849
ATG,1988,2340.1895
ATG,1989,2436.1128
ATG,1990,2424.4932
ATG,1991,2475.854
ATG,1992,2488.8237
ATG,1993,2354.2324
ATG,1994,2259.722
ATG,1995,2181.2637
ATG,1996,2201.669
ATG,1997,2191.2734
ATG,1998,2200.6904
ATG,1999,2225.92
ATG,2000,2238.1187
ATG,2001,2164.9668
ATG,2002,2148.2434
ATG,2003,2153.5251
ATG,2004,2194.4014
ATG,2005,2429.7107
ATG,2006,2396.7551
ATG,2007,2478.3887
ATG,2008,2439.5244
ATG,2009,2371.8362
ATG,2010,2319.608
ATG,2011,2370.041
ATG,2012,2417.8445
ATG,2013,2448.0508
ATG,2014,2411.0396
ATG,2015,2419.7424
ATG,2016,2406.7925
ATG,2017,2448.028
ATG,2018,2489.4714
ATG,2019,2464.7415
ATG,2020,2429.8696
ATG,2021,2457.5872
ATG,2022,2511.8193
ATG,2023,2543.9802
ARG,1947,3188
ARG,1948,3191
ARG,1961,3139.8638
ARG,1962,3110.4937
ARG,1963,3060.614
ARG,1964,3103.4895
ARG,1965,3209.1067
ARG,1966,3164.0955
ARG,1967,3238.034
ARG,1968,3282.7063
ARG,1969,3318.6565
ARG,1970,3347.0518
ARG,1971,3188.889
ARG,1972,3077.5903
ARG,1973,3030.3093
ARG,1974,3220.3105
ARG,1975,3283.674
ARG,1976,3211.4604
ARG,1977,3193.3481
ARG,1978,3246.1294
ARG,1979,3218.3484
ARG,1980,3234.469
ARG,1981,3208.6704
ARG,1982,3066.8481
ARG,1983,2994.4421
ARG,1984,3036.4292
ARG,1985,3115.3647
ARG,1986,3026.4294
ARG,1987,3092.3625
ARG,1988,3005.5994
ARG,1989,2949.743
ARG,1990,2899.3665
ARG,1991,2995.9336
ARG,1992,3061.244
ARG,1993,3098.5994
ARG,1994,3135.4492
ARG,1995,3141.6233
ARG,1996,3133.8015
ARG,1997,3109.6267
ARG,1998,3140.0544
ARG,1999,3240.182
ARG,2000,3232.757
ARG,2001,3181.9656
ARG,2002,2945.582
ARG,2003,2973.425
ARG,2004,2988.456
ARG,2005,3061.9373
ARG,2006,3064.2422
ARG,2007,3091.1042
ARG,2008,3099.5532
ARG,2009,3068.3071
ARG,2010,3064.1396
ARG,2011,3055.1006
ARG,2012,3086
ARG,2013,3117.3306
ARG,2014,3156.44
ARG,2015,3210.04
ARG,2016,3150.7998
ARG,2017,3178.4695
ARG,2018,3220.1301
ARG,2019,3253.2
ARG,2020,3297.1
ARG,2021,3341.96
ARG,2022,3355.1294
ARG,2023,3360.4297
ARM,1992,2108.8718
ARM,1993,2048.3452
ARM,1994,2132.6301
ARM,1995,2211.9485
ARM,1996,2245.181
ARM,1997,2252.2742
ARM,1998,2251.0168
ARM,1999,2235.062
ARM,2000,2200.4958
ARM,2001,2221.3237
ARM,2002,2252.6155
ARM,2003,2429.6184
ARM,2004,2556.9202
ARM,2005,2675.6675
ARM,2006,2768.6433
ARM,2007,2775.0842
ARM,2008,2885.4812
ARM,2009,2840.5164
ARM,2010,3163.1567
ARM,2011,3163.0913
ARM,2012,3139.7112
ARM,2013,3178.6833
ARM,2014,3182.4058
ARM,2015,3166.961
ARM,2016,3126.9636
ARM,2017,3064.8638
ARM,2018,3096.2183
ARM,2019,3136.9246
ARM,2020,3120.8267
ARM,2021,3138.902
ARM,2022,3139.2993
ARM,2023,3129.2415
OWID_ASI,1961,1815.5369
OWID_ASI,1962,1877.7799
OWID_ASI,1963,1882.3223
OWID_ASI,1964,1919.2035
OWID_ASI,1965,1948.2784
OWID_ASI,1966,1978.9889
OWID_ASI,1967,1974.3087
OWID_ASI,1968,1966.6267
OWID_ASI,1969,1977.6151
OWID_ASI,1970,2049.436
OWID_ASI,1971,2014.7029
OWID_ASI,1972,2012.8688
OWID_ASI,1973,2069.3828
OWID_ASI,1974,2044.459
OWID_ASI,1975,2078.4187
OWID_ASI,1976,2040.7087
OWID_ASI,1977,2102.3804
OWID_ASI,1978,2190.5676
OWID_ASI,1979,2172.9995
OWID_ASI,1980,2189.3154
OWID_ASI,1981,2215.4915
OWID_ASI,1982,2270.8418
OWID_ASI,1983,2353.7136
OWID_ASI,1984,2371.944
OWID_ASI,1985,2357.032
OWID_ASI,1986,2360.9802
OWID_ASI,1987,2382.8867
OWID_ASI,1988,2409.01
OWID_ASI,1989,2440.4348
OWID_ASI,1990,2417.026
OWID_ASI,1991,2404.196
OWID_ASI,1992,2433.4421
OWID_ASI,1993,2444.2437
OWID_ASI,1994,2480.4412
OWID_ASI,1995,2523.491
OWID_ASI,1996,2532.482
OWID_ASI,1997,2542.604
OWID_ASI,1998,2552.3481
OWID_ASI,1999,2564.839
OWID_ASI,2000,2570.5852
OWID_ASI,2001,2553.5999
OWID_ASI,2002,2543.9297
OWID_ASI,2003,2548.1816
OWID_ASI,2004,2556.079
OWID_ASI,2005,2567.3508
OWID_ASI,2006,2588.2227
OWID_ASI,2007,2628.301
OWID_ASI,2008,2651.8235
OWID_ASI,2009,2657.5168
OWID_ASI,2010,2691.5818
OWID_ASI,2011,2720.7368
OWID_ASI,2012,2733.2478
OWID_ASI,2013,2744.4102
OWID_ASI,2014,2792.704
OWID_ASI,2015,2800.8357
OWID_ASI,2016,2817.3943
OWID_ASI,2017,2853.72
OWID_ASI,2018,2857.3064
OWID_ASI,2019,2883.5442
OWID_ASI,2020,2897.8389
OWID_ASI,2021,2929.1636
OWID_ASI,2022,2956.796
OWID_ASI,2023,3005.2625
,1961,1805
,1962,1867
,1963,1882
,1964,1929
,1965,1963
,1966,1994
,1967,1987
,1968,1978
,1969,1987
,1970,2059
,1971,2023
,1972,2019
,1973,2075
,1974,2048
,1975,2081
,1976,2042
,1977,2102
,1978,2189
,1979,2171
,1980,2187
,1981,2214
,1982,2271
,1983,2354
,1984,2372
,1985,2356
,1986,2359
,1987,2380
,1988,2405
,1989,2436
,1990,2414
,1991,2402
,1992,2433
,1993,2445
,1994,2482
,1995,2527
,1996,2538
,1997,2552
,1998,2566
,1999,2582
,2000,2591
,2001,2578
,2002,2571
,2003,2577
,2004,2587
,2005,2600
,2006,2624
,2007,2667
,2008,2693
,2009,2702
,2010,2693.77
,2011,2723.01
,2012,2735.64
,2013,2746.93
,2014,2795.31
,2015,2803.42
,2016,2820.02
,2017,2856.35
,2018,2859.94
,2019,2881.52
,2020,2895.53
,2021,2926.36
,2022,2953.12
,2023,2991.47
AUS,1947,3262
AUS,1948,3265
AUS,1961,3089.3984
AUS,1962,3108.2798
AUS,1963,3163.114
AUS,1964,3142.2522
AUS,1965,3097.867
AUS,1966,3183.6196
AUS,1967,3149.5186
AUS,1968,3198.7393
AUS,1969,3219.9402
AUS,1970,3235.6184
AUS,1971,3220.4763
AUS,1972,3235.3083
AUS,1973,3105.6338
AUS,1974,3019.2102
AUS,1975,3092.78
AUS,1976,3116.8276
AUS,1977,3072.8354
AUS,1978,3022.4
AUS,1979,3008.786
AUS,1980,3057.226
AUS,1981,3058.4868
AUS,1982,3085.3088
AUS,1983,3018.9045
AUS,1984,3068.8582
AUS,1985,3112.182
AUS,1986,3078.6582
AUS,1987,3108.805
AUS,1988,3113.8542
AUS,1989,3129.5898
AUS,1990,3168.569
AUS,1991,3115.3901
AUS,1992,3121.3877
AUS,1993,3042.3596
AUS,1994,3058.0215
AUS,1995,3103.9082
AUS,1996,3082.6638
AUS,1997,3105.7188
AUS,1998,3030.0398
AUS,1999,3032.6514
AUS,2000,3010.7803
AUS,2001,3067.133
AUS,2002,3095.7874
AUS,2003,3124.916
AUS,2004,3078.0828
AUS,2005,3133.5884
AUS,2006,3198.2168
AUS,2007,3242.4807
AUS,2008,3240.0762
AUS,2009,3242.3696
AUS,2010,3514.6995
AUS,2011,3496.46
AUS,2012,3544.3787
AUS,2013,3526.6697
AUS,2014,3514.57
AUS,2015,3500.0505
AUS,2016,3517.4297
AUS,2017,3472.9792
AUS,2018,3450.4714
AUS,2019,3485.3396
AUS,2020,3468.4202
AUS,2021,3473.7905
AUS,2022,3539.559
AUS,2023,3561.929
AUT,1947,2397
AUT,1948,2698
AUT,1961,3194.5754
AUT,1962,3197.2183
AUT,1963,3253.6572
AUT,1964,3276.1604
AUT,1965,3226.4604
AUT,1966,3236.183
AUT,1967,3193.007
AUT,1968,3220.7275
AUT,1969,3158.3794
AUT,1970,3226.772
AUT,1971,3240.9243
AUT,1972,3213.6904
AUT,1973,3295.2563
AUT,1974,3205.65
AUT,1975,3159.069
AUT,1976,3265.526
AUT,1977,3207.467
AUT,1978,3223.537
AUT,1979,3291.5486
AUT,1980,3357.9304
AUT,1981,3340.2356
AUT,1982,3390.088
AUT,1983,3358.593
AUT,1984,3363.794
AUT,1985,3379.214
AUT,1986,3435.6152
AUT,1987,3428.4373
AUT,1988,3431.7688
AUT,1989,3482.8357
AUT,1990,3505.5999
AUT,1991,3541.7249
AUT,1992,3525.3306
AUT,1993,3492.2546
AUT,1994,3556.9297
AUT,1995,3525.31
AUT,1996,3572.4475
AUT,1997,3513.3757
AUT,1998,3621.8083
AUT,1999,3679.4814
AUT,2000,3729.288
AUT,2001,3731.137
AUT,2002,3656.6816
AUT,2003,3617.618
AUT,2004,3614.6047
AUT,2005,3644.333
AUT,2006,3722.1924
AUT,2007,3743.329
AUT,2008,3725.3733
AUT,2009,3735.013
AUT,2010,3784.9111
AUT,2011,3834.4888
AUT,2012,3822.9402
AUT,2013,3796.9495
AUT,2014,3754.4136
AUT,2015,3734.4712
AUT,2016,3721.98
AUT,2017,3761.9705
AUT,2018,3761.4587
AUT,2019,3822.8418
AUT,2020,3784.1633
AUT,2021,3792.9026
AUT,2022,3802.1707
AUT,2023,3755.8584
AZE,1992,2332.1536
AZE,1993,2253.7283
AZE,1994,2177.7573
AZE,1995,2140.2437
AZE,1996,2228.9668
AZE,1997,2017.3788
AZE,1998,2107.9617
AZE,1999,2170.8464
AZE,2000,2266.1487
AZE,2001,2354.6865
AZE,2002,2447.3618
AZE,2003,2544.7185
AZE,2004,2631.268
AZE,2005,2825.6985
AZE,2006,2989.9958
AZE,2007,2999.0588
AZE,2008,3004.1282
AZE,2009,2975.0244
AZE,2010,2956.7993
AZE,2011,2982.7383
AZE,2012,3007.0103
AZE,2013,3004.9978
AZE,2014,2984.5513
AZE,2015,3016.717
AZE,2016,3055.4287
AZE,2017,3111.73
AZE,2018,3166.1694
AZE,2019,3281.7993
AZE,2020,3339.0083
AZE,2021,3360.1392
AZE,2022,3312.598
AZE,2023,3339.1902
BHS,1961,2302.616
BHS,1962,2249.4417
BHS,1963,2235.4421
BHS,1964,2298.6902
BHS,1965,2315.2146
BHS,1966,2410.333
BHS,1967,2354.2234
BHS,1968,2384.5046
BHS,1969,2388.2288
BHS,1970,2388.9023
BHS,1971,2364.7424
BHS,1972,2285.1475
BHS,1973,2213.8247
BHS,1974,2160.2866
BHS,1975,2107.9338
BHS,1976,2123.2815
BHS,1977,1991.8511
BHS,1978,1965.2053
BHS,1979,2043.357
BHS,1980,2383.663
BHS,1981,2270.6084
BHS,1982,2513.3818
BHS,1983,2469.5771
BHS,1984,2453.602
BHS,1985,2508.0874
BHS,1986,2543.6096
BHS,1987,2539.0288
BHS,1988,2594.8801
BHS,1989,2580.522
BHS,1990,2517.753
BHS,1991,2423.6477
BHS,1992,2328.4697
BHS,1993,2250.9697
BHS,1994,2253.4678
BHS,1995,2354.4553
BHS,1996,2351.514
BHS,1997,2447.098
BHS,1998,2391.7166
BHS,1999,2477.8535
BHS,2000,2557.2092
BHS,2001,2555.445
BHS,2002,2539.088
BHS,2003,2528.9414
BHS,2004,2522.5989
BHS,2005,2533.2344
BHS,2006,2533.6035
BHS,2007,2521.3745
BHS,2008,2511.86
BHS,2009,2555.432
BHS,2010,2615.316
BHS,2011,2606.2842
BHS,2012,2707.9312
BHS,2013,2659.3909
BHS,2014,2604.6482
BHS,2015,2593.3264
BHS,2016,2602.25
BHS,2017,2623.5896
BHS,2018,2657.2834
BHS,2019,2615.4272
BHS,2020,2629.527
BHS,2021,2675.9458
BHS,2022,2657.2866
BHS,2023,2672.3496
BHR,2019,3489.0684
BHR,2020,3510.6077
BHR,2021,3441.4854
BHR,2022,3493.86
BHR,2023,3422.8416
BGD,1961,2058.7922
BGD,1962,2031.9103
BGD,1963,2074.142
BGD,1964,2058.763
BGD,1965,2026.2653
BGD,1966,2020.6375
BGD,1967,1891.0916
BGD,1968,1993.7898
BGD,1969,2045.6382
BGD,1970,2112.397
BGD,1971,1957.3378
BGD,1972,1800.7184
BGD,1973,1870.5023
BGD,1974,1919.7643
BGD,1975,1806.292
BGD,1976,1936.2391
BGD,1977,1760.1189
BGD,1978,1889.6296
BGD,1979,1945.9381
BGD,1980,1896.1624
BGD,1981,1875.4446
BGD,1982,1904.1617
BGD,1983,1924.2512
BGD,1984,1904.3131
BGD,1985,1944.9391
BGD,1986,1949.5798
BGD,1987,2024.4313
BGD,1988,2008.0616
BGD,1989,1996.3138
BGD,1990,2030.6753
BGD,1991,2044.3656
BGD,1992,2046.8938
BGD,1993,1954.9679
BGD,1994,1953.4976
BGD,1995,1997.5013
BGD,1996,2007.6315
BGD,1997,2058.8733
BGD,1998,2125.2673
BGD,1999,2229.2751
BGD,2000,2221.7278
BGD,2001,2295.6309
BGD,2002,2280.908
BGD,2003,2320.2544
BGD,2004,2354.199
BGD,2005,2346.0896
BGD,2006,2347.0986
BGD,2007,2391.9744
BGD,2008,2361.988
BGD,2009,2402.9685
BGD,2010,2328.05
BGD,2011,2365.3
BGD,2012,2383.3699
BGD,2013,2384.59
BGD,2014,2410.22
BGD,2015,2481.0303
BGD,2016,2425.98
BGD,2017,2488.0503
BGD,2018,2566.9497
BGD,2019,2522.8896
BGD,2020,2589.3298
BGD,2021,2595.4397
BGD,2022,2619.7302
BGD,2023,2587.65
BRB,1961,2499.5562
BRB,1962,2550.5237
BRB,1963,2608.252
BRB,1964,2544.1035
BRB,1965,2512.6536
BRB,1966,2514.0198
BRB,1967,2679.9624
BRB,1968,2580.212
BRB,1969,2576.0984
BRB,1970,2696.6775
BRB,1971,2905.8862
BRB,1972,2805.1316
BRB,1973,2878.181
BRB,1974,2779.6926
BRB,1975,2736.2932
BRB,1976,2805.4116
BRB,1977,2824.063
BRB,1978,2933.8147
BRB,1979,2843.4277
BRB,1980,3019.2856
BRB,1981,3013.5884
BRB,1982,2909.6792
BRB,1983,2957.6091
BRB,1984,2904.8406
BRB,1985,2896.1228
BRB,1986,3047.5435
BRB,1987,3108.5166
BRB,1988,3075.8086
BRB,1989,3131.6284
BRB,1990,3111.0088
BRB,1991,3013.162
BRB,1992,2991.3438
BRB,1993,2922.754
BRB,1994,2909.1638
BRB,1995,2877.4375
BRB,1996,2923.9392
BRB,1997,2999.371
BRB,1998,2832.4265
BRB,1999,2980.9883
BRB,2000,2854.6997
BRB,2001,2895.183
BRB,2002,2868.0889
BRB,2003,2893.641
BRB,2004,2818.7373
BRB,2005,2944.7783
BRB,2006,2890.4377
BRB,2007,2956.3652
BRB,2008,2939.8464
BRB,2009,2960.6038
BRB,2010,3081.2566
BRB,2011,3044.97
BRB,2012,3069.78
BRB,2013,3055.1611
BRB,2014,3041.5054
BRB,2015,3078.3506
BRB,2016,3061.5364
BRB,2017,3032.6543
BRB,2018,3077.311
BRB,2019,3124.7734
BRB,2020,3189.5022
BRB,2021,3179.121
BRB,2022,3122.296
BRB,2023,3117.8926
BLR,1992,3113.3884
BLR,1993,3195.4595
BLR,1994,3121.8865
BLR,1995,3192.3474
BLR,1996,3281.4072
BLR,1997,3281.5574
BLR,1998,3219.1345
BLR,1999,3115.6895
BLR,2000,2989.9116
BLR,2001,3040.4622
BLR,2002,2974.8254
BLR,2003,2815.4822
BLR,2004,2896.5037
BLR,2005,2986.1248
BLR,2006,3087.8386
BLR,2007,3193.2844
BLR,2008,3208.9468
BLR,2009,3132.1375
BLR,2010,3177.3093
BLR,2011,3230.5708
BLR,2012,3303.4316
BLR,2013,3315.8887
BLR,2014,3338.3423
BLR,2015,3303.2903
BLR,2016,3295.9578
BLR,2017,3314.589
BLR,2018,3315.9097
BLR,2019,3373.8218
BLR,2020,3433.249
BLR,2021,3415.407
BLR,2022,3431.01
BLR,2023,3396.2603
BEL,1800,2840
BEL,1850,2423
BEL,1860,2426
BEL,1870,2553
BEL,1880,2663
BEL,1890,2851
BEL,1900,2987
BEL,1910,3278
BEL,1930,2940
BEL,1947,2667
BEL,1948,2760
BEL,1960,3040
BEL,2000,3714.8904
BEL,2001,3752.0977
BEL,2002,3751.186
BEL,2003,3720.1301
BEL,2004,3729.0366
BEL,2005,3726.3254
BEL,2006,3729.9343
BEL,2007,3731.3499
BEL,2008,3723.877
