Code,Year,Share of the population using at least basic sanitation
AFG,2000,22.298273
AFG,2001,22.309525
AFG,2002,23.734709
AFG,2003,25.160116
AFG,2004,26.592743
AFG,2005,28.032917
AFG,2006,29.473711
AFG,2007,30.875317
AFG,2008,32.27372
AFG,2009,33.66911
AFG,2010,35.06167
AFG,2011,36.451744
AFG,2012,37.839386
AFG,2013,39.224785
AFG,2014,40.608135
AFG,2015,41.98982
AFG,2016,43.369865
AFG,2017,44.750813
AFG,2018,46.133545
AFG,2019,47.51839
AFG,2020,48.90568
AFG,2021,50.29664
AFG,2022,51.69144
AFG,2023,53.09094
AFG,2024,54.4958
WHO_AFR,2000,24.978497
WHO_AFR,2001,25.335533
WHO_AFR,2002,25.760942
WHO_AFR,2003,26.21285
WHO_AFR,2004,26.680445
WHO_AFR,2005,27.190077
WHO_AFR,2006,27.721626
WHO_AFR,2007,28.254553
WHO_AFR,2008,28.806599
WHO_AFR,2009,29.375118
WHO_AFR,2010,29.95133
WHO_AFR,2011,30.26521
WHO_AFR,2012,30.84252
WHO_AFR,2013,31.435654
WHO_AFR,2014,32.046886
WHO_AFR,2015,32.67524
WHO_AFR,2016,33.281933
WHO_AFR,2017,33.930992
WHO_AFR,2018,34.503
WHO_AFR,2019,35.113365
WHO_AFR,2020,35.725323
WHO_AFR,2021,36.372128
WHO_AFR,2022,37.07093
WHO_AFR,2023,36.797215
WHO_AFR,2024,37.16871
ALB,2000,89.48867
ALB,2001,90.03095
ALB,2002,90.605515
ALB,2003,91.16545
ALB,2004,91.710655
ALB,2005,92.322975
ALB,2006,92.92141
ALB,2007,93.505745
ALB,2008,94.07581
ALB,2009,94.63116
ALB,2010,95.172165
ALB,2011,95.698494
ALB,2012,96.21027
ALB,2013,96.70656
ALB,2014,97.18802
ALB,2015,97.65497
ALB,2016,98.1079
ALB,2017,98.547295
ALB,2018,98.97365
ALB,2019,99.18307
ALB,2020,99.29879
ALB,2021,99.299034
ALB,2022,99.29927
ALB,2023,99.29949
ALB,2024,99.29971
DZA,2000,84.48083
DZA,2001,84.759926
DZA,2002,85.03281
DZA,2003,85.299164
DZA,2004,85.55907
DZA,2005,85.812256
DZA,2006,86.059135
DZA,2007,86.29944
DZA,2008,86.53356
DZA,2009,86.75948
DZA,2010,86.978134
DZA,2011,87.18924
DZA,2012,87.09354
DZA,2013,86.98688
DZA,2014,86.86985
DZA,2015,86.74252
DZA,2016,86.605484
DZA,2017,86.458824
DZA,2018,86.30309
DZA,2019,86.138504
DZA,2020,85.96547
DZA,2021,85.7843
DZA,2022,85.82629
DZA,2023,85.86704
DZA,2024,85.90649
ASM,2000,62.293518
ASM,2001,62.285614
ASM,2002,62.277714
ASM,2003,62.269814
ASM,2004,62.261913
ASM,2005,62.254013
ASM,2006,62.246113
ASM,2007,62.23821
ASM,2008,62.23031
ASM,2009,62.22241
ASM,2010,62.214508
ASM,2011,62.206608
ASM,2012,62.198708
ASM,2013,62.190807
ASM,2014,62.182903
ASM,2015,62.175003
ASM,2016,62.167103
ASM,2017,62.159203
ASM,2018,62.151302
ASM,2019,62.143402
ASM,2020,62.135498
ASM,2021,62.127598
ASM,2022,62.119698
ASM,2023,62.119698
ASM,2024,62.119698
WHO_AMR,2000,84.38589
WHO_AMR,2001,84.83556
WHO_AMR,2002,85.249146
WHO_AMR,2003,85.663635
WHO_AMR,2004,86.078865
WHO_AMR,2005,86.54113
WHO_AMR,2006,86.96568
WHO_AMR,2007,87.3926
WHO_AMR,2008,87.8178
WHO_AMR,2009,88.240875
WHO_AMR,2010,88.66528
WHO_AMR,2011,89.080025
WHO_AMR,2012,89.488976
WHO_AMR,2013,89.89315
WHO_AMR,2014,90.29498
WHO_AMR,2015,90.694725
WHO_AMR,2016,91.09298
WHO_AMR,2017,91.1231
WHO_AMR,2018,91.511314
WHO_AMR,2019,91.89958
WHO_AMR,2020,92.26545
WHO_AMR,2021,92.75038
WHO_AMR,2022,93.15314
WHO_AMR,2023,93.48418
WHO_AMR,2024,93.77346
AND,2000,100
AND,2001,100
AND,2002,100
AND,2003,100
AND,2004,99.99999
AND,2005,100
AND,2006,100
AND,2007,100
AND,2008,100
AND,2009,100
AND,2010,100
AND,2011,100
AND,2012,100
AND,2013,100
AND,2014,100
AND,2015,100
AND,2016,100
AND,2017,100
AND,2018,100
AND,2019,100
AND,2020,99.99999
AND,2021,100
AND,2022,100
AND,2023,100
AND,2024,100
AGO,2000,33.800407
AGO,2001,34.255856
AGO,2002,34.7113
AGO,2003,35.756687
AGO,2004,36.80266
AGO,2005,37.84653
AGO,2006,38.733883
AGO,2007,39.620567
AGO,2008,40.507355
AGO,2009,41.39269
AGO,2010,42.277718
AGO,2011,43.162064
AGO,2012,44.04532
AGO,2013,44.927082
AGO,2014,45.80774
AGO,2015,46.683765
AGO,2016,47.55591
AGO,2017,48.423767
AGO,2018,49.286522
AGO,2019,49.547024
AGO,2020,49.80164
AGO,2021,50.051136
AGO,2022,50.295135
AIA,2000,90.736465
AIA,2001,91.195366
AIA,2002,91.65427
AIA,2003,92.11317
AIA,2004,92.57207
AIA,2005,93.03097
AIA,2006,93.48987
AIA,2007,93.94876
AIA,2008,94.40766
AIA,2009,94.86656
AIA,2010,95.32546
AIA,2011,95.78436
AIA,2012,96.24326
AIA,2013,96.70216
AIA,2014,96.70216
AIA,2015,96.70216
AIA,2016,96.70216
AIA,2017,96.70216
ATG,2000,84.76534
ATG,2001,85.53443
ATG,2002,86.31252
ATG,2003,87.08915
ATG,2004,87.86436
ATG,2005,88.63813
ATG,2006,89.41053
ATG,2007,90.18153
ATG,2008,90.95121
ATG,2009,91.719475
ATG,2010,92.48645
ATG,2011,93.251015
ATG,2012,94.00426
ATG,2013,94.75713
ATG,2014,95.50967
ATG,2015,96.26188
ATG,2016,97.013245
ATG,2017,97.76381
ATG,2018,98.51369
ATG,2019,99.08997
ATG,2020,99.60418
ATG,2021,99.60504
ATG,2022,99.60559
ATG,2023,99.60582
ATG,2024,99.60572
ARG,2000,87.66692
ARG,2001,88.13594
ARG,2002,88.6034
ARG,2003,89.069565
ARG,2004,89.535065
ARG,2005,89.99973
ARG,2006,90.46378
ARG,2007,90.92704
ARG,2008,91.38971
ARG,2009,91.85164
ARG,2010,92.312836
ARG,2011,92.77075
ARG,2012,93.22681
ARG,2013,93.62313
ARG,2014,94.021126
ARG,2015,94.42041
ARG,2016,94.82095
ARM,2000,88.0309
ARM,2001,88.23413
ARM,2002,88.45717
ARM,2003,88.68784
ARM,2004,88.91853
ARM,2005,89.1491
ARM,2006,89.37985
ARM,2007,89.610466
ARM,2008,89.84126
ARM,2009,90.07192
ARM,2010,90.3026
ARM,2011,90.53329
ARM,2012,90.764
ARM,2013,90.9987
ARM,2014,91.23747
ARM,2015,91.480576
ARM,2016,91.72791
ARM,2017,91.97959
ARM,2018,92.235855
ARM,2019,92.49662
ARM,2020,92.761986
ARM,2021,93.03202
ARM,2022,93.30684
ARM,2023,93.56745
ARM,2024,93.66494
ABW,2000,97.97311
ABW,2001,98.012505
ABW,2002,98.05191
ABW,2003,98.09132
ABW,2004,98.13072
ABW,2005,98.17013
ABW,2006,98.20953
ABW,2007,98.24893
ABW,2008,98.28834
ABW,2009,98.32774
ABW,2010,98.36715
ABW,2011,98.406555
ABW,2012,98.44596
ABW,2013,98.48536
ABW,2014,98.524765
ABW,2015,98.56417
ABW,2016,98.60358
ABW,2017,98.64298
ABW,2018,98.68238
ABW,2019,98.72179
ABW,2020,98.76119
ABW,2021,98.8006
ABW,2022,98.840004
ABW,2023,98.840004
ABW,2024,98.840004
AUS,2000,99.99116
AUS,2001,99.991615
AUS,2002,99.99207
AUS,2003,99.99253
AUS,2004,99.99299
AUS,2005,99.99344
AUS,2006,99.9939
AUS,2007,99.994354
AUS,2008,99.99481
AUS,2009,99.99527
AUS,2010,99.99572
AUS,2011,99.99618
AUS,2012,99.996635
AUS,2013,99.99709
AUS,2014,99.99755
AUS,2015,99.998
AUS,2016,99.99846
AUS,2017,99.99892
AUS,2018,99.999374
AUS,2019,99.99983
AUS,2020,100
AUS,2021,100
AUS,2022,100
AUS,2023,100
AUS,2024,100
UNSDG_ANZ,2000,99.992645
UNSDG_ANZ,2001,99.99302
UNSDG_ANZ,2002,99.9934
UNSDG_ANZ,2003,99.99379
UNSDG_ANZ,2004,99.99417
UNSDG_ANZ,2005,99.99455
UNSDG_ANZ,2006,99.99493
UNSDG_ANZ,2007,99.9953
UNSDG_ANZ,2008,99.995674
UNSDG_ANZ,2009,99.99605
UNSDG_ANZ,2010,99.99642
UNSDG_ANZ,2011,99.9968
UNSDG_ANZ,2012,99.99718
UNSDG_ANZ,2013,99.99756
UNSDG_ANZ,2014,99.99794
UNSDG_ANZ,2015,99.99833
UNSDG_ANZ,2016,99.99871
UNSDG_ANZ,2017,99.99909
UNSDG_ANZ,2018,99.99947
UNSDG_ANZ,2019,99.999855
UNSDG_ANZ,2020,100
UNSDG_ANZ,2021,100
UNSDG_ANZ,2022,100
UNSDG_ANZ,2023,100
UNSDG_ANZ,2024,100
AUT,2000,99.99998
AUT,2001,99.99999
AUT,2002,100
AUT,2003,99.99838
AUT,2004,99.99654
AUT,2005,99.994705
AUT,2006,99.9929
AUT,2007,99.991104
AUT,2008,99.98933
AUT,2009,99.98757
AUT,2010,99.98583
AUT,2011,99.984116
AUT,2012,99.982315
AUT,2013,99.98045
AUT,2014,99.978584
AUT,2015,99.97671
AUT,2016,99.974815
AUT,2017,99.97291
AUT,2018,99.97282
AUT,2019,99.97271
AUT,2020,99.9726
AUT,2021,99.97249
AUT,2022,99.97237
AUT,2023,99.972244
AUT,2024,99.9721
AZE,2000,68.353714
AZE,2001,69.41109
AZE,2002,70.464516
AZE,2003,71.51435
AZE,2004,72.56041
AZE,2005,73.90078
AZE,2006,75.244606
AZE,2007,76.592026
AZE,2008,77.942795
AZE,2009,79.29705
AZE,2010,80.65656
AZE,2011,82.02098
AZE,2012,83.390076
AZE,2013,84.763725
AZE,2014,86.14159
AZE,2015,87.52346
AZE,2016,88.90911
AZE,2017,90.29834
AZE,2018,91.690926
AZE,2019,93.0866
AZE,2020,94.485214
AZE,2021,95.86631
AZE,2022,96.91065
AZE,2023,97.94822
AZE,2024,98.97851
BHS,2000,92.976715
BHS,2001,92.97884
BHS,2002,92.97925
BHS,2003,92.97794
BHS,2004,92.97492
BHS,2005,92.97018
BHS,2006,92.96372
BHS,2007,92.95554
BHS,2008,92.945656
BHS,2009,92.934044
BHS,2010,92.92072
BHS,2011,92.90568
BHS,2012,92.88892
BHS,2013,93.16263
BHS,2014,93.43633
BHS,2015,93.710045
BHS,2016,93.710045
BHS,2017,93.710045
BHS,2018,93.710045
BHS,2019,93.710045
BHR,2000,99.93939
BHR,2001,99.943405
BHR,2002,99.947426
BHR,2003,99.95145
BHR,2004,99.95547
BHR,2005,99.95949
BHR,2006,99.96351
BHR,2007,99.96753
BHR,2008,99.97154
BHR,2009,99.97556
BHR,2010,99.97958
BHR,2011,99.983604
BHR,2012,99.987625
BHR,2013,99.991646
BHR,2014,99.99566
BHR,2015,99.99968
BHR,2016,100
BHR,2017,100
BHR,2018,100
BHR,2019,100
BHR,2020,100
BHR,2021,100
BHR,2022,100
BHR,2023,100
BHR,2024,100
BGD,2000,23.694677
BGD,2001,25.17677
BGD,2002,26.68169
BGD,2003,28.177296
BGD,2004,29.663042
BGD,2005,31.435835
BGD,2006,33.22644
BGD,2007,35.033978
BGD,2008,36.857586
BGD,2009,38.696423
BGD,2010,40.55009
BGD,2011,42.417587
BGD,2012,44.29759
BGD,2013,46.18906
BGD,2014,48.091854
BGD,2015,50.005024
BGD,2016,51.9283
BGD,2017,53.861027
BGD,2018,55.80269
BGD,2019,57.752872
BGD,2020,59.711166
BGD,2021,61.67709
BGD,2022,63.650272
BGD,2023,65.63042
BGD,2024,67.61717
BRB,2000,89.64088
BRB,2001,90.029655
BRB,2002,90.41844
BRB,2003,90.80722
BRB,2004,91.196
BRB,2005,91.584785
BRB,2006,91.973564
BRB,2007,92.36234
BRB,2008,92.75113
BRB,2009,93.13991
BRB,2010,93.52869
BRB,2011,93.91747
BRB,2012,94.30625
BRB,2013,94.69503
BRB,2014,95.08382
BRB,2015,95.472595
BRB,2016,95.861374
BRB,2017,96.25016
BRB,2018,96.63894
BRB,2019,97.02772
BRB,2020,97.33124
BRB,2021,97.33303
BRB,2022,98.09246
BRB,2023,98.09246
BRB,2024,98.09246
BLR,2000,91.91369
BLR,2001,91.89504
BLR,2002,91.87721
BLR,2003,91.85928
BLR,2004,92.308014
BLR,2005,92.760605
BLR,2006,93.2164
BLR,2007,93.67357
BLR,2008,94.132545
BLR,2009,94.59706
BLR,2010,95.06666
BLR,2011,95.53921
BLR,2012,96.01604
BLR,2013,96.49674
BLR,2014,96.98077
BLR,2015,97.46775
BLR,2016,97.956726
BLR,2017,98.447136
BLR,2018,98.9392
BLR,2019,99.43386
BLR,2020,99.594
BLR,2021,99.65912
BLR,2022,99.689766
BLR,2023,99.71994
BLR,2024,99.74735
BEL,2000,99.48463
BEL,2001,99.484795
BEL,2002,99.48496
BEL,2003,99.48512
BEL,2004,99.48529
BEL,2005,99.48546
BEL,2006,99.48562
BEL,2007,99.48578
BEL,2008,99.48594
BEL,2009,99.48611
BEL,2010,99.48612
BEL,2011,99.48613
BEL,2012,99.486145
BEL,2013,99.48615
BEL,2014,99.48616
BEL,2015,99.48617
BEL,2016,99.486176
BEL,2017,99.48618
BEL,2018,99.48618
BEL,2019,99.4862
BEL,2020,99.486206
BEL,2021,99.486206
BEL,2022,99.48621
BEL,2023,99.48621
BEL,2024,99.48622
BLZ,2000,83.99508
BLZ,2001,83.99812
BLZ,2002,84.00106
BLZ,2003,84.003876
BLZ,2004,84.00659
BLZ,2005,83.999695
BLZ,2006,83.99332
BLZ,2007,83.987465
BLZ,2008,83.982124
BLZ,2009,83.9773
BLZ,2010,83.973
BLZ,2011,83.9709
BLZ,2012,83.97147
BLZ,2013,83.97513
BLZ,2014,83.982124
BLZ,2015,83.99296
BLZ,2016,84.00803
BLZ,2017,84.0276
BLZ,2018,84.052025
BLZ,2019,84.083916
BLZ,2020,84.1194
BLZ,2021,84.15864
BLZ,2022,84.20213
BLZ,2023,84.249725
BLZ,2024,84.301765
BEN,2000,8.528124
BEN,2001,8.939752
BEN,2002,9.373913
BEN,2003,9.838774
BEN,2004,10.315592
BEN,2005,10.803953
BEN,2006,11.303962
BEN,2007,11.815729
BEN,2008,12.339007
BEN,2009,12.87336
BEN,2010,13.419076
BEN,2011,13.976085
BEN,2012,14.5443125
BEN,2013,15.123305
BEN,2014,15.714331
BEN,2015,16.316948
BEN,2016,16.931097
BEN,2017,17.556713
BEN,2018,18.193731
BEN,2019,18.842085
BEN,2020,19.501705
BEN,2021,20.172117
BEN,2022,20.853651
BEN,2023,21.54603
BEN,2024,22.248968
BMU,2000,99.97914
BMU,2001,99.97706
BMU,2002,99.974976
BMU,2003,99.97289
BMU,2004,99.97081
BMU,2005,99.96873
BMU,2006,99.966644
BMU,2007,99.96456
BMU,2008,99.96248
BMU,2009,99.960396
BMU,2010,99.95831
BMU,2011,99.95623
BMU,2012,99.95415
BMU,2013,99.952065
BMU,2014,99.94998
BMU,2015,99.9479
BMU,2016,99.945816
BMU,2017,99.94373
BMU,2018,99.94165
BMU,2019,99.94165
BMU,2020,99.94165
BMU,2021,99.94165
BMU,2022,99.94165
BMU,2023,99.94165
BMU,2024,99.94165
BTN,2000,44.051933
BTN,2001,44.41137
BTN,2002,46.664967
BTN,2003,48.883198
BTN,2004,51.06465
BTN,2005,53.195705
BTN,2006,55.190216
BTN,2007,57.156944
BTN,2008,59.095287
BTN,2009,61.039135
BTN,2010,62.955074
BTN,2011,64.84292
BTN,2012,66.70048
BTN,2013,68.52808
BTN,2014,70.326256
BTN,2015,72.09569
BTN,2016,73.83697
BTN,2017,75.55077
BTN,2018,77.23784
BTN,2019,78.89894
BTN,2020,80.53478
BTN,2021,82.146194
BTN,2022,83.73398
BTN,2023,85.299
BTN,2024,86.84211
BOL,2000,34.915855
BOL,2001,36.106926
BOL,2002,37.278877
BOL,2003,38.44232
BOL,2004,39.60072
BOL,2005,40.75346
BOL,2006,41.901554
BOL,2007,43.481045
BOL,2008,45.079227
BOL,2009,46.69501
BOL,2010,48.328587
BOL,2011,49.98013
BOL,2012,51.6492
BOL,2013,53.319153
BOL,2014,54.99663
BOL,2015,56.692017
BOL,2016,58.405506
BOL,2017,60.136406
BOL,2018,61.886375
BOL,2019,63.655277
BOL,2020,65.44268
BOL,2021,67.24845
BOL,2022,69.07273
BOL,2023,70.43354
BOL,2024,71.58392
BES,2000,94.04858
BES,2001,94.12365
BES,2002,94.19873
BES,2003,94.27381
BES,2004,94.34889
BES,2005,94.42397
BES,2006,94.49905
BES,2007,94.57413
BES,2008,94.64921
BES,2009,94.72429
BES,2010,94.79936
BES,2011,94.87444
BES,2012,94.949524
BES,2013,95.024605
BES,2014,95.099686
BES,2015,95.17476
BES,2016,95.24984
BES,2017,95.32492
BES,2018,95.4
BES,2019,95.4
BES,2020,95.4
BES,2021,95.4
BES,2022,95.4
BES,2023,95.4
BES,2024,95.4
BIH,2000,95.078445
BIH,2001,95.08797
BIH,2002,95.098145
BIH,2003,95.10886
BIH,2004,95.12025
BIH,2005,95.135796
BIH,2006,95.151634
BIH,2007,95.16789
BIH,2008,95.184456
BIH,2009,95.201324
BIH,2010,95.21848
BIH,2011,95.236015
BIH,2012,95.25391
BIH,2013,95.27203
BIH,2014,95.290535
BIH,2015,95.312935
BIH,2016,95.33614
BIH,2017,95.36024
BIH,2018,95.38506
BWA,2000,53.739555
BWA,2001,54.74514
BWA,2002,55.604088
BWA,2003,56.432262
BWA,2004,57.248806
BWA,2005,58.052437
BWA,2006,58.84412
BWA,2007,59.99491
BWA,2008,61.111156
BWA,2009,62.188946
BWA,2010,63.229877
BWA,2011,64.23258
BWA,2012,65.03728
BWA,2013,65.79083
BWA,2014,66.52149
BWA,2015,67.22889
BWA,2016,67.912964
BWA,2017,68.57314
BWA,2018,69.20699
BWA,2019,69.81506
BWA,2020,70.39743
BWA,2021,70.95423
BWA,2022,71.48649
BWA,2023,71.99414
BWA,2024,72.115456
BRA,2000,73.36616
BRA,2001,74.23592
BRA,2002,75.086754
BRA,2003,75.932205
BRA,2004,76.77193
BRA,2005,77.60604
BRA,2006,78.43505
BRA,2007,79.259026
BRA,2008,80.07807
BRA,2009,80.89148
BRA,2010,81.70014
BRA,2011,82.50753
BRA,2012,83.31022
BRA,2013,84.10757
BRA,2014,84.90076
BRA,2015,85.68917
BRA,2016,86.47254
BRA,2017,87.25134
BRA,2018,88.02503
BRA,2019,88.794365
BRA,2020,89.55914
BRA,2021,90.3198
BRA,2022,91.01965
BRA,2023,91.712845
BRA,2024,92.40127
VGB,2000,96.7852
VGB,2001,96.79126
VGB,2002,96.797325
VGB,2003,96.80339
VGB,2004,96.809456
VGB,2005,96.81552
VGB,2006,96.82159
VGB,2007,96.82765
VGB,2008,96.83372
VGB,2009,96.83978
VGB,2010,96.84585
VGB,2011,96.85191
VGB,2012,96.85798
VGB,2013,96.85798
VGB,2014,96.85798
VGB,2015,96.85798
VGB,2016,96.85798
BRN,2000,72.71484
BRN,2001,73.93148
BRN,2002,75.14812
BRN,2003,76.36475
BRN,2004,77.58139
BRN,2005,78.79803
BRN,2006,80.014656
BRN,2007,81.23129
BRN,2008,82.44793
BRN,2009,83.664566
BRN,2010,84.8812
BRN,2011,86.09784
BRN,2012,87.31447
BRN,2013,88.531105
BRN,2014,89.74774
BRN,2015,90.96438
BRN,2016,92.181015
BRN,2017,93.39765
BRN,2018,94.61428
BRN,2019,95.83092
BRN,2020,97.047554
BRN,2021,98.26419
BRN,2022,99.48083
BRN,2023,100
BRN,2024,100
BGR,2000,85.82707
BGR,2001,85.83526
BGR,2002,85.84624
BGR,2003,85.85712
BGR,2004,85.86797
BGR,2005,85.87874
BGR,2006,85.889404
BGR,2007,85.90002
BGR,2008,85.91056
BGR,2009,85.921005
BGR,2010,85.931404
BGR,2011,85.9417
BGR,2012,85.952034
BGR,2013,85.962395
BGR,2014,85.972755
BGR,2015,85.983154
BGR,2016,85.993546
BGR,2017,86.003975
BGR,2018,86.01436
BGR,2019,86.02475
BGR,2020,86.03515
BGR,2021,86.04554
BGR,2022,86.0559
BGR,2023,86.06626
BGR,2024,86.07656
BFA,2000,8.841626
BFA,2001,9.13087
BFA,2002,10.059843
BFA,2003,11.008088
BFA,2004,11.975995
BFA,2005,12.961087
BFA,2006,13.963679
BFA,2007,14.918854
BFA,2008,15.838559
BFA,2009,16.771318
BFA,2010,17.717348
BFA,2011,18.676083
BFA,2012,19.646593
BFA,2013,20.628317
BFA,2014,21.621008
BFA,2015,22.623724
BFA,2016,23.635868
BFA,2017,24.655891
BFA,2018,25.683556
BFA,2019,26.718569
BFA,2020,27.759748
BFA,2021,28.806803
BFA,2022,29.858593
BFA,2023,30.915075
BFA,2024,31.796349
BDI,2000,45.8832
BDI,2001,45.976227
BDI,2002,46.071453
BDI,2003,46.169025
BDI,2004,46.07445
BDI,2005,45.978077
BDI,2006,45.87975
BDI,2007,45.77938
BDI,2008,45.67678
BDI,2009,45.571915
BDI,2010,45.464508
BDI,2011,45.35445
BDI,2012,45.24162
BDI,2013,45.12575
BDI,2014,45.006775
BDI,2015,44.88445
BDI,2016,44.758583
BDI,2017,44.628983
BDI,2018,44.495438
BDI,2019,44.35774
BDI,2020,44.454807
BDI,2021,44.554523
BDI,2022,44.65696
BDI,2023,44.64561
BDI,2024,44.633987
KHM,2000,10.447278
KHM,2001,10.795828
KHM,2002,13.521313
KHM,2003,16.495766
KHM,2004,19.488604
KHM,2005,22.499708
KHM,2006,25.528465
KHM,2007,28.575285
KHM,2008,31.656992
KHM,2009,34.84313
KHM,2010,38.03993
KHM,2011,41.24691
KHM,2012,44.463593
KHM,2013,47.689106
KHM,2014,50.92371
KHM,2015,54.16652
KHM,2016,57.417023
KHM,2017,60.674416
KHM,2018,63.939846
KHM,2019,67.21224
KHM,2020,70.49104
KHM,2021,73.77521
KHM,2022,77.06412
KHM,2023,80.3569
KHM,2024,83.33593
CMR,2000,37.56618
CMR,2001,37.779995
CMR,2002,37.99471
CMR,2003,38.363335
CMR,2004,38.736763
CMR,2005,39.11411
CMR,2006,39.495995
CMR,2007,39.882435
CMR,2008,40.27345
CMR,2009,40.668743
CMR,2010,41.068645
CMR,2011,41.47285
CMR,2012,41.881367
CMR,2013,42.293877
CMR,2014,42.710373
CMR,2015,43.130863
CMR,2016,43.55534
CMR,2017,43.983112
CMR,2018,44.414864
CMR,2019,44.849884
CMR,2020,45.28851
CMR,2021,45.730015
CMR,2022,46.17472
CMR,2023,46.622623
CMR,2024,47.07295
CAN,2000,99.86668
CAN,2001,99.868835
CAN,2002,99.86935
CAN,2003,99.86986
CAN,2004,99.87037
CAN,2005,99.86396
CAN,2006,99.84302
CAN,2007,99.76076
CAN,2008,99.678276
CAN,2009,99.59556
CAN,2010,99.51262
CAN,2011,99.42938
CAN,2012,99.34556
CAN,2013,99.26168
CAN,2014,99.17775
CAN,2015,99.09378
CAN,2016,99.00975
CAN,2017,98.925674
CAN,2018,98.841545
CAN,2019,98.757324
CAN,2020,98.67301
CAN,2021,98.58857
CAN,2022,98.588356
CAN,2023,98.588135
CAN,2024,98.58788
CPV,2000,36.827953
CPV,2001,39.191055
CPV,2002,41.537506
CPV,2003,43.86641
CPV,2004,46.178474
CPV,2005,48.472603
CPV,2006,50.7498
CPV,2007,53.00935
CPV,2008,55.252197
CPV,2009,57.47693
CPV,2010,59.68185
CPV,2011,61.800655
CPV,2012,63.953075
CPV,2013,66.09924
CPV,2014,68.238884
CPV,2015,70.371704
CPV,2016,72.49693
CPV,2017,74.61426
CPV,2018,76.723724
CPV,2019,78.82495
CPV,2020,80.918144
CPV,2021,83.00309
CPV,2022,83.0453
CPV,2023,83.086945
CPV,2024,83.12792
CYM,2001,83.93783
CYM,2002,83.93783
CYM,2003,83.93783
CYM,2004,83.93783
CYM,2005,83.93783
CYM,2006,83.803795
CYM,2007,83.669754
CYM,2008,83.53572
CYM,2009,83.51893
CYM,2010,83.501755
CYM,2011,83.4842
CYM,2012,83.46628
CYM,2013,83.447975
CYM,2014,83.42929
CYM,2015,83.41024
CYM,2016,83.3908
CYM,2017,83.370995
CYM,2018,83.35081
CYM,2019,83.33024
CYM,2020,83.3093
CYM,2021,83.28799
CYM,2022,83.26629
CYM,2023,83.24422
CYM,2024,83.24422
CAF,2000,20.593967
CAF,2001,20.547281
CAF,2002,20.500593
CAF,2003,20.453606
CAF,2004,20.406319
CAF,2005,19.972149
CAF,2006,19.545044
CAF,2007,19.124893
CAF,2008,18.71103
CAF,2009,18.303085
CAF,2010,17.900951
CAF,2011,17.504011
CAF,2012,17.11216
CAF,2013,16.725042
CAF,2014,16.342083
CAF,2015,15.963188
CAF,2016,15.588242
CAF,2017,15.216487
CAF,2018,14.847836
CAF,2019,14.481982
CAF,2020,14.118635
CAF,2021,13.757507
CAF,2022,13.846294
CAF,2023,13.93922
CAF,2024,14.0362835
UNSDG_CSA,2000,24.21215
UNSDG_CSA,2001,26.18298
UNSDG_CSA,2002,28.282137
UNSDG_CSA,2003,30.399624
UNSDG_CSA,2004,32.721127
UNSDG_CSA,2005,35.085236
UNSDG_CSA,2006,37.476524
UNSDG_CSA,2007,39.87802
UNSDG_CSA,2008,42.28887
UNSDG_CSA,2009,44.71157
UNSDG_CSA,2010,47.148994
UNSDG_CSA,2011,49.59744
UNSDG_CSA,2012,52.059433
UNSDG_CSA,2013,54.5377
UNSDG_CSA,2014,57.02978
UNSDG_CSA,2015,59.535862
UNSDG_CSA,2016,62.054867
UNSDG_CSA,2017,64.58279
UNSDG_CSA,2018,67.109856
UNSDG_CSA,2019,69.640114
UNSDG_CSA,2020,72.09566
UNSDG_CSA,2021,74.52156
UNSDG_CSA,2022,76.94687
UNSDG_CSA,2023,79.14314
UNSDG_CSA,2024,81.198975
TCD,2000,9.692675
TCD,2001,9.775113
TCD,2002,9.85771
TCD,2003,9.940811
TCD,2004,10.024244
TCD,2005,10.108011
TCD,2006,10.192111
TCD,2007,10.276746
TCD,2008,10.361518
TCD,2009,10.483584
TCD,2010,10.614401
TCD,2011,10.754544
TCD,2012,10.904855
TCD,2013,11.065715
TCD,2014,11.237749
TCD,2015,11.421879
TCD,2016,11.618792
TCD,2017,11.829193
TCD,2018,12.054119
TCD,2019,12.294019
TCD,2020,12.550321
TCD,2021,12.823519
TCD,2022,12.922067
TCD,2023,13.027954
TCD,2024,13.141529
CHL,2000,93.031586
CHL,2001,93.44092
CHL,2002,93.8325
CHL,2003,94.17865
CHL,2004,94.523575
CHL,2005,94.866646
CHL,2006,95.20847
CHL,2007,95.5487
CHL,2008,95.887665
CHL,2009,96.225044
CHL,2010,96.560875
CHL,2011,96.89543
CHL,2012,97.22846
CHL,2013,97.560104
CHL,2014,97.89036
CHL,2015,98.219215
CHL,2016,98.54696
CHL,2017,98.87345
CHL,2018,99.1483
CHL,2019,99.24409
CHL,2020,99.31448
CHL,2021,100
CHL,2022,100
CHL,2023,100
CHL,2024,99.99999
CHN,2000,56.82011
CHN,2001,57.56846
CHN,2002,59.719093
CHN,2003,61.843613
CHN,2004,63.94062
CHN,2005,66.007416
CHN,2006,68.03235
CHN,2007,70.02098
CHN,2008,71.97962
CHN,2009,73.90606
CHN,2010,75.80105
CHN,2011,77.65125
CHN,2012,79.46467
CHN,2013,81.2468
CHN,2014,82.998474
CHN,2015,84.719315
CHN,2016,86.40948
CHN,2017,88.068306
CHN,2018,89.69422
CHN,2019,91.28813
CHN,2020,92.851494
CHN,2021,94.38576
CHN,2022,95.892365
