Code,Year,Share of the population using at least basic sanitation
PER,2011,71.803986
PER,2012,72.3636
PER,2013,72.91832
PER,2014,73.46853
PER,2015,74.01458
PER,2016,74.5559
PER,2017,75.09285
PER,2018,75.62741
PER,2019,76.15917
PER,2020,76.688286
PER,2021,77.214355
PER,2022,77.737274
PER,2023,78.25716
PER,2024,78.7732
PHL,2000,64.57802
PHL,2001,65.01013
PHL,2002,65.44308
PHL,2003,65.876854
PHL,2004,66.31145
PHL,2005,66.74688
PHL,2006,67.18313
PHL,2007,68.206436
PHL,2008,69.23991
PHL,2009,70.28368
PHL,2010,71.34241
PHL,2011,72.4332
PHL,2012,73.530235
PHL,2013,74.63354
PHL,2014,75.74286
PHL,2015,76.858284
PHL,2016,77.97967
PHL,2017,79.10777
PHL,2018,80.24224
PHL,2019,81.38251
PHL,2020,82.52807
PHL,2021,83.678406
PHL,2022,84.833
PHL,2023,85.991295
PHL,2024,87.15274
POL,2000,87.57455
POL,2001,88.25683
POL,2002,88.935356
POL,2003,89.59468
POL,2004,90.25626
POL,2005,90.92025
POL,2006,91.58675
POL,2007,92.25554
POL,2008,92.92665
POL,2009,93.600266
POL,2010,94.27628
POL,2011,94.95471
POL,2012,95.634995
POL,2013,96.318016
POL,2014,97.0037
POL,2015,97.6921
POL,2016,98.3831
POL,2017,98.796616
POL,2018,98.95542
POL,2019,98.957535
POL,2020,98.95751
POL,2021,98.95736
POL,2022,98.957085
POL,2023,98.956696
POL,2024,98.95618
PRT,2000,97.650925
PRT,2001,97.76815
PRT,2002,97.88347
PRT,2003,97.99731
PRT,2004,98.10967
PRT,2005,98.22052
PRT,2006,98.32992
PRT,2007,98.437836
PRT,2008,98.5443
PRT,2009,98.64928
PRT,2010,98.75283
PRT,2011,98.85494
PRT,2012,98.95562
PRT,2013,99.05487
PRT,2014,99.152725
PRT,2015,99.24919
PRT,2016,99.3443
PRT,2017,99.438065
PRT,2018,99.53051
PRT,2019,99.620026
PRT,2020,99.65292
PRT,2021,99.66231
PRT,2022,99.661255
PRT,2023,99.66021
PRT,2024,99.65918
PRI,2000,97.62576
PRI,2001,97.80508
PRI,2002,97.9844
PRI,2003,98.16371
PRI,2004,98.343025
PRI,2005,98.52235
PRI,2006,98.70166
PRI,2007,98.880974
PRI,2008,99.060295
PRI,2009,99.23961
PRI,2010,99.41892
PRI,2011,99.59824
PRI,2012,99.77756
PRI,2013,99.95687
PRI,2014,100
PRI,2015,100
PRI,2016,100
PRI,2017,100
PRI,2018,100
PRI,2019,100
PRI,2020,100
PRI,2021,100
PRI,2022,100
PRI,2023,100
PRI,2024,100
QAT,2000,99.93655
QAT,2001,99.93655
QAT,2002,99.93655
QAT,2003,99.93655
QAT,2004,99.93655
QAT,2005,99.93655
QAT,2006,99.93655
QAT,2007,99.93655
QAT,2008,99.93655
QAT,2009,99.93655
QAT,2010,99.93655
QAT,2011,99.93655
QAT,2012,99.93655
QAT,2013,99.93655
QAT,2014,99.93655
QAT,2015,99.93655
QAT,2016,99.93655
QAT,2017,99.93655
QAT,2018,99.93655
QAT,2019,99.93655
QAT,2020,99.93655
QAT,2021,99.93655
QAT,2022,99.93655
QAT,2023,99.93655
QAT,2024,99.93655
REU,2001,99.10476
REU,2002,99.10476
REU,2003,99.10476
REU,2004,99.10476
REU,2005,99.10476
REU,2006,99.12398
REU,2007,99.14319
REU,2008,99.1624
REU,2009,99.18162
REU,2010,99.20083
REU,2011,99.22004
REU,2012,99.23926
REU,2013,99.25847
REU,2014,99.27769
REU,2015,99.2969
REU,2016,99.31611
REU,2017,99.33533
REU,2018,99.35454
REU,2019,99.37375
REU,2020,99.39297
REU,2021,99.41218
REU,2022,99.43139
REU,2023,99.45061
REU,2024,99.45061
ROU,2001,74.122185
ROU,2002,74.09455
ROU,2003,74.14522
ROU,2004,74.1955
ROU,2005,74.24579
ROU,2006,75.18352
ROU,2007,76.118164
ROU,2008,77.049736
ROU,2009,77.978226
ROU,2010,78.90363
ROU,2011,79.825966
ROU,2012,80.70993
ROU,2013,81.57879
ROU,2014,82.44852
ROU,2015,83.3255
ROU,2016,84.20941
ROU,2017,85.0986
ROU,2018,85.99295
ROU,2019,86.891106
ROU,2020,87.79222
ROU,2021,88.69564
ROU,2022,89.60049
ROU,2023,90.50553
ROU,2024,90.54136
RUS,2002,81.66069
RUS,2003,81.66552
RUS,2004,81.67231
RUS,2005,81.67911
RUS,2006,81.68589
RUS,2007,82.245445
RUS,2008,82.80569
RUS,2009,83.36644
RUS,2010,83.92804
RUS,2011,84.49034
RUS,2012,85.056076
RUS,2013,85.62537
RUS,2014,86.19894
RUS,2015,86.776695
RUS,2016,87.35915
RUS,2017,87.94664
RUS,2018,88.53924
RUS,2019,89.137245
RUS,2020,89.740944
RUS,2021,90.350655
RUS,2022,90.96638
RUS,2023,91.58869
RUS,2024,92.21759
RWA,2000,43.88764
RWA,2001,45.690205
RWA,2002,47.461193
RWA,2003,49.08273
RWA,2004,50.68295
RWA,2005,52.28066
RWA,2006,53.87593
RWA,2007,55.468597
RWA,2008,57.05875
RWA,2009,58.6464
RWA,2010,60.231503
RWA,2011,61.814083
RWA,2012,63.394104
RWA,2013,64.97163
RWA,2014,66.54513
RWA,2015,68.11346
RWA,2016,69.67581
RWA,2017,71.230896
RWA,2018,72.77761
RWA,2019,74.31505
RWA,2020,75.84193
RWA,2021,77.35711
RWA,2022,78.85947
RWA,2023,80.347565
RWA,2024,81.330734
BLM,2000,99.253876
BLM,2001,99.253876
BLM,2002,99.253876
BLM,2003,99.253876
BLM,2004,99.253876
BLM,2005,99.30136
BLM,2006,99.348854
BLM,2007,99.39634
BLM,2008,99.44383
BLM,2009,99.491325
BLM,2010,99.53881
BLM,2011,99.5863
BLM,2012,99.63379
BLM,2013,99.68128
BLM,2014,99.72877
BLM,2015,99.77626
BLM,2016,99.82375
BLM,2017,99.87124
BLM,2018,99.91873
BLM,2019,99.96622
BLM,2020,100
BLM,2021,100
BLM,2022,100
BLM,2023,100
BLM,2024,100
SHN,2002,99.040695
SHN,2003,99.040695
SHN,2004,99.040695
SHN,2005,99.040695
SHN,2006,99.040695
SHN,2007,99.11395
SHN,2008,99.18721
SHN,2009,99.26047
SHN,2010,99.33372
SHN,2011,99.406975
SHN,2012,99.48023
SHN,2013,99.55349
SHN,2014,99.62675
SHN,2015,99.7
SHN,2016,99.773254
SHN,2017,99.84651
SHN,2018,99.91977
SHN,2019,99.99303
SHN,2020,100
SHN,2021,100
SHN,2022,100
SHN,2023,100
SHN,2024,100
KNA,2000,86.45087
KNA,2001,87.10492
KNA,2002,87.75897
KNA,2003,88.41303
KNA,2004,89.067085
KNA,2005,89.721146
KNA,2006,90.3752
KNA,2007,91.02926
KNA,2008,91.68331
KNA,2009,92.33737
KNA,2010,92.991425
KNA,2011,93.645485
KNA,2012,94.29954
KNA,2013,94.9536
KNA,2014,94.9536
KNA,2015,94.9536
KNA,2016,94.9536
KNA,2017,94.9536
LCA,2000,84.97446
LCA,2001,84.980316
LCA,2002,85.00259
LCA,2003,85.02425
LCA,2004,84.831245
LCA,2005,84.63843
LCA,2006,84.446396
LCA,2007,84.25555
LCA,2008,84.066345
LCA,2009,83.878975
LCA,2010,83.68751
LCA,2011,83.45544
LCA,2012,83.2178
LCA,2013,82.973816
LCA,2014,82.723366
LCA,2015,82.91354
LCA,2016,83.10352
LCA,2017,83.256996
LCA,2018,83.376
LCA,2019,83.372314
LCA,2020,83.36811
LCA,2021,83.36331
LCA,2022,83.357994
MAF,2000,99.17051
MAF,2001,99.17051
MAF,2002,99.17051
MAF,2003,99.17051
MAF,2004,99.17051
MAF,2005,99.22173
MAF,2006,99.27296
MAF,2007,99.32417
MAF,2008,99.3754
MAF,2009,99.42662
MAF,2010,99.477844
MAF,2011,99.52907
MAF,2012,99.58029
MAF,2013,99.631516
MAF,2014,99.68274
MAF,2015,99.733955
MAF,2016,99.78518
MAF,2017,99.8364
MAF,2018,99.88763
MAF,2019,99.93885
MAF,2020,99.990074
MAF,2021,100
MAF,2022,100
MAF,2023,100
MAF,2024,100
SPM,2000,99.95063
SPM,2001,99.95063
SPM,2002,99.95063
SPM,2003,99.95063
SPM,2004,99.95063
SPM,2005,99.94986
SPM,2006,99.9491
SPM,2007,99.94833
SPM,2008,99.94757
SPM,2009,99.9468
SPM,2010,99.94604
SPM,2011,99.945274
SPM,2012,99.94451
SPM,2013,99.94374
SPM,2014,99.94298
SPM,2015,99.942215
SPM,2016,99.941444
SPM,2017,99.94068
SPM,2018,99.93992
SPM,2019,99.939156
SPM,2020,99.938385
SPM,2021,99.93762
SPM,2022,99.93686
SPM,2023,99.9361
SPM,2024,99.9361
VCT,2000,66.729454
VCT,2001,68.29329
VCT,2002,69.86859
VCT,2003,71.45503
VCT,2004,73.05254
VCT,2005,74.660805
VCT,2006,76.27974
VCT,2007,77.9089
VCT,2008,79.54833
VCT,2009,81.19771
VCT,2010,82.856834
VCT,2011,84.5255
VCT,2012,86.2035
VCT,2013,87.89055
VCT,2014,89.5866
VCT,2015,89.61494
VCT,2016,89.643486
VCT,2017,89.672165
VCT,2018,89.701065
WSM,2000,91.957695
WSM,2001,91.95885
WSM,2002,91.95724
WSM,2003,91.954185
WSM,2004,91.95115
WSM,2005,92.20574
WSM,2006,92.46082
WSM,2007,92.716415
WSM,2008,92.972534
WSM,2009,93.22912
WSM,2010,93.48618
WSM,2011,93.743706
WSM,2012,94.00156
WSM,2013,94.2598
WSM,2014,94.51855
WSM,2015,94.77777
WSM,2016,95.03747
WSM,2017,95.29767
WSM,2018,95.55852
WSM,2019,95.820015
WSM,2020,96.08212
WSM,2021,96.344826
WSM,2022,96.59895
WSM,2023,96.84872
WSM,2024,97.099106
SMR,2000,100
SMR,2001,100
SMR,2002,100
SMR,2003,100
SMR,2004,100
SMR,2005,100
SMR,2006,100
SMR,2007,100
SMR,2008,100
SMR,2009,100
SMR,2010,100
SMR,2011,100
SMR,2012,100
SMR,2013,100
SMR,2014,100
SMR,2015,100
SMR,2016,100
SMR,2017,100
SMR,2018,100
SMR,2019,100
SMR,2020,100
SMR,2021,100
SMR,2022,100
SMR,2023,100
SMR,2024,100
STP,2000,20.790394
STP,2001,21.947472
STP,2002,23.139174
STP,2003,24.338629
STP,2004,25.540426
STP,2005,26.857784
STP,2006,28.183596
STP,2007,29.517057
STP,2008,30.857386
STP,2009,32.203236
STP,2010,33.554443
STP,2011,34.909992
STP,2012,36.269466
STP,2013,37.627983
STP,2014,38.985874
STP,2015,40.342705
STP,2016,41.69835
STP,2017,43.052734
STP,2018,44.405804
STP,2019,45.757557
STP,2020,47.108013
STP,2021,48.45735
STP,2022,48.535053
STP,2023,48.60866
STP,2024,48.678505
SAU,2013,97.55151
SAU,2014,97.55658
SAU,2015,97.561646
SAU,2016,97.566734
SAU,2017,97.57183
SAU,2018,97.57694
SAU,2019,97.58203
SAU,2020,97.58714
SAU,2021,97.59223
SAU,2022,97.59732
SAU,2023,97.60241
SAU,2024,97.6075
SEN,2000,36.639786
SEN,2001,37.62307
SEN,2002,38.634377
SEN,2003,39.703808
SEN,2004,40.81602
SEN,2005,41.925907
SEN,2006,43.03406
SEN,2007,44.139957
SEN,2008,45.243454
SEN,2009,46.34408
SEN,2010,47.442345
SEN,2011,48.537758
SEN,2012,49.62989
SEN,2013,50.7189
SEN,2014,51.80463
SEN,2015,52.88904
SEN,2016,53.971493
SEN,2017,55.052105
SEN,2018,56.12997
SEN,2019,57.204945
SEN,2020,58.276398
SEN,2021,59.34415
SEN,2022,60.40759
SEN,2023,61.466133
SEN,2024,62.519596
SRB,2000,95.50395
SRB,2001,95.50248
SRB,2002,95.50135
SRB,2003,95.50054
SRB,2004,95.50013
SRB,2005,95.66793
SRB,2006,95.836105
SRB,2007,96.00467
SRB,2008,96.173584
SRB,2009,96.342865
SRB,2010,96.51249
SRB,2011,96.682526
SRB,2012,96.85028
SRB,2013,97.017334
SRB,2014,97.1846
SRB,2015,97.35203
SRB,2016,97.51968
SRB,2017,97.688194
SRB,2018,97.85761
SRB,2019,97.91564
SRB,2020,97.918846
SRB,2021,97.92311
SRB,2022,97.92839
SRB,2023,97.93477
SRB,2024,97.9423
SYC,2000,95.4941
SYC,2001,95.691216
SYC,2002,95.888336
SYC,2003,96.08546
SYC,2004,96.28258
SYC,2005,96.4797
SYC,2006,96.67682
SYC,2007,96.87393
SYC,2008,97.07105
SYC,2009,97.26817
SYC,2010,97.465294
SYC,2011,97.662415
SYC,2012,97.859535
SYC,2013,98.05665
SYC,2014,98.25377
SYC,2015,98.45089
SYC,2016,98.64801
SYC,2017,98.84513
SYC,2018,98.874626
SYC,2019,98.88583
SYC,2020,98.89699
SYC,2021,98.89857
SYC,2022,99.7
SYC,2023,99.7
SYC,2024,99.7
SLE,2000,7.6946874
SLE,2001,7.926171
SLE,2002,8.158258
SLE,2003,8.390952
SLE,2004,8.949547
SLE,2005,9.5386505
SLE,2006,10.156651
SLE,2007,10.795603
SLE,2008,11.45551
SLE,2009,12.136221
SLE,2010,12.837726
SLE,2011,13.56018
SLE,2012,14.303586
SLE,2013,15.067603
SLE,2014,15.852563
SLE,2015,16.658285
SLE,2016,17.484947
SLE,2017,18.333858
SLE,2018,19.205484
SLE,2019,20.09974
SLE,2020,21.016712
SLE,2021,21.9565
SLE,2022,22.919188
SLE,2023,23.904871
SLE,2024,24.913637
SGP,2000,100
SGP,2001,100
SGP,2002,100
SGP,2003,100
SGP,2004,100
SGP,2005,100
SGP,2006,100
SGP,2007,100
SGP,2008,100
SGP,2009,100
SGP,2010,100
SGP,2011,100
SGP,2012,100
SGP,2013,100
SGP,2014,100
SGP,2015,100
SGP,2016,100
SGP,2017,100
SGP,2018,100
SGP,2019,100
SGP,2020,100
SGP,2021,100
SGP,2022,100
SGP,2023,100
SGP,2024,100
SXM,2000,98.38442
SXM,2001,98.41493
SXM,2002,98.44544
SXM,2003,98.475945
SXM,2004,98.506454
SXM,2005,98.536964
SXM,2006,98.567474
SXM,2007,98.59798
SXM,2008,98.62849
SXM,2009,98.659
SXM,2010,98.68951
SXM,2011,98.72001
SXM,2012,98.75052
SXM,2013,98.78103
SXM,2014,98.78103
SXM,2015,98.78103
SXM,2016,98.78103
SXM,2017,98.78103
SVK,2000,99.82495
SVK,2001,99.8324
SVK,2002,99.834854
SVK,2003,99.66091
SVK,2004,99.46972
SVK,2005,99.27787
SVK,2006,99.08536
SVK,2007,98.89217
SVK,2008,98.69834
SVK,2009,98.50384
SVK,2010,98.30654
SVK,2011,98.10826
SVK,2012,97.9115
SVK,2013,97.71413
SVK,2014,97.51613
SVK,2015,97.52083
SVK,2016,97.52625
SVK,2017,97.5324
SVK,2018,97.53178
SVK,2019,97.531845
SVK,2020,97.53263
SVK,2021,97.534134
SVK,2022,97.53636
SVK,2023,97.53932
SVK,2024,97.54296
SVN,2000,99.11167
SVN,2001,99.11167
SVN,2002,99.11167
SVN,2003,99.11167
SVN,2004,99.11167
SVN,2005,99.11167
SVN,2006,99.11167
SVN,2007,99.058304
SVN,2008,99.00494
SVN,2009,98.95157
SVN,2010,98.8982
SVN,2011,98.84483
SVN,2012,98.791466
SVN,2013,98.7381
SVN,2014,98.68473
SVN,2015,98.63136
SVN,2016,98.577995
SVN,2017,98.52463
SVN,2018,98.47126
SVN,2019,98.41789
SVN,2020,98.364525
SVN,2021,98.31116
SVN,2022,98.31116
SVN,2023,98.31116
SVN,2024,98.31116
SLB,2000,21.818827
SLB,2001,22.020033
SLB,2002,22.225388
SLB,2003,22.43489
SLB,2004,22.648542
SLB,2005,23.280657
SLB,2006,23.918325
SLB,2007,24.561586
SLB,2008,25.21101
SLB,2009,25.865582
SLB,2010,26.525867
SLB,2011,27.188194
SLB,2012,27.853102
SLB,2013,28.520061
SLB,2014,29.188547
SLB,2015,29.859097
SLB,2016,30.530634
SLB,2017,31.203697
SLB,2018,31.878284
SLB,2019,32.553314
SLB,2020,33.229313
SLB,2021,33.905735
SLB,2022,34.154972
SLB,2023,34.40257
SLB,2024,34.649075
SOM,2000,20.183788
SOM,2001,20.96313
SOM,2002,21.738552
SOM,2003,22.666643
SOM,2004,23.587631
SOM,2005,24.638573
SOM,2006,25.698553
SOM,2007,25.47248
SOM,2008,26.867552
SOM,2009,28.262033
SOM,2010,29.655231
SOM,2011,31.04291
SOM,2012,32.047638
SOM,2013,33.05825
SOM,2014,34.074875
SOM,2015,35.09724
SOM,2016,36.12504
SOM,2017,37.15736
SOM,2018,38.193867
SOM,2019,39.233406
SOM,2020,40.275627
SOM,2021,41.319683
SOM,2022,42.364967
SOM,2023,43.410896
SOM,2024,44.456844
ZAF,2000,60.49737
ZAF,2001,61.27595
ZAF,2002,62.062374
ZAF,2003,62.846516
ZAF,2004,63.62336
ZAF,2005,64.3921
ZAF,2006,65.15306
ZAF,2007,65.90613
ZAF,2008,66.651344
ZAF,2009,67.387886
ZAF,2010,68.11619
ZAF,2011,68.83599
ZAF,2012,69.547325
ZAF,2013,70.24974
ZAF,2014,70.94353
ZAF,2015,71.62848
ZAF,2016,72.30452
ZAF,2017,72.971504
ZAF,2018,73.62941
ZAF,2019,74.27819
ZAF,2020,74.917854
ZAF,2021,75.54831
ZAF,2022,76.16956
ZAF,2023,76.78163
ZAF,2024,77.38452
KOR,2000,100
KOR,2001,100
KOR,2002,100
KOR,2003,100
KOR,2004,100
KOR,2005,100
KOR,2006,100
KOR,2007,100
KOR,2008,99.991356
KOR,2009,99.974976
KOR,2010,99.9586
KOR,2011,99.94223
KOR,2012,99.92586
KOR,2013,99.90948
KOR,2014,99.893105
KOR,2015,99.87673
KOR,2016,99.86035
KOR,2017,99.84398
KOR,2018,99.82761
KOR,2019,99.811226
KOR,2020,99.79485
KOR,2021,99.77848
KOR,2022,99.7621
KOR,2023,99.74573
KOR,2024,99.729355
SSD,2011,6.9859357
SSD,2012,7.5800757
SSD,2013,8.200892
SSD,2014,8.849156
SSD,2015,9.526079
SSD,2016,10.232369
SSD,2017,10.968943
SSD,2018,11.737006
SSD,2019,12.537598
SSD,2020,13.086459
SSD,2021,13.645828
SSD,2022,14.2167635
SSD,2023,14.320132
SSD,2024,14.42824
WHO_SEAR,2000,22.457418
WHO_SEAR,2001,24.628893
WHO_SEAR,2002,27.143658
WHO_SEAR,2003,29.469624
WHO_SEAR,2004,31.813976
WHO_SEAR,2005,34.205677
WHO_SEAR,2006,36.619324
WHO_SEAR,2007,39.065727
WHO_SEAR,2008,41.53226
WHO_SEAR,2009,44.015404
WHO_SEAR,2010,46.517265
WHO_SEAR,2011,49.03889
WHO_SEAR,2012,51.58238
WHO_SEAR,2013,54.1458
WHO_SEAR,2014,56.727936
WHO_SEAR,2015,59.327297
WHO_SEAR,2016,61.943085
WHO_SEAR,2017,64.57523
WHO_SEAR,2018,67.221664
WHO_SEAR,2019,69.88041
WHO_SEAR,2020,72.4569
WHO_SEAR,2021,75.01082
WHO_SEAR,2022,77.54843
WHO_SEAR,2023,80.08055
WHO_SEAR,2024,82.63496
ESP,2000,99.81338
ESP,2001,99.81324
ESP,2002,99.82037
ESP,2003,99.82743
ESP,2004,99.8345
ESP,2005,99.84161
ESP,2006,99.84874
ESP,2007,99.85588
ESP,2008,99.863045
ESP,2009,99.87023
ESP,2010,99.87743
ESP,2011,99.88466
ESP,2012,99.891914
ESP,2013,99.89917
ESP,2014,99.9061
ESP,2015,99.91247
ESP,2016,99.918884
ESP,2017,99.91984
ESP,2018,99.9196
ESP,2019,99.91935
ESP,2020,99.919106
ESP,2021,99.91887
ESP,2022,99.91861
ESP,2023,99.918365
ESP,2024,99.91812
LKA,2000,76.80727
LKA,2001,77.60401
LKA,2002,78.40392
LKA,2003,79.20698
LKA,2004,80.013176
LKA,2005,80.82255
LKA,2006,81.635056
LKA,2007,82.45073
LKA,2008,83.26955
LKA,2009,84.09153
LKA,2010,84.91666
LKA,2011,85.744934
LKA,2012,86.57636
LKA,2013,87.41094
LKA,2014,88.24872
LKA,2015,89.089775
LKA,2016,89.93416
LKA,2017,90.78193
LKA,2018,91.63318
LKA,2019,92.487946
LKA,2020,93.34632
LKA,2021,94.20835
LKA,2022,94.94805
LKA,2023,95.34919
LKA,2024,95.35302
UNSDG_SSA,2000,22.080822
UNSDG_SSA,2001,22.48217
UNSDG_SSA,2002,22.955622
UNSDG_SSA,2003,23.458578
UNSDG_SSA,2004,23.975967
UNSDG_SSA,2005,24.538412
UNSDG_SSA,2006,25.121384
UNSDG_SSA,2007,25.68388
UNSDG_SSA,2008,26.28579
UNSDG_SSA,2009,26.90197
UNSDG_SSA,2010,27.525164
UNSDG_SSA,2011,27.905876
UNSDG_SSA,2012,28.53509
UNSDG_SSA,2013,29.18033
UNSDG_SSA,2014,29.842985
UNSDG_SSA,2015,30.522247
UNSDG_SSA,2016,31.17858
UNSDG_SSA,2017,31.878296
UNSDG_SSA,2018,32.501263
UNSDG_SSA,2019,33.165123
UNSDG_SSA,2020,33.831337
UNSDG_SSA,2021,34.5341
UNSDG_SSA,2022,35.28003
UNSDG_SSA,2023,35.033375
UNSDG_SSA,2024,35.41363
SDN,2000,17.357536
SDN,2001,17.374607
SDN,2002,17.391678
SDN,2003,17.40875
SDN,2004,17.425823
SDN,2005,19.136578
SDN,2006,20.847155
SDN,2007,22.83608
SDN,2008,24.87984
SDN,2009,26.985006
SDN,2010,29.151707
SDN,2011,31.3797
SDN,2012,33.668377
SDN,2013,36.017696
SDN,2014,38.42694
SDN,2015,40.896244
SDN,2016,43.424778
SDN,2017,46.011955
SDN,2018,48.65742
SDN,2019,51.360172
SDN,2020,54.119724
SDN,2021,56.93525
SDN,2022,59.805843
SDN,2023,62.730545
SDN,2024,65.708595
SUR,2000,78.02612
SUR,2001,78.34981
SUR,2002,78.67248
SUR,2003,78.99357
SUR,2004,79.31336
SUR,2005,79.945435
SUR,2006,80.57861
SUR,2007,81.21583
SUR,2008,81.857346
SUR,2009,82.50342
SUR,2010,83.1536
SUR,2011,83.80815
SUR,2012,84.46708
SUR,2013,85.13042
SUR,2014,85.8011
SUR,2015,86.47885
SUR,2016,87.16301
SUR,2017,87.85308
SUR,2018,88.54872
SUR,2019,89.249146
SUR,2020,89.95421
SUR,2021,89.96224
SUR,2022,89.972336
SUR,2023,89.98427
SUR,2024,89.998276
SWE,2000,99.234764
SWE,2001,99.23324
SWE,2002,99.22771
SWE,2003,99.20518
SWE,2004,99.182625
SWE,2005,99.16005
SWE,2006,99.13748
SWE,2007,99.11491
SWE,2008,99.09227
SWE,2009,99.069595
SWE,2010,99.04687
SWE,2011,99.02407
SWE,2012,99.00117
SWE,2013,98.97817
SWE,2014,98.95508
SWE,2015,98.93191
SWE,2016,98.908646
SWE,2017,98.88529
SWE,2018,98.86187
SWE,2019,98.83836
SWE,2020,98.8148
SWE,2021,98.79115
SWE,2022,98.76745
SWE,2023,98.74368
SWE,2024,98.74319
CHE,2000,99.880974
CHE,2001,99.88097
CHE,2002,99.88099
CHE,2003,99.881004
CHE,2004,99.88102
CHE,2005,99.881035
CHE,2006,99.88106
CHE,2007,99.88107
CHE,2008,99.88109
CHE,2009,99.88111
CHE,2010,99.88113
CHE,2011,99.884
CHE,2012,99.88687
CHE,2013,99.88973
CHE,2014,99.89259
CHE,2015,99.89545
CHE,2016,99.89829
CHE,2017,99.89987
CHE,2018,99.89987
CHE,2019,99.89987
CHE,2020,99.89987
CHE,2021,99.89987
CHE,2022,99.89987
CHE,2023,99.89987
CHE,2024,99.89987
SYR,2000,88.43624
SYR,2001,88.59343
SYR,2002,88.74929
SYR,2003,88.90367
SYR,2004,89.056725
SYR,2005,89.4009
SYR,2006,89.74381
SYR,2007,90.085594
SYR,2008,90.426094
SYR,2009,90.76525
SYR,2010,91.10323
SYR,2011,91.36615
SYR,2012,91.63465
SYR,2013,91.909
SYR,2014,92.18913
SYR,2015,92.548325
SYR,2016,92.90464
SYR,2017,93.25803
SYR,2018,93.60846
SYR,2019,93.95593
SYR,2020,94.30038
SYR,2021,94.64183
SYR,2022,94.98033
SYR,2023,95.31585
SYR,2024,95.64843
TJK,2000,91.57
TJK,2001,91.80928
TJK,2002,92.04825
TJK,2003,92.28691
TJK,2004,92.52524
TJK,2005,92.76329
TJK,2006,93.00104
TJK,2007,93.23848
TJK,2008,93.47562
TJK,2009,93.71244
TJK,2010,93.94896
TJK,2011,94.18517
TJK,2012,94.420944
TJK,2013,94.656006
TJK,2014,94.89009
TJK,2015,95.122925
TJK,2016,95.35425
TJK,2017,95.58377
TJK,2018,95.81126
TJK,2019,95.97062
TJK,2020,95.97967
TJK,2021,95.98782
TJK,2022,95.99512
TJK,2023,95.9857
TZA,2000,3.446462
TZA,2001,4.732904
TZA,2002,6.0216975
TZA,2003,7.342047
TZA,2004,8.689901
TZA,2005,10.040788
TZA,2006,11.395584
TZA,2007,12.75487
TZA,2008,14.119749
TZA,2009,15.490306
TZA,2010,16.86804
TZA,2011,18.25323
TZA,2012,19.647074
TZA,2013,21.049833
TZA,2014,22.461695
TZA,2015,23.883436
TZA,2016,25.315386
TZA,2017,26.758528
TZA,2018,28.213392
TZA,2019,29.680235
TZA,2020,31.16029
TZA,2021,32.65351
TZA,2022,34.16087
TZA,2023,35.6825
TZA,2024,37.21936
THA,2000,92.17506
THA,2001,92.42698
THA,2002,92.68251
THA,2003,92.94184
THA,2004,93.205086
THA,2005,93.472534
THA,2006,93.74412
THA,2007,94.02005
THA,2008,94.3004
THA,2009,94.585365
THA,2010,94.87493
THA,2011,95.1765
THA,2012,95.482544
THA,2013,95.79146
THA,2014,96.10323
THA,2015,96.417885
THA,2016,96.73541
THA,2017,97.05585
THA,2018,97.37917
THA,2019,97.7054
THA,2020,98.03447
THA,2021,98.36638
THA,2022,98.70107
THA,2023,99.038536
THA,2024,99.35049
TGO,2000,8.033597
TGO,2001,8.264042
TGO,2002,8.49613
TGO,2003,8.729674
TGO,2004,8.964684
TGO,2005,9.614458
TGO,2006,10.2925205
TGO,2007,10.998637
TGO,2008,11.73278
TGO,2009,12.493855
TGO,2010,13.282468
TGO,2011,14.102818
TGO,2012,14.952801
TGO,2013,15.829059
TGO,2014,16.731756
TGO,2015,17.660616
TGO,2016,18.616287
TGO,2017,19.59827
TGO,2018,20.606283
TGO,2019,21.640043
TGO,2020,22.699257
TGO,2021,23.78362
TGO,2022,24.892591
TGO,2023,25.029747
TGO,2024,25.168106
TKL,2000,71.01022
TKL,2001,72.313515
TKL,2002,73.616806
TKL,2003,74.92009
TKL,2004,76.22338
TKL,2005,77.59733
TKL,2006,78.97365
TKL,2007,80.35234
TKL,2008,81.73341
TKL,2009,83.11686
TKL,2010,84.50268
TKL,2011,85.89088
TKL,2012,87.28145
TKL,2013,88.6744
TKL,2014,90.069725
TKL,2015,91.46742
TKL,2016,92.86749
TKL,2017,94.26994
TKL,2018,95.26469
TKL,2019,96.498436
TKL,2020,96.58519
TKL,2021,96.67195
TKL,2022,96.758705
TKL,2023,96.84546
TKL,2024,96.93222
TON,2000,89.19181
TON,2001,89.19484
TON,2002,89.19777
TON,2003,89.20079
TON,2004,89.20383
TON,2005,89.65516
TON,2006,90.106316
TON,2007,90.55846
TON,2008,91.01112
TON,2009,91.46327
TON,2010,91.914894
TON,2011,92.09219
TON,2012,92.261925
TON,2013,92.42582
TON,2014,92.58707
TON,2015,92.7458
TON,2016,92.901924
TON,2017,93.05544
TON,2018,93.20709
TON,2019,93.35666
TON,2020,93.50411
TON,2021,93.649155
TON,2022,93.791794
TON,2023,93.93181
TON,2024,93.93346
TTO,2005,94.37565
TTO,2006,94.38057
TTO,2007,94.38551
TTO,2008,94.39043
TTO,2009,94.39537
TTO,2010,94.38524
TTO,2011,94.374084
TTO,2012,94.36147
TTO,2013,94.34763
TTO,2014,94.33278
TTO,2015,94.31716
