Code,Year,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3)
GHA,2005,83,85,84
GHA,2006,85,84,84
GHA,2007,95,94,94
GHA,2008,86,92,93
GHA,2009,93,94,94
GHA,2010,93,94,94
GHA,2011,91,91,91
GHA,2012,89,91,92
GHA,2013,89,91,90
GHA,2014,92,94,98
GHA,2015,89,88,89
GHA,2016,89,95,93
GHA,2017,95,94,99
GHA,2018,92,98,97
GHA,2019,92,97,97
GHA,2020,88,92,94
GHA,2021,94,98,98
GHA,2022,95,90,99
GHA,2023,90,91,95
GHA,2024,90,91,95
GRC,1980,,90,72
GRC,1981,,95,95
GRC,1982,,96,83
GRC,1983,,97,72
GRC,1984,75,98,60
GRC,1985,77,96,54
GRC,1986,39,97,80
GRC,1987,81,97,82
GRC,1988,82,98,83
GRC,1989,76,96,54
GRC,1990,76,96,54
GRC,1991,72,77,85
GRC,1992,72,95,89
GRC,1993,72,95,89
GRC,1994,70,95,90
GRC,1995,70,95,90
GRC,1996,90,95,90
GRC,1997,90,95,90
GRC,1998,89,91,89
GRC,1999,88,87,88
GRC,2000,89,89,89
GRC,2001,91,90,91
GRC,2002,92,92,92
GRC,2003,94,93,94
GRC,2004,95,95,95
GRC,2005,96,96,96
GRC,2006,98,98,98
GRC,2007,99,99,99
GRC,2008,99,99,99
GRC,2009,99,99,99
GRC,2010,99,99,99
GRC,2011,99,99,99
GRC,2012,99,99,99
GRC,2013,99,99,99
GRC,2014,97,99,99
GRC,2015,97,99,99
GRC,2016,97,99,99
GRC,2017,97,99,99
GRC,2018,97,99,99
GRC,2019,97,99,99
GRC,2020,97,99,99
GRC,2021,97,99,99
GRC,2022,94,98,98
GRC,2023,91,97,95
GRC,2024,91,95,95
GRD,1980,,32,25
GRD,1981,,41,43
GRD,1982,5,61,56
GRD,1983,7,72,68
GRD,1984,31,75,76
GRD,1985,49,77,61
GRD,1986,62,92,98
GRD,1987,77,81,80
GRD,1988,48,64,65
GRD,1989,89,86,87
GRD,1990,85,69,80
GRD,1991,96,82,85
GRD,1992,73,90,90
GRD,1993,99,91,89
GRD,1994,87,95,91
GRD,1995,88,77,95
GRD,1996,85,80,80
GRD,1997,92,95,95
GRD,1998,97,95,97
GRD,1999,94,87,88
GRD,2000,92,97,97
GRD,2001,99,96,96
GRD,2002,96,98,98
GRD,2003,99,98,97
GRD,2004,74,84,83
GRD,2005,99,99,99
GRD,2006,98,91,91
GRD,2007,98,96,96
GRD,2008,99,99,99
GRD,2009,98,99,99
GRD,2010,95,94,97
GRD,2011,95,95,95
GRD,2012,94,98,97
GRD,2013,94,98,97
GRD,2014,94,81,97
GRD,2015,99,99,92
GRD,2016,95,98,96
GRD,2017,85,91,96
GRD,2018,84,96,95
GRD,2019,94,94,94
GRD,2020,83,72,72
GRD,2021,70,77,77
GRD,2022,76,73,77
GRD,2023,82,86,86
GRD,2024,83,93,93
GTM,1980,23,43,43
GTM,1981,8,42,42
GTM,1982,12,45,45
GTM,1983,9,44,44
GTM,1984,24,48,48
GTM,1985,23,42,21
GTM,1986,55,36,37
GTM,1987,24,18,16
GTM,1988,55,58,47
GTM,1989,60,58,50
GTM,1990,68,74,66
GTM,1991,49,69,63
GTM,1992,59,70,66
GTM,1993,71,77,75
GTM,1994,66,73,71
GTM,1995,83,80,77
GTM,1996,69,73,66
GTM,1997,74,73,73
GTM,1998,79,77,78
GTM,1999,83,75,77
GTM,2000,86,80,81
GTM,2001,91,78,77
GTM,2002,92,82,82
GTM,2003,94,84,84
GTM,2004,95,88,87
GTM,2005,93,87,87
GTM,2006,95,90,89
GTM,2007,86,85,85
GTM,2008,96,96,95
GTM,2009,92,92,92
GTM,2010,93,94,94
GTM,2011,89,88,88
GTM,2012,93,94,96
GTM,2013,91,94,96
GTM,2014,68,66,74
GTM,2015,79,80,70
GTM,2016,89,84,83
GTM,2017,94,90,91
GTM,2018,89,85,85
GTM,2019,90,94,88
GTM,2020,89,97,90
GTM,2021,88,79,80
GTM,2022,86,78,81
GTM,2023,89,88,88
GTM,2024,90,81,81
GIN,1981,15,,
GIN,1982,34,15,15
GIN,1983,30,15,15
GIN,1984,29,15,15
GIN,1985,29,16,15
GIN,1986,28,16,15
GIN,1987,28,16,15
GIN,1988,27,16,16
GIN,1989,27,16,17
GIN,1990,35,18,17
GIN,1991,42,37,36
GIN,1992,52,52,52
GIN,1993,55,53,53
GIN,1994,58,53,53
GIN,1995,61,54,54
GIN,1996,61,48,48
GIN,1997,56,46,47
GIN,1998,52,59,56
GIN,1999,40,43,43
GIN,2000,42,47,46
GIN,2001,44,52,50
GIN,2002,46,56,53
GIN,2003,48,61,57
GIN,2004,50,65,60
GIN,2005,51,59,59
GIN,2006,51,53,57
GIN,2007,57,46,63
GIN,2008,55,59,60
GIN,2009,53,60,57
GIN,2010,58,62,64
GIN,2011,62,63,63
GIN,2012,58,59,59
GIN,2013,55,55,56
GIN,2014,51,51,52
GIN,2015,47,47,48
GIN,2016,48,48,47
GIN,2017,48,49,49
GIN,2018,49,50,51
GIN,2019,50,51,53
GIN,2020,50,52,54
GIN,2021,51,53,56
GIN,2022,51,54,58
GIN,2023,52,55,60
GIN,2024,60,55,63
GNB,1983,27,3,9
GNB,1984,31,4,18
GNB,1985,35,18,18
GNB,1986,59,47,47
GNB,1987,68,55,55
GNB,1988,52,70,66
GNB,1989,65,54,54
GNB,1990,53,60,61
GNB,1991,52,63,63
GNB,1992,60,66,67
GNB,1993,68,63,63
GNB,1994,68,69,74
GNB,1995,45,45,45
GNB,1996,49,54,53
GNB,1997,51,60,63
GNB,1998,61,55,54
GNB,1999,70,49,45
GNB,2000,71,52,49
GNB,2001,72,56,53
GNB,2002,73,60,57
GNB,2003,74,65,60
GNB,2004,75,69,64
GNB,2005,76,73,68
GNB,2006,74,74,71
GNB,2007,73,76,74
GNB,2008,71,77,77
GNB,2009,69,78,80
GNB,2010,76,82,83
GNB,2011,83,85,86
GNB,2012,81,87,87
GNB,2013,81,86,87
GNB,2014,81,84,86
GNB,2015,80,83,86
GNB,2016,80,81,85
GNB,2017,66,79,79
GNB,2018,79,82,82
GNB,2019,79,60,78
GNB,2020,72,63,74
GNB,2021,63,23,67
GNB,2022,75,51,74
GNB,2023,72,75,74
GNB,2024,65,68,68
GUY,1980,,42,35
GUY,1981,,37,45
GUY,1982,68,73,53
GUY,1983,51,62,58
GUY,1984,56,41,70
GUY,1985,40,77,75
GUY,1986,42,67,64
GUY,1987,52,77,67
GUY,1988,55,69,64
GUY,1989,69,79,77
GUY,1990,73,79,83
GUY,1991,76,81,81
GUY,1992,73,87,79
GUY,1993,92,92,93
GUY,1994,83,90,90
GUY,1995,77,87,86
GUY,1996,91,83,83
GUY,1997,82,88,88
GUY,1998,93,90,90
GUY,1999,87,83,83
GUY,2000,86,79,88
GUY,2001,92,90,85
GUY,2002,93,93,91
GUY,2003,89,91,90
GUY,2004,88,91,91
GUY,2005,92,93,93
GUY,2006,90,92,93
GUY,2007,96,94,94
GUY,2008,95,93,93
GUY,2009,97,97,98
GUY,2010,95,95,95
GUY,2011,98,93,93
GUY,2012,99,97,97
GUY,2013,99,98,98
GUY,2014,99,97,98
GUY,2015,99,92,95
GUY,2016,99,94,97
GUY,2017,99,94,97
GUY,2018,98,94,95
GUY,2019,98,97,99
GUY,2020,98,91,99
GUY,2021,95,97,98
GUY,2022,97,97,98
GUY,2023,98,99,98
GUY,2024,99,99,98
HTI,1980,,8,3
HTI,1981,,3,14
HTI,1982,3,7,13
HTI,1983,6,6,9
HTI,1984,8,13,14
HTI,1985,21,19,19
HTI,1986,26,24,24
HTI,1987,23,28,28
HTI,1988,59,48,48
HTI,1989,31,50,50
HTI,1990,31,40,41
HTI,1991,35,35,36
HTI,1992,39,37,38
HTI,1993,44,39,39
HTI,1994,48,41,41
HTI,1995,49,42,42
HTI,1996,50,42,42
HTI,1997,52,42,42
HTI,1998,53,45,42
HTI,1999,54,49,41
HTI,2000,54,51,44
HTI,2001,54,53,47
HTI,2002,53,55,51
HTI,2003,53,57,54
HTI,2004,53,58,57
HTI,2005,53,60,60
HTI,2006,55,61,61
HTI,2007,57,62,63
HTI,2008,59,63,64
HTI,2009,62,64,65
HTI,2010,63,64,67
HTI,2011,65,66,68
HTI,2012,66,65,66
HTI,2013,68,64,65
HTI,2014,69,63,63
HTI,2015,69,65,64
HTI,2016,67,53,59
HTI,2017,65,45,60
HTI,2018,70,56,57
HTI,2019,74,66,54
HTI,2020,74,41,58
HTI,2021,63,37,48
HTI,2022,66,45,48
HTI,2023,72,46,54
HTI,2024,77,47,60
,1980,48,57,57
,1981,55,63,70
,1982,57,76,72
,1983,65,82,74
,1984,70,86,79
,1985,74,88,80
,1986,76,90,83
,1987,75,92,84
,1988,81,92,84
,1989,83,90,87
,1990,85,88,88
,1991,84,86,89
,1992,83,83,86
,1993,84,87,87
,1994,87,89,91
,1995,88,91,90
,1996,90,93,93
,1997,90,93,91
,1998,90,92,91
,1999,91,93,93
,2000,92,94,93
,2001,92,92,95
,2002,93,93,95
,2003,93,94,96
,2004,94,95,96
,2005,93,95,96
,2006,94,95,96
,2007,94,95,96
,2008,94,95,96
,2009,93,95,96
,2010,94,95,96
,2011,94,95,96
,2012,94,95,96
,2013,94,95,95
,2014,95,95,95
,2015,94,95,95
,2016,94,95,95
,2017,94,94,95
,2018,94,94,95
,2019,94,94,95
,2020,94,94,94
,2021,94,94,95
,2022,94,94,95
,2023,94,94,94
,2024,94,94,94
HND,1980,31,31,28
HND,1981,34,37,34
HND,1982,48,47,46
HND,1983,49,51,52
HND,1984,44,73,41
HND,1985,53,58,58
HND,1986,60,63,62
HND,1987,57,61,58
HND,1988,76,70,74
HND,1989,94,86,85
HND,1990,90,87,84
HND,1991,86,93,94
HND,1992,89,94,93
HND,1993,94,95,94
HND,1994,93,95,94
HND,1995,89,94,94
HND,1996,91,94,94
HND,1997,89,93,95
HND,1998,98,97,97
HND,1999,98,95,95
HND,2000,98,88,94
HND,2001,99,99,96
HND,2002,97,95,95
HND,2003,95,92,92
HND,2004,92,94,94
HND,2005,96,98,98
HND,2006,95,94,95
HND,2007,94,94,94
HND,2008,93,93,93
HND,2009,98,97,97
HND,2010,98,97,97
HND,2011,97,97,97
HND,2012,97,98,98
HND,2013,97,99,99
HND,2014,97,99,99
HND,2015,98,98,98
HND,2016,98,95,95
HND,2017,98,90,90
HND,2018,91,91,91
HND,2019,89,88,88
HND,2020,82,80,80
HND,2021,81,77,77
HND,2022,77,78,78
HND,2023,77,71,73
HND,2024,79,75,75
HUN,1980,99,98,99
HUN,1981,99,98,99
HUN,1982,99,99,99
HUN,1983,99,98,99
HUN,1984,99,98,99
HUN,1985,99,99,99
HUN,1986,99,99,99
HUN,1987,99,99,99
HUN,1988,99,99,99
HUN,1989,99,99,99
HUN,1990,99,99,99
HUN,1991,99,98,99
HUN,1992,99,99,99
HUN,1993,99,99,99
HUN,1994,99,99,99
HUN,1995,99,99,99
HUN,1996,99,99,99
HUN,1997,99,99,99
HUN,1998,99,99,99
HUN,1999,99,99,99
HUN,2000,99,99,99
HUN,2001,99,99,99
HUN,2002,99,98,99
HUN,2003,99,99,99
HUN,2004,99,99,99
HUN,2005,99,99,99
HUN,2006,99,99,99
HUN,2007,99,99,99
HUN,2008,99,99,99
HUN,2009,99,99,99
HUN,2010,99,99,99
HUN,2011,99,99,99
HUN,2012,99,99,99
HUN,2013,99,99,99
HUN,2014,99,99,99
HUN,2015,99,99,99
HUN,2016,99,99,99
HUN,2017,99,99,99
HUN,2018,99,99,99
HUN,2019,99,99,99
HUN,2020,99,99,99
HUN,2021,99,99,99
HUN,2022,99,99,99
HUN,2023,99,99,99
HUN,2024,99,99,99
ISL,1980,,99,99
ISL,1981,,99,99
ISL,1982,,98,98
ISL,1983,81,97,94
ISL,1984,96,99,99
ISL,1985,96,99,99
ISL,1986,95,99,99
ISL,1987,97,99,99
ISL,1988,99,99,99
ISL,1989,99,99,99
ISL,1990,99,99,99
ISL,1991,99,99,99
ISL,1992,99,94,99
ISL,1993,99,99,99
ISL,1994,98,99,99
ISL,1995,99,99,99
ISL,1996,99,99,99
ISL,1997,99,99,99
ISL,1998,96,99,99
ISL,1999,94,98,98
ISL,2000,91,98,98
ISL,2001,88,92,92
ISL,2002,91,95,95
ISL,2003,93,97,97
ISL,2004,93,99,99
ISL,2005,90,95,95
ISL,2006,95,97,97
ISL,2007,95,97,97
ISL,2008,96,98,98
ISL,2009,92,96,96
ISL,2010,93,96,96
ISL,2011,94,95,95
ISL,2012,90,89,89
ISL,2013,91,91,91
ISL,2014,90,90,90
ISL,2015,93,92,92
ISL,2016,91,91,91
ISL,2017,92,89,89
ISL,2018,93,91,91
ISL,2019,93,93,93
ISL,2020,93,93,93
ISL,2021,92,92,92
ISL,2022,91,92,92
ISL,2023,91,92,92
ISL,2024,97,94,94
IND,1980,,2,6
IND,1981,,2,6
IND,1982,,8,12
IND,1983,,10,14
IND,1984,,12,16
IND,1985,1,14,18
IND,1986,10,16,20
IND,1987,24,27,30
IND,1988,32,37,40
IND,1989,42,55,50
IND,1990,56,66,70
IND,1991,43,58,57
IND,1992,51,56,56
IND,1993,59,61,61
IND,1994,67,67,67
IND,1995,72,71,71
IND,1996,66,67,66
IND,1997,55,63,62
IND,1998,53,60,61
IND,1999,56,57,59
IND,2000,56,57,58
IND,2001,57,58,59
IND,2002,56,58,59
IND,2003,60,57,61
IND,2004,64,58,63
IND,2005,68,65,65
IND,2006,69,66,65
IND,2007,70,67,64
IND,2008,72,69,70
IND,2009,78,73,74
IND,2010,82,76,79
IND,2011,84,79,82
IND,2012,83,79,82
IND,2013,83,82,83
IND,2014,85,84,85
IND,2015,87,86,87
IND,2016,88,86,88
IND,2017,90,89,89
IND,2018,93,90,90
IND,2019,95,90,91
IND,2020,89,85,85
IND,2021,89,85,85
IND,2022,95,93,93
IND,2023,93,91,91
IND,2024,97,93,94
IDN,1981,,1,1
IDN,1982,,1,1
IDN,1983,6,4,6
IDN,1984,13,6,13
IDN,1985,26,13,27
IDN,1986,45,46,47
IDN,1987,48,49,50
IDN,1988,51,53,54
IDN,1989,54,56,57
IDN,1990,58,60,60
IDN,1991,61,62,62
IDN,1992,65,65,64
IDN,1993,68,67,66
IDN,1994,66,69,68
IDN,1995,63,71,69
IDN,1996,79,83,72
IDN,1997,77,79,73
IDN,1998,77,87,74
IDN,1999,77,86,75
IDN,2000,76,72,75
IDN,2001,76,77,76
IDN,2002,72,80,70
IDN,2003,74,80,71
IDN,2004,76,79,71
IDN,2005,77,79,72
IDN,2006,79,78,72
IDN,2007,76,77,73
IDN,2008,76,83,77
IDN,2009,74,85,78
IDN,2010,78,82,81
IDN,2011,80,81,81
IDN,2012,82,87,87
IDN,2013,87,92,92
IDN,2014,86,90,88
IDN,2015,87,85,84
IDN,2016,88,85,84
IDN,2017,90,88,85
IDN,2018,89,87,85
IDN,2019,88,85,85
IDN,2020,76,76,77
IDN,2021,72,68,67
IDN,2022,92,91,91
IDN,2023,82,82,83
IDN,2024,85,87,78
IRN,1980,39,38,32
IRN,1981,48,47,29
IRN,1982,55,74,41
IRN,1983,38,34,33
IRN,1984,38,34,33
IRN,1985,62,63,51
IRN,1986,55,58,57
IRN,1987,55,58,57
IRN,1988,83,88,88
IRN,1989,79,82,82
IRN,1990,85,90,91
IRN,1991,84,88,88
IRN,1992,96,97,97
IRN,1993,96,99,99
IRN,1994,97,95,95
IRN,1995,95,97,98
IRN,1996,99,99,99
IRN,1997,95,99,99
IRN,1998,99,99,99
IRN,1999,99,99,99
IRN,2000,99,99,99
IRN,2001,96,95,96
IRN,2002,99,99,99
IRN,2003,99,99,99
IRN,2004,96,98,99
IRN,2005,94,95,95
IRN,2006,99,99,98
IRN,2007,97,98,99
IRN,2008,98,99,99
IRN,2009,99,99,99
IRN,2010,99,99,99
IRN,2011,99,99,99
IRN,2012,98,99,99
IRN,2013,98,98,98
IRN,2014,99,99,99
IRN,2015,99,98,98
IRN,2016,99,99,99
IRN,2017,99,99,99
IRN,2018,99,99,99
IRN,2019,99,99,99
IRN,2020,99,99,99
IRN,2021,99,98,98
IRN,2022,99,99,99
IRN,2023,99,99,99
IRN,2024,99,99,98
IRQ,1980,9,16,14
IRQ,1981,10,16,13
IRQ,1982,11,16,18
IRQ,1983,12,16,16
IRQ,1984,25,63,67
IRQ,1985,70,86,86
IRQ,1986,75,91,91
IRQ,1987,91,95,94
IRQ,1988,85,91,87
IRQ,1989,79,87,87
IRQ,1990,75,83,83
IRQ,1991,71,79,78
IRQ,1992,67,74,74
IRQ,1993,63,70,70
IRQ,1994,72,72,72
IRQ,1995,80,73,74
IRQ,1996,82,77,76
IRQ,1997,85,80,78
IRQ,1998,88,79,76
IRQ,1999,90,87,81
IRQ,2000,86,83,80
IRQ,2001,82,80,78
IRQ,2002,77,76,77
IRQ,2003,73,73,75
IRQ,2004,69,69,74
IRQ,2005,69,69,65
IRQ,2006,62,63,59
IRQ,2007,64,74,57
IRQ,2008,75,71,69
IRQ,2009,81,78,78
IRQ,2010,75,74,74
IRQ,2011,80,82,81
IRQ,2012,74,73,72
IRQ,2013,73,75,73
IRQ,2014,70,76,73
IRQ,2015,71,72,68
IRQ,2016,79,76,71
IRQ,2017,81,82,81
IRQ,2018,85,74,86
IRQ,2019,86,85,84
IRQ,2020,93,78,74
IRQ,2021,84,78,78
IRQ,2022,97,92,93
IRQ,2023,97,91,91
IRQ,2024,91,91,90
IRL,1980,,72,34
IRL,1981,,76,36
IRL,1982,,79,43
IRL,1983,10,76,42
IRL,1984,10,74,45
IRL,1985,63,90,45
IRL,1986,65,84,44
IRL,1987,66,78,44
IRL,1988,68,72,43
IRL,1989,78,81,65
IRL,1990,78,81,65
IRL,1991,78,80,67
IRL,1992,78,80,68
IRL,1993,78,79,70
IRL,1994,78,78,71
IRL,1995,77,77,73
IRL,1996,77,77,74
IRL,1997,77,76,76
IRL,1998,77,84,84
IRL,1999,77,86,86
IRL,2000,79,86,86
IRL,2001,73,84,84
IRL,2002,73,83,83
IRL,2003,78,86,86
IRL,2004,81,89,89
IRL,2005,84,90,90
IRL,2006,86,91,91
IRL,2007,87,92,92
IRL,2008,89,93,93
IRL,2009,90,94,94
IRL,2010,90,94,94
IRL,2011,92,95,95
IRL,2012,92,95,95
IRL,2013,93,96,96
IRL,2014,93,96,96
IRL,2015,93,95,95
IRL,2016,92,95,95
IRL,2017,92,95,95
IRL,2018,92,94,94
IRL,2019,91,94,94
IRL,2020,92,94,94
IRL,2021,90,94,94
IRL,2022,90,93,93
IRL,2023,89,93,93
IRL,2024,90,92,92
ISR,1980,81,85,84
ISR,1981,83,93,91
ISR,1982,88,93,92
ISR,1983,85,88,89
ISR,1984,85,87,87
ISR,1985,85,86,85
ISR,1986,88,93,92
ISR,1987,88,93,92
ISR,1988,86,94,92
ISR,1989,88,93,92
ISR,1990,91,93,93
ISR,1991,94,94,94
ISR,1992,94,96,95
ISR,1993,92,97,96
ISR,1994,92,97,95
ISR,1995,93,96,96
ISR,1996,96,95,94
ISR,1997,97,95,95
ISR,1998,94,92,92
ISR,1999,94,92,91
ISR,2000,95,93,93
ISR,2001,95,93,92
ISR,2002,95,91,90
ISR,2003,96,93,93
ISR,2004,97,95,95
ISR,2005,94,95,93
ISR,2006,96,94,95
ISR,2007,97,95,95
ISR,2008,98,94,94
ISR,2009,97,96,96
ISR,2010,96,95,95
ISR,2011,97,94,94
ISR,2012,96,94,94
ISR,2013,98,96,96
ISR,2014,97,95,95
ISR,2015,98,95,95
ISR,2016,97,94,94
ISR,2017,98,98,98
ISR,2018,98,98,98
ISR,2019,99,98,98
ISR,2020,99,98,98
ISR,2021,99,98,98
ISR,2022,98,98,98
ISR,2023,98,98,98
ISR,2024,98,98,98
ITA,1983,,90,
ITA,1984,,90,
ITA,1985,,92,
ITA,1986,,95,
ITA,1987,,81,
ITA,1988,,85,
ITA,1989,,75,
ITA,1990,43,98,83
ITA,1991,50,98,95
ITA,1992,50,97,95
ITA,1993,50,97,95
ITA,1994,50,98,95
ITA,1995,50,98,95
ITA,1996,55,97,96
ITA,1997,57,98,95
ITA,1998,55,96,95
ITA,1999,70,97,95
ITA,2000,74,97,87
ITA,2001,77,96,93
ITA,2002,81,96,93
ITA,2003,84,97,96
ITA,2004,86,97,94
ITA,2005,87,97,95
ITA,2006,88,97,96
ITA,2007,90,97,97
ITA,2008,90,96,96
ITA,2009,90,96,96
ITA,2010,91,96,96
ITA,2011,90,96,96
ITA,2012,90,96,97
ITA,2013,90,96,96
ITA,2014,87,95,95
ITA,2015,85,93,93
ITA,2016,87,93,94
ITA,2017,92,95,95
ITA,2018,93,95,95
ITA,2019,94,96,96
ITA,2020,92,94,94
ITA,2021,94,94,94
ITA,2022,94,95,95
ITA,2023,95,95,95
ITA,2024,95,94,94
JAM,1980,,34,24
JAM,1981,,37,39
JAM,1982,12,72,34
JAM,1983,15,47,51
JAM,1984,60,57,58
JAM,1985,64,58,60
JAM,1986,36,74,74
JAM,1987,62,82,81
JAM,1988,68,83,82
JAM,1989,71,84,85
JAM,1990,74,87,86
JAM,1991,77,86,85
JAM,1992,63,74,84
JAM,1993,80,80,91
JAM,1994,82,93,93
JAM,1995,90,91,90
JAM,1996,96,92,92
JAM,1997,88,90,90
JAM,1998,88,88,86
JAM,1999,82,90,89
JAM,2000,88,95,93
JAM,2001,85,99,98
JAM,2002,86,99,97
JAM,2003,78,99,94
JAM,2004,86,96,96
JAM,2005,84,99,99
JAM,2006,87,99,94
JAM,2007,76,93,91
JAM,2008,88,91,90
JAM,2009,88,90,90
JAM,2010,89,94,94
JAM,2011,88,93,92
JAM,2012,93,96,96
JAM,2013,94,86,93
JAM,2014,92,93,92
JAM,2015,91,91,91
JAM,2016,95,99,99
JAM,2017,95,93,93
JAM,2018,89,98,97
JAM,2019,94,96,96
JAM,2020,93,95,96
JAM,2021,88,90,90
JAM,2022,91,94,98
JAM,2023,93,98,99
JAM,2024,94,98,99
JPN,1980,69,,60
JPN,1981,68,,75
JPN,1982,66,95,81
JPN,1983,70,95,80
JPN,1984,73,95,82
JPN,1985,73,95,83
JPN,1986,74,95,84
JPN,1987,75,95,85
JPN,1988,76,94,86
JPN,1989,77,93,87
JPN,1990,73,90,90
JPN,1991,71,94,92
JPN,1992,69,94,87
JPN,1993,68,91,85
JPN,1994,81,94,80
JPN,1995,93,97,74
JPN,1996,94,99,99
JPN,1997,94,97,70
JPN,1998,95,97,75
JPN,1999,95,98,80
JPN,2000,96,98,85
JPN,2001,98,81,95
JPN,2002,98,89,96
JPN,2003,98,97,97
JPN,2004,98,97,99
JPN,2005,98,95,98
JPN,2006,97,95,98
JPN,2007,96,97,98
JPN,2008,95,98,98
JPN,2009,94,99,97
JPN,2010,94,98,97
JPN,2011,94,96,97
JPN,2012,96,99,97
JPN,2013,95,99,96
JPN,2014,98,99,96
JPN,2015,96,99,96
JPN,2016,96,99,99
JPN,2017,97,97,99
JPN,2018,97,98,98
JPN,2019,96,98,98
JPN,2020,98,96,96
JPN,2021,95,99,99
JPN,2022,98,99,99
JPN,2023,94,98,98
JPN,2024,95,98,99
JOR,1980,29,32,30
JOR,1981,40,81,81
JOR,1982,48,75,75
JOR,1983,56,77,76
JOR,1984,65,81,81
JOR,1985,73,84,85
JOR,1986,81,88,88
JOR,1987,87,89,90
JOR,1988,87,92,93
JOR,1989,84,94,94
JOR,1990,87,92,92
JOR,1991,85,92,92
JOR,1992,91,92,92
JOR,1993,88,91,91
JOR,1994,91,94,94
JOR,1995,92,95,95
JOR,1996,94,96,96
JOR,1997,95,99,99
JOR,1998,93,99,99
JOR,1999,83,85,85
JOR,2000,94,94,91
JOR,2001,99,97,99
JOR,2002,95,95,95
JOR,2003,96,97,97
JOR,2004,99,95,95
JOR,2005,95,95,95
JOR,2006,99,98,98
JOR,2007,95,98,98
JOR,2008,95,98,97
JOR,2009,95,98,98
JOR,2010,98,98,98
JOR,2011,98,98,98
JOR,2012,98,98,98
JOR,2013,97,98,98
JOR,2014,98,98,98
JOR,2015,94,99,99
JOR,2016,96,98,98
JOR,2017,93,99,99
JOR,2018,92,92,96
JOR,2019,87,87,89
JOR,2020,76,76,77
JOR,2021,81,84,85
JOR,2022,86,92,92
JOR,2023,95,95,96
JOR,2024,99,94,96
KAZ,1992,89,87,81
KAZ,1993,91,69,76
KAZ,1994,91,69,76
KAZ,1995,95,94,93
KAZ,1996,97,98,95
KAZ,1997,97,99,97
KAZ,1998,99,99,99
KAZ,1999,99,99,98
KAZ,2000,99,96,97
KAZ,2001,95,95,95
KAZ,2002,95,95,95
KAZ,2003,99,99,99
KAZ,2004,99,99,82
KAZ,2005,99,99,98
KAZ,2006,99,99,99
KAZ,2007,99,94,93
KAZ,2008,99,99,99
KAZ,2009,99,99,98
KAZ,2010,99,98,99
KAZ,2011,99,99,99
KAZ,2012,96,99,99
KAZ,2013,99,98,98
KAZ,2014,99,95,95
KAZ,2015,99,98,98
KAZ,2016,99,83,83
KAZ,2017,99,99,99
KAZ,2018,99,98,98
KAZ,2019,99,97,97
KAZ,2020,93,88,88
KAZ,2021,97,95,95
KAZ,2022,99,99,99
KAZ,2023,99,99,99
KAZ,2024,93,98,98
KEN,1984,55,57,58
KEN,1985,63,70,70
KEN,1986,65,72,72
KEN,1987,69,77,77
KEN,1988,72,82,82
KEN,1989,75,83,83
KEN,1990,78,84,84
KEN,1991,81,86,86
KEN,1992,84,87,87
KEN,1993,84,89,89
KEN,1994,84,92,92
KEN,1995,83,94,94
KEN,1996,81,87,87
KEN,1997,79,81,79
KEN,1998,78,81,81
KEN,1999,76,80,82
KEN,2000,78,79,82
KEN,2001,77,77,80
KEN,2002,78,83,84
KEN,2003,72,75,73
KEN,2004,73,73,73
KEN,2005,69,70,76
KEN,2006,77,77,80
KEN,2007,80,76,81
KEN,2008,90,87,88
KEN,2009,88,89,88
KEN,2010,86,89,90
KEN,2011,87,97,96
KEN,2012,93,93,94
KEN,2013,94,92,87
KEN,2014,95,90,92
KEN,2015,96,79,89
KEN,2016,93,83,88
KEN,2017,84,75,81
KEN,2018,92,89,91
KEN,2019,92,88,93
KEN,2020,89,92,93
KEN,2021,90,95,95
KEN,2022,89,91,94
KEN,2023,91,92,93
KEN,2024,88,85,91
KIR,1980,,10,43
KIR,1981,,20,29
KIR,1982,,40,53
KIR,1983,24,25,40
KIR,1984,8,23,18
KIR,1985,4,15,37
KIR,1986,9,10,37
KIR,1987,14,5,36
KIR,1988,54,62,63
KIR,1989,63,86,79
KIR,1990,75,97,97
KIR,1991,62,76,70
KIR,1992,77,90,86
KIR,1993,89,99,99
KIR,1994,70,81,71
KIR,1995,47,58,60
KIR,1996,64,82,79
KIR,1997,82,93,91
KIR,1998,77,83,88
KIR,1999,62,76,78
KIR,2000,80,90,90
KIR,2001,76,88,85
KIR,2002,88,96,77
KIR,2003,72,79,70
KIR,2004,56,61,62
KIR,2005,85,74,79
KIR,2006,61,86,86
KIR,2007,93,93,94
KIR,2008,72,74,82
KIR,2009,82,84,86
KIR,2010,89,95,91
KIR,2011,90,95,99
KIR,2012,91,92,94
KIR,2013,91,91,95
KIR,2014,88,79,75
KIR,2015,84,80,78
KIR,2016,80,82,81
KIR,2017,81,90,90
KIR,2018,84,93,95
KIR,2019,94,94,97
KIR,2020,82,91,92
KIR,2021,80,86,90
KIR,2022,85,90,91
KIR,2023,79,87,90
KIR,2024,79,91,94
KWT,1980,48,70,67
KWT,1981,71,79,79
KWT,1982,79,84,83
KWT,1983,80,90,89
KWT,1984,88,89,89
KWT,1985,91,91,90
KWT,1986,93,91,91
KWT,1987,95,93,92
KWT,1988,97,94,94
KWT,1989,98,94,94
KWT,1990,66,71,71
KWT,1991,75,80,80
