id,dof,test error,skew,kurtosis,time
23.0,31.99999648812068,0.3069885507894913,-0.5390793734022745,1.0094055292820459,0.1680896282196045
13.0,28.999997554303196,0.31101224995850424,-0.7039538329990555,1.3660872163691735,0.042755842208862305
1.0,24.99999850324063,0.31576155025523667,-0.8340579924798674,1.6529027317856793,0.030047178268432617
43.0,39.99999460190333,0.29750814495421285,-0.6071035124028771,1.5273330340914946,0.05024409294128418
37.0,36.99999537943369,0.29834269855246826,-0.6188176402130381,1.1582947591299346,0.04646801948547363
23.0,25.32028318195831,0.30496134748571135,-0.5833266869655471,1.506490399862062,0.0482177734375
13.0,23.623380390527394,0.31351127887273406,-0.6547398549061803,1.374808018972777,0.03606390953063965
1.0,21.006834168031872,0.3153864856057424,-0.7344453837142215,1.4859123835036652,0.033197879791259766
43.0,30.81429701768019,0.29394224518093137,-0.6308169161512859,2.025031185472834,0.056410789489746094
37.0,29.070013050309562,0.29529791826664503,-0.6325902602507644,1.67242942416922,0.05010986328125
